L,rho,E_1st,E_2nd,E_4th,abs_R_1st,R_1st,R_2nd,R_4th,bond_energy_1st,bond_energy_2nd,bond_energy_4th,bond_defect_1st,bond_defect_2nd,bond_defect_4th
40,0.158,0.50795758,0.25802209,0.06657662,0.57227447,-0.11309813,0.38940211,0.21841960,-1.93877751,3.76305395,14.22473056,0.07960740,0.00723195,0.00007087
40,0.159,0.50833466,0.25840536,0.06677461,0.53889712,-0.12010464,0.35388772,0.18973193,-1.92457177,3.70799135,13.80978002,0.08253455,0.00766148,0.00007747
40,0.16,0.50872733,0.25880479,0.06698125,0.51119805,-0.13002111,0.32485757,0.16681626,-1.91151828,3.65774086,13.43624534,0.08489300,0.00801270,0.00008301
40,0.161,0.50913762,0.25922247,0.06719768,0.48344289,-0.13556937,0.29570129,0.14389090,-1.89813814,3.60652321,13.05984136,0.08740504,0.00839014,0.00008898
40,0.162,0.50955876,0.25965153,0.06742038,0.45291046,-0.13580034,0.26565922,0.12241936,-1.88444950,3.55450090,12.68307230,0.09007068,0.00880583,0.00009566
40,0.163,0.51000055,0.26010203,0.06765459,0.42772789,-0.14211870,0.24184085,0.10616241,-1.87198892,3.50749321,12.34761489,0.09212046,0.00913326,0.00010118
40,0.164,0.51045259,0.26056337,0.06789486,0.40476316,-0.14791723,0.22024342,0.09142300,-1.85965061,3.46122637,12.02140372,0.09410069,0.00944900,0.00010647
40,0.165,0.51091444,0.26103514,0.06814099,0.38041099,-0.14983034,0.19832647,0.07757871,-1.84726927,3.41508329,11.70013312,0.09611660,0.00977884,0.00011199
40,0.166,0.51138931,0.26152066,0.06839477,0.36125829,-0.15514150,0.18136945,0.06725199,-1.83579602,3.37265146,11.40924022,0.09767169,0.01003931,0.00011652
40,0.167,0.51187569,0.26201842,0.06865543,0.34218186,-0.15772382,0.16543374,0.05806200,-1.82436108,3.33061535,11.12453265,0.09922024,0.01030256,0.00012115
40,0.168,0.51237136,0.26252617,0.06892183,0.32522057,-0.15980413,0.15151110,0.05044695,-1.81301634,3.28919153,10.84780104,0.10071883,0.01056569,0.00012594
40,0.169,0.51287955,0.26304724,0.06919575,0.31272146,-0.16413358,0.14112633,0.04450281,-1.80242490,3.25076596,10.59435958,0.10183123,0.01076005,0.00012953
40,0.17,0.51340038,0.26358181,0.06947733,0.29840611,-0.16708820,0.13006481,0.03893033,-1.79171253,3.21213566,10.34267533,0.10301418,0.01097196,0.00013348
40,0.171,0.51392655,0.26412241,0.06976267,0.28625464,-0.16890343,0.12051440,0.03401894,-1.78116775,3.17433956,10.09941483,0.10410705,0.01117092,0.00013727
40,0.172,0.51446355,0.26467471,0.07005478,0.27689178,-0.17123665,0.11317689,0.03037141,-1.77072257,3.13713420,9.86295849,0.10514020,0.01136385,0.00014111
40,0.173,0.51500918,0.26523648,0.07035253,0.26733982,-0.17174922,0.10593735,0.02696711,-1.76034566,3.10039947,9.63238446,0.10616021,0.01155899,0.00014510
40,0.174,0.51556582,0.26581019,0.07065726,0.25986617,-0.17544354,0.09984232,0.02393987,-1.75027899,3.06495962,9.41238818,0.10700704,0.01171636,0.00014816
40,0.175,0.51612984,0.26639215,0.07096707,0.25262381,-0.17790621,0.09421819,0.02130733,-1.74042830,3.03049928,9.20120379,0.10775181,0.01185651,0.00015089
40,0.176,0.51670032,0.26698140,0.07128141,0.24633324,-0.18000646,0.08940226,0.01919225,-1.73059949,2.99631427,8.99413297,0.10849510,0.01200226,0.00015396
40,0.177,0.51727750,0.26757827,0.07160054,0.23999910,-0.18257015,0.08479740,0.01720040,-1.72100156,2.96310706,8.79509301,0.10912293,0.01212076,0.00015623
40,0.178,0.51786169,0.26818306,0.07192465,0.23434746,-0.18403483,0.08107478,0.01586287,-1.71142396,2.93018599,8.60035742,0.10975273,0.01224689,0.00015891
40,0.179,0.51846100,0.26880418,0.07225824,0.23125775,-0.18547325,0.07844734,0.01473634,-1.70200218,2.89798618,8.41206835,0.11028557,0.01235397,0.00016120
60,0.13,0.50205862,0.25206301,0.06353591,0.96244151,-0.04119162,0.92705846,0.86226279,-2.28543612,5.22454654,27.32360244,0.02102247,0.00075204,0.00000114
60,0.131,0.50215007,0.25215485,0.06358222,0.96034205,-0.05188769,0.92310056,0.85521521,-2.27585965,5.18095228,26.87153948,0.02179196,0.00080645,0.00000132
60,0.132,0.50224332,0.25224851,0.06362947,0.95769954,-0.04963097,0.91812378,0.84636883,-2.26567975,5.13481854,26.39739572,0.02284951,0.00087739,0.00000156
60,0.133,0.50234184,0.25234749,0.06367942,0.95481964,-0.04780332,0.91271575,0.83680888,-2.25540602,5.08846766,25.92524202,0.02395528,0.00095348,0.00000183
60,0.134,0.50244429,0.25245043,0.06373138,0.95166118,-0.04454398,0.90680566,0.82643139,-2.24492584,5.04140804,25.45034067,0.02514912,0.00103754,0.00000215
60,0.135,0.50255468,0.25256137,0.06378741,0.94838316,-0.04966525,0.90071583,0.81588595,-2.23462915,4.99539533,24.99043084,0.02623977,0.00112100,0.00000251
60,0.136,0.50266719,0.25267447,0.06384456,0.94453576,-0.04760659,0.89358917,0.80360732,-2.22390628,4.94770342,24.51817780,0.02754765,0.00121938,0.00000295
60,0.137,0.50278753,0.25279548,0.06390573,0.94055438,-0.05462911,0.88626411,0.79114311,-2.21341923,4.90128745,24.06297451,0.02872723,0.00131430,0.00000343
60,0.138,0.50291398,0.25292265,0.06397005,0.93590659,-0.06162009,0.87776144,0.77682524,-2.20266281,4.85391054,23.60281281,0.03003006,0.00142077,0.00000400
60,0.139,0.50304698,0.25305645,0.06403775,0.93057499,-0.05853948,0.86806437,0.76066162,-2.19136221,4.80438587,23.12656466,0.03160691,0.00154890,0.00000471
60,0.14,0.50318676,0.25319710,0.06410896,0.92441964,-0.05887400,0.85703395,0.74266965,-2.17994172,4.75460084,22.65282220,0.03322972,0.00168705,0.00000554
60,0.141,0.50333387,0.25334517,0.06418397,0.91717574,-0.06457865,0.84429713,0.72242183,-2.16844503,4.70474843,22.18337748,0.03488563,0.00183329,0.00000651
60,0.142,0.50348858,0.25350095,0.06426293,0.90916171,-0.06546812,0.83030787,0.70052260,-2.15657342,4.65354763,21.70637649,0.03672780,0.00199953,0.00000767
60,0.143,0.50365268,0.25366623,0.06434676,0.89905430,-0.07223828,0.81314977,0.67461425,-2.14449099,4.60170831,21.22836820,0.03865980,0.00217659,0.00000900
60,0.144,0.50382435,0.25383918,0.06443455,0.88624918,-0.06799915,0.79171854,0.64304781,-2.13134908,4.54565464,20.71753712,0.04111896,0.00240519,0.00001075
60,0.145,0.50400732,0.25402360,0.06452821,0.87161821,-0.07132732,0.76824079,0.61047323,-2.11838141,4.49068159,20.22259025,0.04349299,0.00263958,0.00001273
60,0.146,0.50420341,0.25422130,0.06462869,0.85215819,-0.06891317,0.73838637,0.57089268,-2.10438842,4.43171724,19.69801394,0.04637628,0.00292794,0.00001523
60,0.147,0.50441121,0.25443089,0.06473531,0.82952786,-0.07638178,0.70462417,0.52822669,-2.09043398,4.37328556,19.18463408,0.04923179,0.00322408,0.00001802
60,0.148,0.50463411,0.25465582,0.06484983,0.80035663,-0.07822474,0.66351794,0.47963935,-2.07544926,4.31091990,18.64330151,0.05259455,0.00357985,0.00002143
60,0.149,0.50487265,0.25489664,0.06497255,0.76722993,-0.08221718,0.61837786,0.42897723,-2.06024918,4.24807470,18.10495122,0.05606048,0.00395840,0.00002522
60,0.15,0.50512773,0.25515428,0.06510396,0.72952968,-0.08462778,0.56932344,0.37731097,-2.04455320,4.18363931,17.56076746,0.05977559,0.00438423,0.00002970
60,0.151,0.50540116,0.25543060,0.06524506,0.68685491,-0.09219755,0.51623098,0.32479926,-2.02883696,4.11954141,17.02646030,0.06349043,0.00482258,0.00003451
60,0.152,0.50569150,0.25572417,0.06539513,0.64229826,-0.10039256,0.46281643,0.27479170,-2.01320847,4.05621872,16.50551364,0.06716241,0.00526309,0.00003941
60,0.153,0.50599886,0.25603514,0.06555429,0.59607870,-0.10387144,0.41000787,0.22877706,-1.99746804,3.99290510,15.99221846,0.07089421,0.00573280,0.00004486
60,0.154,0.50632399,0.25636428,0.06572296,0.55055640,-0.11350155,0.36018819,0.18786283,-1.98239486,3.93267798,15.51041397,0.07427417,0.00616664,0.00005004
60,0.155,0.50666662,0.25671138,0.06590106,0.50545490,-0.11601341,0.31444718,0.15356847,-1.96738519,3.87317616,15.04194128,0.07763337,0.00662330,0.00005577
60,0.156,0.50702671,0.25707641,0.06608862,0.46446184,-0.12102522,0.27298773,0.12349113,-1.95291779,3.81620409,14.59933889,0.08070904,0.00704868,0.00006119
60,0.157,0.50739936,0.25745446,0.06628316,0.42608661,-0.12666608,0.23643296,0.09869198,-1.93902705,3.76188288,14.18322850,0.08349142,0.00744303,0.00006631
60,0.158,0.50778896,0.25784999,0.06648699,0.38909203,-0.12978044,0.20293878,0.07758837,-1.92531212,3.70864332,13.78143003,0.08618293,0.00784102,0.00007174
60,0.159,0.50819272,0.25826021,0.06669873,0.35649254,-0.13385705,0.17459168,0.06109536,-1.91212870,3.65784425,13.40373938,0.08861676,0.00821445,0.00007704
60,0.16,0.50860945,0.25868396,0.06691780,0.32784820,-0.13787061,0.15105599,0.04821523,-1.89948891,3.60947310,13.04904391,0.09077350,0.00855462,0.00008204
60,0.161,0.50903929,0.25912140,0.06714432,0.30527255,-0.14341248,0.13300449,0.03883556,-1.88743426,3.56366335,12.71784993,0.09264109,0.00885940,0.00008674
60,0.162,0.50948153,0.25957185,0.06737798,0.28422576,-0.14693212,0.11658162,0.03089708,-1.87564060,3.51914320,12.40028145,0.09437135,0.00914741,0.00009126
60,0.163,0.50993550,0.26003465,0.06761848,0.26467486,-0.14744810,0.10275659,0.02492864,-1.86382214,3.47482653,12.08839846,0.09611187,0.00945065,0.00009634
60,0.164,0.51039989,0.26050850,0.06786515,0.25054522,-0.15202751,0.09275314,0.02063069,-1.85267992,3.43332303,11.80020321,0.09750369,0.00969729,0.00010058
60,0.165,0.51087499,0.26099372,0.06811821,0.23715423,-0.15314411,0.08361779,0.01710036,-1.84145831,3.39178744,11.51543891,0.09893725,0.00995848,0.00010525
60,0.166,0.51135771,0.26148719,0.06837606,0.22775652,-0.15703402,0.07695083,0.01454968,-1.83074360,3.35236787,11.24846026,0.10011998,0.01017669,0.00010921
60,0.167,0.51184978,0.26199070,0.06863966,0.21735037,-0.15779204,0.07023461,0.01225038,-1.81979001,3.31231903,10.98058890,0.10142476,0.01042426,0.00011390
60,0.168,0.51235255,0.26250565,0.06890976,0.21103808,-0.16071418,0.06566176,0.01046354,-1.80930513,3.27420770,10.72865084,0.10249580,0.01062842,0.00011781
60,0.169,0.51286695,0.26303304,0.06918695,0.20477827,-0.16272302,0.06172876,0.00917453,-1.79894918,3.23679563,10.48437231,0.10350274,0.01082534,0.00012174
60,0.17,0.51338931,0.26356913,0.06946927,0.20152388,-0.16613388,0.05918849,0.00832474,-1.78881432,3.20040345,10.24962409,0.10438697,0.01100122,0.00012536
60,0.171,0.51391918,0.26411349,0.06975653,0.19716722,-0.16773256,0.05611932,0.00733714,-1.77861234,3.16397204,10.01720949,0.10531329,0.01118621,0.00012918
60,0.172,0.51445809,0.26466771,0.07004961,0.19458571,-0.17051022,0.05407304,0.00666688,-1.76862454,3.12851416,9.79365337,0.10612872,0.01135179,0.00013269
60,0.173,0.51500715,0.26523296,0.07034916,0.19265252,-0.17228261,0.05249051,0.00619087,-1.75879077,3.09380187,9.57728993,0.10687480,0.01150534,0.00013602
60,0.174,0.51556390,0.26580675,0.07065388,0.19085040,-0.17402910,0.05103025,0.00571396,-1.74901490,3.05948664,9.36578630,0.10759009,0.01165315,0.00013926
60,0.175,0.51613055,0.26639137,0.07096503,0.18908527,-0.17558627,0.04948303,0.00525129,-1.73919595,3.02521187,9.15687733,0.10831406,0.01180368,0.00014259
60,0.176,0.51670489,0.26698458,0.07128146,0.18875358,-0.17792435,0.04873223,0.00496813,-1.72958717,2.99186782,8.95602847,0.10895015,0.01193818,0.00014566
60,0.177,0.51728476,0.26758419,0.07160201,0.18842372,-0.18000594,0.04791545,0.00463752,-1.72015384,2.95930328,8.76191753,0.10949701,0.01205288,0.00014823
60,0.178,0.51787617,0.26819641,0.07193005,0.18901806,-0.18221358,0.04752084,0.00445552,-1.71075699,2.92705388,8.57192336,0.11003312,0.01216788,0.00015092
60,0.179,0.51847536,0.26881740,0.07226354,0.18906864,-0.18367945,0.04686127,0.00423349,-1.70136762,2.89500135,8.38509156,0.11054930,0.01227842,0.00015349
80,0.13,0.50189049,0.25189413,0.06345072,0.96198405,-0.03555774,0.92617033,0.86058977,-2.28504543,5.22271016,27.30336635,0.02124879,0.00076190,0.00000116
80,0.131,0.50197877,0.25198275,0.06349538,0.95961635,-0.03859900,0.92169817,0.85259673,-2.27515045,5.17767282,26.83650188,0.02217614,0.00082384,0.00000135
80,0.132,0.50207115,0.25207550,0.06354213,0.95705174,-0.04191683,0.91687007,0.84402229,-2.26514908,5.13235589,26.37092554,0.02315053,0.00089112,0.00000158
80,0.133,0.50216907,0.25217384,0.06359172,0.95423690,-0.04552966,0.91159102,0.83471502,-2.25503954,5.08676306,25.90685645,0.02417350,0.00096421,0.00000185
80,0.134,0.50227051,0.25227574,0.06364312,0.95111085,-0.04674996,0.90574832,0.82448078,-2.24471650,5.04041464,25.43925611,0.02529225,0.00104532,0.00000217
80,0.135,0.50237797,0.25238370,0.06369760,0.94751651,-0.04518949,0.89905380,0.81283048,-2.23412168,4.99307053,24.96608035,0.02654262,0.00113705,0.00000255
80,0.136,0.50248933,0.25249560,0.06375410,0.94389441,-0.05336461,0.89234613,0.80128383,-2.22379407,4.94714379,24.51145328,0.02765303,0.00122514,0.00000296
80,0.137,0.50260745,0.25261433,0.06381408,0.93940338,-0.05166157,0.88405518,0.78709223,-2.21283867,4.89865801,24.03604543,0.02906817,0.00133443,0.00000349
80,0.138,0.50273126,0.25273880,0.06387698,0.93443222,-0.05254974,0.87494205,0.77169643,-2.20180741,4.85008006,23.56443090,0.03051341,0.00145027,0.00000409
80,0.139,0.50286291,0.25287119,0.06394392,0.92859510,-0.05341026,0.86432151,0.75399768,-2.19050863,4.80057342,23.08856421,0.03208421,0.00157893,0.00000482
80,0.14,0.50300192,0.25301101,0.06401466,0.92180284,-0.05670700,0.85207383,0.73392082,-2.17903194,4.75055457,22.61282438,0.03373718,0.00171894,0.00000567
80,0.141,0.50314833,0.25315833,0.06408922,0.91372324,-0.05744598,0.83770821,0.71091343,-2.16717065,4.69913249,22.12884936,0.03557960,0.00187834,0.00000670
80,0.142,0.50330242,0.25331341,0.06416777,0.90357536,-0.05740387,0.82001001,0.68335850,-2.15482486,4.64590291,21.63328722,0.03765541,0.00206178,0.00000796
80,0.143,0.50346766,0.25347977,0.06425208,0.89186786,-0.06755574,0.80016917,0.65372040,-2.14269124,4.59388363,21.15437962,0.03962173,0.00224329,0.00000935
80,0.144,0.50364245,0.25365581,0.06434136,0.87494859,-0.06590471,0.77255948,0.61436329,-2.12922747,4.53646997,20.63143258,0.04224501,0.00248271,0.00001117
80,0.145,0.50383020,0.25384496,0.06443736,0.85308164,-0.06589532,0.73881679,0.56929617,-2.11524968,4.47723135,20.09844804,0.04512383,0.00275545,0.00001336
80,0.146,0.50403056,0.25404690,0.06453992,0.82719617,-0.07271573,0.69976328,0.51976855,-2.10110359,4.41766261,19.56926693,0.04807787,0.00304800,0.00001592
80,0.147,0.50424487,0.25426298,0.06464976,0.79096796,-0.07785933,0.64856493,0.45968536,-2.08583656,4.35375439,19.00824527,0.05159026,0.00339997,0.00001903
80,0.148,0.50447661,0.25449675,0.06476869,0.74651503,-0.08337771,0.58956222,0.39581432,-2.06997345,4.28778306,18.43663231,0.05540495,0.00379563,0.00002263
80,0.149,0.50472501,0.25474744,0.06489636,0.69584353,-0.08754523,0.52591610,0.33208578,-2.05377758,4.22089577,17.86512834,0.05937438,0.00422557,0.00002668
80,0.15,0.50499256,0.25501759,0.06503408,0.64086791,-0.08784107,0.45957706,0.26958982,-2.03707821,4.15239664,17.28779057,0.06359423,0.00469815,0.00003125
80,0.151,0.50527898,0.25530696,0.06518176,0.57892382,-0.09342409,0.39024296,0.21067459,-2.02054473,4.08504184,16.72788904,0.06772510,0.00517477,0.00003594
80,0.152,0.50558357,0.25561486,0.06533908,0.51997574,-0.10028005,0.32805613,0.16159750,-2.00468796,4.02094048,16.20324633,0.07151470,0.00563459,0.00004069
80,0.153,0.50590685,0.25594186,0.06550636,0.46411638,-0.10408741,0.27163331,0.12095633,-1.98907000,3.95828356,15.69824586,0.07517865,0.00610185,0.00004574
80,0.154,0.50624673,0.25628588,0.06568258,0.41420562,-0.11233426,0.22453613,0.08989144,-1.97455089,3.90046499,15.23915390,0.07829105,0.00651281,0.00005033
80,0.155,0.50660259,0.25664632,0.06586747,0.36920374,-0.11957312,0.18495335,0.06618284,-1.96059257,3.84529888,14.80777205,0.08111452,0.00690440,0.00005495
80,0.156,0.50697442,0.25702320,0.06606107,0.33099906,-0.12300084,0.15312493,0.04879591,-1.94697056,3.79185860,14.39608020,0.08376979,0.00729036,0.00005976
80,0.157,0.50735935,0.25741366,0.06626194,0.29911088,-0.12796045,0.12817991,0.03644449,-1.93399499,3.74132720,14.01253456,0.08610142,0.00764368,0.00006440
80,0.158,0.50775641,0.25781673,0.06646962,0.27354056,-0.13119972,0.10842987,0.02724893,-1.92134606,3.69241639,13.64656823,0.08826924,0.00798600,0.00006917
80,0.159,0.50816636,0.25823321,0.06668455,0.25023122,-0.13437976,0.09199534,0.02035692,-1.90905524,3.64521296,13.29819276,0.09025193,0.00830935,0.00007388
80,0.16,0.50858816,0.25866208,0.06690624,0.23193507,-0.13854611,0.08011403,0.01586267,-1.89718256,3.59992907,12.96860165,0.09202618,0.00861001,0.00007852
80,0.161,0.50902212,0.25910369,0.06713490,0.21697088,-0.14198294,0.07026657,0.01235108,-1.88557879,3.55594915,12.65253853,0.09366419,0.00889339,0.00008302
80,0.162,0.50946639,0.25955618,0.06736959,0.20669237,-0.14540641,0.06364533,0.01006038,-1.87424898,3.51329072,12.35002189,0.09516260,0.00916154,0.00008753
80,0.163,0.50992227,0.26002090,0.06761106,0.19683656,-0.14785164,0.05766813,0.00824976,-1.86301631,3.47125867,12.05562678,0.09661004,0.00942631,0.00009213
80,0.164,0.51038835,0.26049645,0.06785860,0.18901408,-0.15021376,0.05325853,0.00704052,-1.85194077,3.43007492,11.77079690,0.09797524,0.00968225,0.00009678
80,0.165,0.51086370,0.26098192,0.06811177,0.18374180,-0.15280302,0.04969679,0.00598027,-1.84107808,3.38991998,11.49634419,0.09923600,0.00992173,0.00010123
80,0.166,0.51134760,0.26147657,0.06837021,0.18023794,-0.15568399,0.04703897,0.00516785,-1.83039723,3.35067062,11.23125200,0.10040312,0.01014636,0.00010550
80,0.167,0.51184252,0.26198298,0.06863530,0.17778513,-0.15798261,0.04512660,0.00462400,-1.81983572,3.31209526,10.97387217,0.10151041,0.01036421,0.00010981
80,0.168,0.51234510,0.26249772,0.06890528,0.17590149,-0.16111671,0.04350477,0.00413607,-1.80943265,3.27431494,10.72466443,0.10253496,0.01056742,0.00011388
80,0.169,0.51285825,0.26302381,0.06918176,0.17459445,-0.16377303,0.04211256,0.00375360,-1.79912896,3.23711302,10.48212029,0.10351832,0.01076489,0.00011793
80,0.17,0.51338071,0.26355998,0.06946411,0.17422161,-0.16620584,0.04110395,0.00345370,-1.78889383,3.20037139,10.24533130,0.10445770,0.01095603,0.00012194
80,0.171,0.51391246,0.26410626,0.06975237,0.17410899,-0.16805081,0.04021448,0.00318975,-1.77875765,3.16419399,10.01485292,0.10535124,0.01113972,0.00012587
80,0.172,0.51445412,0.26466328,0.07004691,0.17469157,-0.17026862,0.03971575,0.00300054,-1.76876734,3.12874041,9.79155585,0.10616351,0.01130828,0.00012954
80,0.173,0.51500388,0.26522925,0.07034682,0.17542319,-0.17205341,0.03931273,0.00281928,-1.75884223,3.09371526,9.57341977,0.10694421,0.01147195,0.00013318
80,0.174,0.51556075,0.26580315,0.07065159,0.17654552,-0.17410918,0.03911305,0.00270983,-1.74907935,3.05946006,9.36252030,0.10765357,0.01162217,0.00013658
80,0.175,0.51612677,0.26638711,0.07096237,0.17774278,-0.17606080,0.03893114,0.00258880,-1.73931372,3.02538311,9.15501406,0.10836030,0.01177241,0.00014000
80,0.176,0.51670022,0.26697939,0.07127829,0.17944364,-0.17837750,0.03907304,0.00252194,-1.72973126,2.99213324,8.95481511,0.10897779,0.01190473,0.00014306
80,0.177,0.51728264,0.26758161,0.07160022,0.18136376,-0.18068065,0.03917698,0.00245364,-1.72026290,2.95945932,8.76023546,0.10953785,0.01202519,0.00014587
80,0.178,0.51787343,0.26819318,0.07192789,0.18239759,-0.18198569,0.03907800,0.00237173,-1.71080071,2.92698777,8.56900052,0.11009872,0.01214698,0.00014876
80,0.179,0.51847101,0.26881248,0.07226046,0.18384357,-0.18359759,0.03916954,0.00231723,-1.70140894,2.89493353,8.38227635,0.11061696,0.01225970,0.00015144
100,0.13,0.50179753,0.25180080,0.06340367,0.96188099,-0.04033437,0.92597540,0.86024080,-2.28510340,5.22296762,27.30590202,0.02126376,0.00076446,0.00000117
100,0.131,0.50188544,0.25188903,0.06344812,0.95957548,-0.04665406,0.92162377,0.85247412,-2.27532049,5.17844215,26.84437899,0.02213685,0.00082432,0.00000136
100,0.132,0.50197658,0.25198052,0.06349422,0.95706038,-0.05129852,0.91688994,0.84407074,-2.26538023,5.13340150,26.38162816,0.02307994,0.00089012,0.00000159
100,0.133,0.50207289,0.25207722,0.06354296,0.95413232,-0.05277666,0.91139311,0.83436004,-2.25517794,5.08737995,25.91298509,0.02414880,0.00096504,0.00000186
100,0.134,0.50217361,0.25217837,0.06359396,0.95070618,-0.04651577,0.90497488,0.82306685,-2.24452653,5.03955534,25.43046519,0.02543340,0.00105437,0.00000220
100,0.135,0.50227953,0.25228476,0.06364764,0.94702966,-0.04537516,0.89812575,0.81114252,-2.23389969,4.99207317,24.95601085,0.02669766,0.00114748,0.00000258
100,0.136,0.50239133,0.25239708,0.06370433,0.94292263,-0.04301158,0.89050322,0.79796570,-2.22305919,4.94387000,24.47895471,0.02806185,0.00125027,0.00000304
100,0.137,0.50250891,0.25251525,0.06376399,0.93862292,-0.05017550,0.88257629,0.78443447,-2.21246309,4.89698501,24.01944034,0.02929549,0.00134971,0.00000355
100,0.138,0.50263268,0.25263965,0.06382683,0.93355565,-0.05392496,0.87328556,0.76873696,-2.20149692,4.84870400,23.55090685,0.03070576,0.00146448,0.00000416
100,0.139,0.50276392,0.25277160,0.06389352,0.92734858,-0.05329128,0.86205392,0.75010338,-2.19008583,4.79871010,23.07045563,0.03233260,0.00159729,0.00000491
