cluster_size,total_clusters_of_this_size,n_s
132,22066467,2.2066467000e-06
133,21779741,2.1779741000e-06
134,21505184,2.1505184000e-06
135,21234812,2.1234812000e-06
136,20961619,2.0961619000e-06
137,20708692,2.0708692000e-06
138,20459627,2.0459627000e-06
139,20186704,2.0186704000e-06
140,19954099,1.9954099000e-06
141,19708078,1.9708078000e-06
142,19481829,1.9481829000e-06
143,19241382,1.9241382000e-06
144,19017655,1.9017655000e-06
145,18788980,1.8788980000e-06
146,18573166,1.8573166000e-06
147,18357297,1.8357297000e-06
148,18143662,1.8143662000e-06
149,17944228,1.7944228000e-06
150,17728593,1.7728593000e-06
151,17527371,1.7527371000e-06
152,17334949,1.7334949000e-06
153,17140976,1.7140976000e-06
154,16952156,1.6952156000e-06
155,16759818,1.6759818000e-06
156,16582786,1.6582786000e-06
157,16405882,1.6405882000e-06
158,16223098,1.6223098000e-06
159,16047672,1.6047672000e-06
160,15873203,1.5873203000e-06
161,15708356,1.5708356000e-06
162,15549443,1.5549443000e-06
163,15384037,1.5384037000e-06
164,15218534,1.5218534000e-06
165,15067701,1.5067701000e-06
166,14906776,1.4906776000e-06
167,14757865,1.4757865000e-06
168,14603404,1.4603404000e-06
169,14455386,1.4455386000e-06
170,14304736,1.4304736000e-06
171,14171656,1.4171656000e-06
172,14022537,1.4022537000e-06
173,13887574,1.3887574000e-06
174,13749591,1.3749591000e-06
175,13620307,1.3620307000e-06
176,13491188,1.3491188000e-06
177,13360910,1.3360910000e-06
178,13232058,1.3232058000e-06
179,13099258,1.3099258000e-06
180,12967585,1.2967585000e-06
181,12855196,1.2855196000e-06
182,12729313,1.2729313000e-06
183,12614149,1.2614149000e-06
184,12494712,1.2494712000e-06
185,12376709,1.2376709000e-06
186,12264538,1.2264538000e-06
187,12150826,1.2150826000e-06
188,12041939,1.2041939000e-06
189,11932224,1.1932224000e-06
190,11821412,1.1821412000e-06
191,11722003,1.1722003000e-06
192,11619971,1.1619971000e-06
193,11509896,1.1509896000e-06
194,11410462,1.1410462000e-06
195,11312825,1.1312825000e-06
196,11207257,1.1207257000e-06
197,11115235,1.1115235000e-06
198,11019977,1.1019977000e-06
199,10924347,1.0924347000e-06
200,10832113,1.0832113000e-06
201,10743683,1.0743683000e-06
202,10647414,1.0647414000e-06
203,10557972,1.0557972000e-06
204,10466641,1.0466641000e-06
205,10375849,1.0375849000e-06
206,10290695,1.0290695000e-06
207,10212371,1.0212371000e-06
208,10122704,1.0122704000e-06
209,10036707,1.0036707000e-06
210,9960640,9.9606400000e-07
211,9872169,9.8721690000e-07
212,9797051,9.7970510000e-07
213,9718081,9.7180810000e-07
214,9642883,9.6428830000e-07
215,9558541,9.5585410000e-07
216,9489035,9.4890350000e-07
217,9416685,9.4166850000e-07
218,9338452,9.3384520000e-07
219,9270086,9.2700860000e-07
220,9193584,9.1935840000e-07
221,9118139,9.1181390000e-07
222,9054650,9.0546500000e-07
223,8978146,8.9781460000e-07
224,8913187,8.9131870000e-07
225,8848880,8.8488800000e-07
226,8777815,8.7778150000e-07
227,8710103,8.7101030000e-07
228,8646417,8.6464170000e-07
229,8578315,8.5783150000e-07
230,8519345,8.5193450000e-07
231,8454106,8.4541060000e-07
232,8394335,8.3943350000e-07
233,8329903,8.3299030000e-07
234,8273299,8.2732990000e-07
235,8213148,8.2131480000e-07
236,8149482,8.1494820000e-07
237,8090291,8.0902910000e-07
238,8034016,8.0340160000e-07
239,7975078,7.9750780000e-07
240,7910437,7.9104370000e-07
241,7858982,7.8589820000e-07
242,7804873,7.8048730000e-07
243,7747216,7.7472160000e-07
244,7698314,7.6983140000e-07
245,7638862,7.6388620000e-07
246,7589212,7.5892120000e-07
247,7533881,7.5338810000e-07
248,7483261,7.4832610000e-07
249,7435563,7.4355630000e-07
250,7386818,7.3868180000e-07
251,7330014,7.3300140000e-07
252,7280255,7.2802550000e-07
253,7230051,7.2300510000e-07
254,7179788,7.1797880000e-07
255,7132213,7.1322130000e-07
256,7089027,7.0890270000e-07
257,7034432,7.0344320000e-07
258,6987122,6.9871220000e-07
259,6945998,6.9459980000e-07
260,6898545,6.8985450000e-07
261,6856736,6.8567360000e-07
262,6809032,6.8090320000e-07
263,6763608,6.7636080000e-07
264,6718845,6.7188450000e-07
265,6675568,6.6755680000e-07
266,6634186,6.6341860000e-07
267,6589201,6.5892010000e-07
268,6549541,6.5495410000e-07
269,6506607,6.5066070000e-07
270,6466881,6.4668810000e-07
271,6426755,6.4267550000e-07
272,6384016,6.3840160000e-07
273,6345741,6.3457410000e-07
274,6306428,6.3064280000e-07
275,6265191,6.2651910000e-07
276,6230753,6.2307530000e-07
277,6188389,6.1883890000e-07
278,6150587,6.1505870000e-07
279,6109159,6.1091590000e-07
280,6073754,6.0737540000e-07
281,6036736,6.0367360000e-07
282,6002996,6.0029960000e-07
283,5967855,5.9678550000e-07
284,5930448,5.9304480000e-07
285,5896283,5.8962830000e-07
286,5857855,5.8578550000e-07
287,5826053,5.8260530000e-07
288,5789569,5.7895690000e-07
289,5756610,5.7566100000e-07
290,5721326,5.7213260000e-07
291,5684515,5.6845150000e-07
292,5653680,5.6536800000e-07
293,5617597,5.6175970000e-07
294,5584326,5.5843260000e-07
295,5550970,5.5509700000e-07
296,5522680,5.5226800000e-07
297,5492098,5.4920980000e-07
298,5462175,5.4621750000e-07
299,5424679,5.4246790000e-07
300,5397726,5.3977260000e-07
301,5364688,5.3646880000e-07
302,5333196,5.3331960000e-07
303,5303432,5.3034320000e-07
304,5276727,5.2767270000e-07
305,5245947,5.2459470000e-07
306,5214986,5.2149860000e-07
307,5188339,5.1883390000e-07
308,5157361,5.1573610000e-07
309,5134100,5.1341000000e-07
310,5100314,5.1003140000e-07
311,5071863,5.0718630000e-07
312,5044937,5.0449370000e-07
313,5018171,5.0181710000e-07
314,4991712,4.9917120000e-07
315,4963577,4.9635770000e-07
316,4933903,4.9339030000e-07
317,4910935,4.9109350000e-07
318,4884602,4.8846020000e-07
319,4853296,4.8532960000e-07
320,4834901,4.8349010000e-07
321,4800855,4.8008550000e-07
322,4780570,4.7805700000e-07
323,4756614,4.7566140000e-07
324,4728059,4.7280590000e-07
325,4704976,4.7049760000e-07
326,4679216,4.6792160000e-07
327,4649436,4.6494360000e-07
328,4634021,4.6340210000e-07
329,4607382,4.6073820000e-07
330,4582461,4.5824610000e-07
331,4559621,4.5596210000e-07
332,4535001,4.5350010000e-07
333,4508487,4.5084870000e-07
334,4491618,4.4916180000e-07
335,4463865,4.4638650000e-07
336,4445504,4.4455040000e-07
337,4423636,4.4236360000e-07
338,4398556,4.3985560000e-07
339,4380109,4.3801090000e-07
340,4353023,4.3530230000e-07
341,4332826,4.3328260000e-07
342,4311320,4.3113200000e-07
343,4289985,4.2899850000e-07
344,4263780,4.2637800000e-07
345,4248495,4.2484950000e-07
346,4223870,4.2238700000e-07
347,4200579,4.2005790000e-07
348,4181043,4.1810430000e-07
349,4159628,4.1596280000e-07
350,4142487,4.1424870000e-07
351,4121291,4.1212910000e-07
352,4102179,4.1021790000e-07
353,4085465,4.0854650000e-07
354,4062131,4.0621310000e-07
355,4043728,4.0437280000e-07
356,4021987,4.0219870000e-07
357,4003629,4.0036290000e-07
358,3985999,3.9859990000e-07
359,3965278,3.9652780000e-07
360,3945326,3.9453260000e-07
361,3929139,3.9291390000e-07
362,3910189,3.9101890000e-07
363,3891692,3.8916920000e-07
364,3873196,3.8731960000e-07
365,3852042,3.8520420000e-07
366,3836036,3.8360360000e-07
367,3820531,3.8205310000e-07
368,3798232,3.7982320000e-07
369,3782911,3.7829110000e-07
370,3767690,3.7676900000e-07
371,3749255,3.7492550000e-07
372,3731278,3.7312780000e-07
373,3713869,3.7138690000e-07
374,3698517,3.6985170000e-07
375,3679909,3.6799090000e-07
376,3666528,3.6665280000e-07
377,3647619,3.6476190000e-07
378,3630844,3.6308440000e-07
379,3612782,3.6127820000e-07
380,3599705,3.5997050000e-07
381,3581305,3.5813050000e-07
382,3565326,3.5653260000e-07
383,3548982,3.5489820000e-07
384,3536849,3.5368490000e-07
385,3517871,3.5178710000e-07
386,3502220,3.5022200000e-07
387,3488613,3.4886130000e-07
388,3465897,3.4658970000e-07
389,3456515,3.4565150000e-07
390,3438297,3.4382970000e-07
391,3425110,3.4251100000e-07
392,3413692,3.4136920000e-07
393,3396671,3.3966710000e-07
394,3379145,3.3791450000e-07
395,3366297,3.3662970000e-07
396,3351653,3.3516530000e-07
397,3335868,3.3358680000e-07
398,3322505,3.3225050000e-07
399,3309488,3.3094880000e-07
400,3297005,3.2970050000e-07
401,3280258,3.2802580000e-07
402,3264838,3.2648380000e-07
403,3255916,3.2559160000e-07
404,3239801,3.2398010000e-07
405,3225164,3.2251640000e-07
406,3210482,3.2104820000e-07
407,3194983,3.1949830000e-07
408,3183363,3.1833630000e-07
409,3170732,3.1707320000e-07
410,3159531,3.1595310000e-07
411,3144281,3.1442810000e-07
412,3131332,3.1313320000e-07
413,3119772,3.1197720000e-07
414,3106277,3.1062770000e-07
415,3091182,3.0911820000e-07
416,3079972,3.0799720000e-07
417,3068333,3.0683330000e-07
418,3056248,3.0562480000e-07
419,3040871,3.0408710000e-07
420,3032866,3.0328660000e-07
421,3018793,3.0187930000e-07
422,3011541,3.0115410000e-07
423,2994357,2.9943570000e-07
424,2980920,2.9809200000e-07
425,2973728,2.9737280000e-07
426,2956879,2.9568790000e-07
427,2949986,2.9499860000e-07
428,2932632,2.9326320000e-07
429,2919838,2.9198380000e-07
430,2910578,2.9105780000e-07
431,2899196,2.8991960000e-07
432,2886486,2.8864860000e-07
433,2875635,2.8756350000e-07
434,2865094,2.8650940000e-07
435,2854514,2.8545140000e-07
436,2841818,2.8418180000e-07
437,2829862,2.8298620000e-07
438,2820287,2.8202870000e-07
439,2810373,2.8103730000e-07
440,2798128,2.7981280000e-07
441,2786764,2.7867640000e-07
442,2777961,2.7779610000e-07
443,2767310,2.7673100000e-07
444,2753575,2.7535750000e-07
445,2744202,2.7442020000e-07
446,2733850,2.7338500000e-07
447,2725739,2.7257390000e-07
448,2714365,2.7143650000e-07
449,2705240,2.7052400000e-07
450,2692365,2.6923650000e-07
451,2684442,2.6844420000e-07
452,2673305,2.6733050000e-07
453,2661310,2.6613100000e-07
454,2651534,2.6515340000e-07
455,2643869,2.6438690000e-07
456,2628943,2.6289430000e-07
457,2621463,2.6214630000e-07
458,2611265,2.6112650000e-07
459,2602840,2.6028400000e-07
460,2592659,2.5926590000e-07
461,2587339,2.5873390000e-07
462,2573128,2.5731280000e-07
463,2566475,2.5664750000e-07
464,2555607,2.5556070000e-07
465,2545805,2.5458050000e-07
466,2536245,2.5362450000e-07
467,2528132,2.5281320000e-07
468,2518808,2.5188080000e-07
469,2508258,2.5082580000e-07
470,2500716,2.5007160000e-07
471,2493204,2.4932040000e-07
472,2481009,2.4810090000e-07
473,2471369,2.4713690000e-07
474,2463926,2.4639260000e-07
475,2455310,2.4553100000e-07
476,2444750,2.4447500000e-07
477,2434314,2.4343140000e-07
478,2430015,2.4300150000e-07
479,2419028,2.4190280000e-07
480,2410503,2.4105030000e-07
481,2402594,2.4025940000e-07
482,2394997,2.3949970000e-07
483,2387180,2.3871800000e-07
484,2375466,2.3754660000e-07
485,2369749,2.3697490000e-07
486,2361970,2.3619700000e-07
487,2353441,2.3534410000e-07
488,2342488,2.3424880000e-07
489,2337045,2.3370450000e-07
490,2327147,2.3271470000e-07
491,2319999,2.3199990000e-07
492,2313218,2.3132180000e-07
493,2300501,2.3005010000e-07
494,2295843,2.2958430000e-07
495,2289708,2.2897080000e-07
496,2277244,2.2772440000e-07
497,2270789,2.2707890000e-07
498,2264565,2.2645650000e-07
499,2257025,2.2570250000e-07
500,2248725,2.2487250000e-07
501,2237333,2.2373330000e-07
502,2233492,2.2334920000e-07
503,2226289,2.2262890000e-07
504,2218408,2.2184080000e-07
505,2209940,2.2099400000e-07
506,2205181,2.2051810000e-07
507,2196477,2.1964770000e-07
508,2185894,2.1858940000e-07
509,2179437,2.1794370000e-07
510,2175665,2.1756650000e-07
511,2167643,2.1676430000e-07
512,2155759,2.1557590000e-07
513,2151773,2.1517730000e-07
514,2146137,2.1461370000e-07
515,2137196,2.1371960000e-07
516,2130821,2.1308210000e-07
517,2127978,2.1279780000e-07
518,2117213,2.1172130000e-07
519,2108168,2.1081680000e-07
520,2102674,2.1026740000e-07
521,2097543,2.0975430000e-07
522,2088188,2.0881880000e-07
523,2079420,2.0794200000e-07
524,2073413,2.0734130000e-07
525,2067792,2.0677920000e-07
526,2062224,2.0622240000e-07
527,2053117,2.0531170000e-07
528,2049217,2.0492170000e-07
529,2040195,2.0401950000e-07
530,2035739,2.0357390000e-07
531,2026941,2.0269410000e-07
532,2024345,2.0243450000e-07
533,2014416,2.0144160000e-07
534,2007081,2.0070810000e-07
535,2002542,2.0025420000e-07
536,1997664,1.9976640000e-07
537,1992830,1.9928300000e-07
538,1983829,1.9838290000e-07
539,1977040,1.9770400000e-07
540,1972330,1.9723300000e-07
541,1965234,1.9652340000e-07
542,1956881,1.9568810000e-07
543,1952692,1.9526920000e-07
544,1947137,1.9471370000e-07
545,1940022,1.9400220000e-07
546,1933877,1.9338770000e-07
547,1927971,1.9279710000e-07
548,1920539,1.9205390000e-07
549,1915465,1.9154650000e-07
550,1907530,1.9075300000e-07
551,1902380,1.9023800000e-07
552,1901216,1.9012160000e-07
553,1894372,1.8943720000e-07
554,1885462,1.8854620000e-07
555,1880170,1.8801700000e-07
556,1874762,1.8747620000e-07
557,1871428,1.8714280000e-07
558,1864870,1.8648700000e-07
559,1857702,1.8577020000e-07
560,1852132,1.8521320000e-07
561,1846489,1.8464890000e-07
562,1838700,1.8387000000e-07
563,1834834,1.8348340000e-07
564,1830098,1.8300980000e-07
565,1823694,1.8236940000e-07
566,1817709,1.8177090000e-07
567,1814582,1.8145820000e-07
568,1808546,1.8085460000e-07
569,1800033,1.8000330000e-07
570,1797152,1.7971520000e-07
571,1791743,1.7917430000e-07
572,1788000,1.7880000000e-07
573,1781076,1.7810760000e-07
574,1774845,1.7748450000e-07
575,1772176,1.7721760000e-07
576,1763714,1.7637140000e-07
577,1761855,1.7618550000e-07
578,1753923,1.7539230000e-07
579,1747935,1.7479350000e-07
580,1743080,1.7430800000e-07
581,1740215,1.7402150000e-07
582,1735044,1.7350440000e-07
583,1728682,1.7286820000e-07
584,1724908,1.7249080000e-07
585,1717135,1.7171350000e-07
586,1713144,1.7131440000e-07
587,1708684,1.7086840000e-07
588,1706992,1.7069920000e-07
589,1697377,1.6973770000e-07
590,1696813,1.6968130000e-07
591,1691438,1.6914380000e-07
592,1685899,1.6858990000e-07
593,1681218,1.6812180000e-07
594,1673908,1.6739080000e-07
595,1670666,1.6706660000e-07
596,1665368,1.6653680000e-07
597,1661443,1.6614430000e-07
598,1656574,1.6565740000e-07
599,1651601,1.6516010000e-07
600,1646665,1.6466650000e-07
601,1639503,1.6395030000e-07
602,1636869,1.6368690000e-07
603,1631805,1.6318050000e-07
604,1628249,1.6282490000e-07
605,1624547,1.6245470000e-07
606,1619014,1.6190140000e-07
607,1613353,1.6133530000e-07
608,1609416,1.6094160000e-07
609,1605397,1.6053970000e-07
610,1601982,1.6019820000e-07
611,1596749,1.5967490000e-07
612,1591301,1.5913010000e-07
613,1585739,1.5857390000e-07
614,1584721,1.5847210000e-07
615,1578421,1.5784210000e-07
616,1575072,1.5750720000e-07
617,1570883,1.5708830000e-07
618,1563887,1.5638870000e-07
619,1559797,1.5597970000e-07
620,1556115,1.5561150000e-07
621,1551819,1.5518190000e-07
622,1548293,1.5482930000e-07
623,1544243,1.5442430000e-07
624,1539395,1.5393950000e-07
625,1536429,1.5364290000e-07
626,1532308,1.5323080000e-07
627,1528615,1.5286150000e-07
628,1521932,1.5219320000e-07
629,1518782,1.5187820000e-07
630,1513005,1.5130050000e-07
631,1511063,1.5110630000e-07
632,1505826,1.5058260000e-07
633,1501431,1.5014310000e-07
634,1499630,1.4996300000e-07
635,1494585,1.4945850000e-07
636,1488617,1.4886170000e-07
637,1484264,1.4842640000e-07
638,1479953,1.4799530000e-07
639,1479278,1.4792780000e-07
640,1473671,1.4736710000e-07
641,1471340,1.4713400000e-07
642,1464479,1.4644790000e-07
643,1461390,1.4613900000e-07
644,1457559,1.4575590000e-07
645,1454680,1.4546800000e-07
646,1449660,1.4496600000e-07
647,1447626,1.4476260000e-07
648,1444900,1.4449000000e-07
649,1436426,1.4364260000e-07
650,1436606,1.4366060000e-07
651,1432458,1.4324580000e-07
652,1429491,1.4294910000e-07
653,1424664,1.4246640000e-07
654,1422635,1.4226350000e-07
655,1418119,1.4181190000e-07
656,1413512,1.4135120000e-07
657,1411981,1.4119810000e-07
658,1406474,1.4064740000e-07
659,1402297,1.4022970000e-07
660,1396916,1.3969160000e-07
661,1394162,1.3941620000e-07
662,1392828,1.3928280000e-07
663,1386221,1.3862210000e-07
664,1383789,1.3837890000e-07
665,1382627,1.3826270000e-07
666,1379299,1.3792990000e-07
667,1375656,1.3756560000e-07
668,1369301,1.3693010000e-07
669,1366936,1.3669360000e-07
670,1364281,1.3642810000e-07
671,1356485,1.3564850000e-07
672,1355796,1.3557960000e-07
673,1353008,1.3530080000e-07
674,1349295,1.3492950000e-07
675,1345304,1.3453040000e-07
676,1341429,1.3414290000e-07
677,1338881,1.3388810000e-07
678,1336998,1.3369980000e-07
679,1336297,1.3362970000e-07
680,1328265,1.3282650000e-07
681,1323217,1.3232170000e-07
682,1324114,1.3241140000e-07
683,1321601,1.3216010000e-07
684,1316862,1.3168620000e-07
685,1313662,1.3136620000e-07
686,1310329,1.3103290000e-07
687,1306110,1.3061100000e-07
688,1302721,1.3027210000e-07
689,1298953,1.2989530000e-07
690,1297465,1.2974650000e-07
691,1293924,1.2939240000e-07
692,1290828,1.2908280000e-07
693,1287902,1.2879020000e-07
694,1283669,1.2836690000e-07
695,1280890,1.2808900000e-07
696,1277504,1.2775040000e-07
697,1275991,1.2759910000e-07
698,1271571,1.2715710000e-07
699,1268275,1.2682750000e-07
700,1264957,1.2649570000e-07
701,1261244,1.2612440000e-07
702,1259064,1.2590640000e-07
703,1256900,1.2569000000e-07
704,1252581,1.2525810000e-07
705,1249931,1.2499310000e-07
706,1247990,1.2479900000e-07
707,1244478,1.2444780000e-07
708,1238843,1.2388430000e-07
709,1236799,1.2367990000e-07
710,1235539,1.2355390000e-07
711,1230810,1.2308100000e-07
712,1228192,1.2281920000e-07
713,1226159,1.2261590000e-07
714,1223397,1.2233970000e-07
715,1221834,1.2218340000e-07
716,1218805,1.2188050000e-07
717,1213727,1.2137270000e-07
718,1212358,1.2123580000e-07
719,1210179,1.2101790000e-07
720,1205481,1.2054810000e-07
721,1202999,1.2029990000e-07
722,1200286,1.2002860000e-07
723,1196312,1.1963120000e-07
724,1194713,1.1947130000e-07
725,1192224,1.1922240000e-07
726,1188760,1.1887600000e-07
727,1187329,1.1873290000e-07
728,1182264,1.1822640000e-07
729,1180779,1.1807790000e-07
730,1177583,1.1775830000e-07
731,1174398,1.1743980000e-07
732,1172686,1.1726860000e-07
733,1168847,1.1688470000e-07
734,1166045,1.1660450000e-07
735,1164710,1.1647100000e-07
736,1162033,1.1620330000e-07
737,1160189,1.1601890000e-07
738,1156639,1.1566390000e-07
739,1151953,1.1519530000e-07
740,1150122,1.1501220000e-07
741,1148630,1.1486300000e-07
742,1146490,1.1464900000e-07
743,1141241,1.1412410000e-07
744,1139567,1.1395670000e-07
745,1138196,1.1381960000e-07
746,1134377,1.1343770000e-07
747,1132313,1.1323130000e-07
748,1128181,1.1281810000e-07
749,1128066,1.1280660000e-07
750,1123992,1.1239920000e-07
751,1122780,1.1227800000e-07
752,1120827,1.1208270000e-07
753,1117599,1.1175990000e-07
754,1113570,1.1135700000e-07
755,1112012,1.1120120000e-07
756,1110632,1.1106320000e-07
757,1107066,1.1070660000e-07
758,1103861,1.1038610000e-07
759,1101416,1.1014160000e-07
760,1100169,1.1001690000e-07
761,1096013,1.0960130000e-07
762,1094296,1.0942960000e-07
763,1091506,1.0915060000e-07
764,1090402,1.0904020000e-07
765,1087281,1.0872810000e-07
766,1085004,1.0850040000e-07
767,1082006,1.0820060000e-07
768,1078496,1.0784960000e-07
769,1078795,1.0787950000e-07
770,1076165,1.0761650000e-07
771,1072235,1.0722350000e-07
772,1068480,1.0684800000e-07
773,1068692,1.0686920000e-07
774,1066677,1.0666770000e-07
775,1062993,1.0629930000e-07
776,1061262,1.0612620000e-07
777,1056580,1.0565800000e-07
778,1056550,1.0565500000e-07
779,1054468,1.0544680000e-07
780,1051520,1.0515200000e-07
781,1052386,1.0523860000e-07
782,1046126,1.0461260000e-07
783,1044124,1.0441240000e-07
784,1043447,1.0434470000e-07
785,1041653,1.0416530000e-07
786,1037362,1.0373620000e-07
787,1036930,1.0369300000e-07
788,1035468,1.0354680000e-07
789,1031279,1.0312790000e-07
790,1028676,1.0286760000e-07
791,1027015,1.0270150000e-07
792,1024400,1.0244000000e-07
793,1021806,1.0218060000e-07
794,1020844,1.0208440000e-07
795,1021073,1.0210730000e-07
796,1014599,1.0145990000e-07
797,1013587,1.0135870000e-07
798,1010499,1.0104990000e-07
799,1011929,1.0119290000e-07
800,1006462,1.0064620000e-07
801,1006093,1.0060930000e-07
802,1002699,1.0026990000e-07
803,1000756,1.0007560000e-07
804,999198,9.9919800000e-08
805,998779,9.9877900000e-08
806,994606,9.9460600000e-08
807,992154,9.9215400000e-08
808,990064,9.9006400000e-08
809,988097,9.8809700000e-08
810,988285,9.8828500000e-08
811,983256,9.8325600000e-08
812,984251,9.8425100000e-08
813,979684,9.7968400000e-08
814,978942,9.7894200000e-08
815,975159,9.7515900000e-08
816,972545,9.7254500000e-08
817,970781,9.7078100000e-08
818,969733,9.6973300000e-08
819,968611,9.6861100000e-08
820,967895,9.6789500000e-08
821,963952,9.6395200000e-08
822,963584,9.6358400000e-08
823,957621,9.5762100000e-08
824,956993,9.5699300000e-08
825,954111,9.5411100000e-08
826,954940,9.5494000000e-08
827,951753,9.5175300000e-08
828,950071,9.5007100000e-08
829,946579,9.4657900000e-08
830,946255,9.4625500000e-08
831,944917,9.4491700000e-08
832,942376,9.4237600000e-08
833,939061,9.3906100000e-08
834,938113,9.3811300000e-08
835,934457,9.3445700000e-08
836,935661,9.3566100000e-08
837,933636,9.3363600000e-08
838,928661,9.2866100000e-08
839,928486,9.2848600000e-08
840,928017,9.2801700000e-08
841,926615,9.2661500000e-08
842,924328,9.2432800000e-08
843,923381,9.2338100000e-08
844,920251,9.2025100000e-08
845,917604,9.1760400000e-08
846,915861,9.1586100000e-08
847,914391,9.1439100000e-08
848,911992,9.1199200000e-08
849,910352,9.1035200000e-08
850,908690,9.0869000000e-08
851,907831,9.0783100000e-08
852,903955,9.0395500000e-08
853,902982,9.0298200000e-08
854,902731,9.0273100000e-08
855,900198,9.0019800000e-08
856,897117,8.9711700000e-08
857,896384,8.9638400000e-08
858,894958,8.9495800000e-08
859,889527,8.8952700000e-08
860,891168,8.9116800000e-08
861,889269,8.8926900000e-08
862,886739,8.8673900000e-08
863,885174,8.8517400000e-08
864,884728,8.8472800000e-08
865,880539,8.8053900000e-08
866,880111,8.8011100000e-08
867,878199,8.7819900000e-08
868,876404,8.7640400000e-08
869,874332,8.7433200000e-08
870,874029,8.7402900000e-08
871,870179,8.7017900000e-08
872,871228,8.7122800000e-08
873,870293,8.7029300000e-08
874,869131,8.6913100000e-08
875,866104,8.6610400000e-08
876,863590,8.6359000000e-08
