cluster_size,total_clusters_of_this_size,n_s
203,3647764,3.6477640000e-07
204,3557417,3.5574170000e-07
205,3469538,3.4695380000e-07
206,3384597,3.3845970000e-07
207,3299215,3.2992150000e-07
208,3219333,3.2193330000e-07
209,3140160,3.1401600000e-07
210,3061439,3.0614390000e-07
211,2983832,2.9838320000e-07
212,2912819,2.9128190000e-07
213,2841130,2.8411300000e-07
214,2769786,2.7697860000e-07
215,2702803,2.7028030000e-07
216,2633096,2.6330960000e-07
217,2571835,2.5718350000e-07
218,2508834,2.5088340000e-07
219,2445691,2.4456910000e-07
220,2386779,2.3867790000e-07
221,2326902,2.3269020000e-07
222,2272792,2.2727920000e-07
223,2214074,2.2140740000e-07
224,2159826,2.1598260000e-07
225,2111716,2.1117160000e-07
226,2059698,2.0596980000e-07
227,2010993,2.0109930000e-07
228,1959269,1.9592690000e-07
229,1910446,1.9104460000e-07
230,1862696,1.8626960000e-07
231,1822097,1.8220970000e-07
232,1774567,1.7745670000e-07
233,1734572,1.7345720000e-07
234,1690586,1.6905860000e-07
235,1648683,1.6486830000e-07
236,1609129,1.6091290000e-07
237,1571109,1.5711090000e-07
238,1531724,1.5317240000e-07
239,1497429,1.4974290000e-07
240,1461167,1.4611670000e-07
241,1425301,1.4253010000e-07
242,1392421,1.3924210000e-07
243,1358556,1.3585560000e-07
244,1324366,1.3243660000e-07
245,1293941,1.2939410000e-07
246,1263239,1.2632390000e-07
247,1231385,1.2313850000e-07
248,1202372,1.2023720000e-07
249,1173629,1.1736290000e-07
250,1145304,1.1453040000e-07
251,1119169,1.1191690000e-07
252,1089752,1.0897520000e-07
253,1064614,1.0646140000e-07
254,1041076,1.0410760000e-07
255,1015363,1.0153630000e-07
256,992026,9.9202600000e-08
257,968697,9.6869700000e-08
258,945223,9.4522300000e-08
259,922392,9.2239200000e-08
260,901205,9.0120500000e-08
261,880766,8.8076600000e-08
262,859658,8.5965800000e-08
263,836980,8.3698000000e-08
264,818707,8.1870700000e-08
265,797675,7.9767500000e-08
266,781722,7.8172200000e-08
267,762985,7.6298500000e-08
268,744457,7.4445700000e-08
269,728261,7.2826100000e-08
270,709843,7.0984300000e-08
271,693005,6.9300500000e-08
272,677051,6.7705100000e-08
273,661934,6.6193400000e-08
274,646889,6.4688900000e-08
275,630500,6.3050000000e-08
276,615691,6.1569100000e-08
277,601660,6.0166000000e-08
278,585629,5.8562900000e-08
279,573586,5.7358600000e-08
280,557947,5.5794700000e-08
281,546649,5.4664900000e-08
282,533866,5.3386600000e-08
283,521264,5.2126400000e-08
284,509501,5.0950100000e-08
285,497304,4.9730400000e-08
286,485228,4.8522800000e-08
287,474502,4.7450200000e-08
288,462466,4.6246600000e-08
289,453957,4.5395700000e-08
290,442610,4.4261000000e-08
291,431848,4.3184800000e-08
292,421634,4.2163400000e-08
293,411151,4.1115100000e-08
294,401977,4.0197700000e-08
295,393125,3.9312500000e-08
296,384131,3.8413100000e-08
297,375304,3.7530400000e-08
298,366003,3.6600300000e-08
299,357806,3.5780600000e-08
300,349325,3.4932500000e-08
301,342730,3.4273000000e-08
302,332417,3.3241700000e-08
303,326119,3.2611900000e-08
304,317826,3.1782600000e-08
305,311290,3.1129000000e-08
306,304213,3.0421300000e-08
307,296407,2.9640700000e-08
308,290048,2.9004800000e-08
309,282577,2.8257700000e-08
310,276526,2.7652600000e-08
311,269727,2.6972700000e-08
312,264129,2.6412900000e-08
313,258342,2.5834200000e-08
314,252736,2.5273600000e-08
315,247136,2.4713600000e-08
316,240798,2.4079800000e-08
317,235496,2.3549600000e-08
318,229843,2.2984300000e-08
319,224428,2.2442800000e-08
320,219450,2.1945000000e-08
321,214660,2.1466000000e-08
322,209914,2.0991400000e-08
323,205350,2.0535000000e-08
324,199501,1.9950100000e-08
325,195184,1.9518400000e-08
326,190217,1.9021700000e-08
327,186956,1.8695600000e-08
328,181420,1.8142000000e-08
329,178324,1.7832400000e-08
330,174421,1.7442100000e-08
331,169913,1.6991300000e-08
332,166669,1.6666900000e-08
333,161807,1.6180700000e-08
334,159246,1.5924600000e-08
335,155395,1.5539500000e-08
336,151429,1.5142900000e-08
337,147921,1.4792100000e-08
338,145136,1.4513600000e-08
339,141794,1.4179400000e-08
340,138640,1.3864000000e-08
341,135955,1.3595500000e-08
342,132576,1.3257600000e-08
343,128620,1.2862000000e-08
344,126350,1.2635000000e-08
345,123846,1.2384600000e-08
346,119995,1.1999500000e-08
347,117478,1.1747800000e-08
348,115174,1.1517400000e-08
349,112402,1.1240200000e-08
350,109755,1.0975500000e-08
351,107428,1.0742800000e-08
352,104948,1.0494800000e-08
353,102982,1.0298200000e-08
354,100320,1.0032000000e-08
355,98241,9.8241000000e-09
356,95117,9.5117000000e-09
357,93804,9.3804000000e-09
358,91795,9.1795000000e-09
359,89452,8.9452000000e-09
360,88175,8.8175000000e-09
361,85960,8.5960000000e-09
362,84140,8.4140000000e-09
363,82066,8.2066000000e-09
364,80317,8.0317000000e-09
365,78240,7.8240000000e-09
366,76271,7.6271000000e-09
367,75034,7.5034000000e-09
368,73223,7.3223000000e-09
369,71196,7.1196000000e-09
370,69819,6.9819000000e-09
371,68505,6.8505000000e-09
372,67127,6.7127000000e-09
373,65244,6.5244000000e-09
374,64000,6.4000000000e-09
375,62095,6.2095000000e-09
376,60910,6.0910000000e-09
377,59421,5.9421000000e-09
378,58593,5.8593000000e-09
379,56818,5.6818000000e-09
380,55668,5.5668000000e-09
381,54243,5.4243000000e-09
382,53094,5.3094000000e-09
383,51892,5.1892000000e-09
384,50995,5.0995000000e-09
385,49721,4.9721000000e-09
386,48391,4.8391000000e-09
387,47512,4.7512000000e-09
388,46664,4.6664000000e-09
389,45741,4.5741000000e-09
390,44642,4.4642000000e-09
391,43685,4.3685000000e-09
392,42201,4.2201000000e-09
393,41393,4.1393000000e-09
394,40784,4.0784000000e-09
395,39431,3.9431000000e-09
396,38368,3.8368000000e-09
397,37917,3.7917000000e-09
398,37204,3.7204000000e-09
399,36154,3.6154000000e-09
400,35849,3.5849000000e-09
401,34543,3.4543000000e-09
402,33555,3.3555000000e-09
403,33317,3.3317000000e-09
404,32071,3.2071000000e-09
405,31396,3.1396000000e-09
406,31109,3.1109000000e-09
407,29998,2.9998000000e-09
408,29625,2.9625000000e-09
409,28833,2.8833000000e-09
410,28371,2.8371000000e-09
411,27530,2.7530000000e-09
412,26882,2.6882000000e-09
413,26518,2.6518000000e-09
414,25822,2.5822000000e-09
415,25023,2.5023000000e-09
416,24618,2.4618000000e-09
417,24546,2.4546000000e-09
418,23537,2.3537000000e-09
419,23264,2.3264000000e-09
420,22533,2.2533000000e-09
421,22229,2.2229000000e-09
422,21411,2.1411000000e-09
423,21339,2.1339000000e-09
424,20728,2.0728000000e-09
425,20526,2.0526000000e-09
426,19625,1.9625000000e-09
427,19165,1.9165000000e-09
428,18804,1.8804000000e-09
429,18242,1.8242000000e-09
430,18085,1.8085000000e-09
431,17687,1.7687000000e-09
432,17376,1.7376000000e-09
433,17078,1.7078000000e-09
434,16563,1.6563000000e-09
435,16017,1.6017000000e-09
436,15697,1.5697000000e-09
437,15548,1.5548000000e-09
438,15174,1.5174000000e-09
439,14844,1.4844000000e-09
440,14646,1.4646000000e-09
441,14124,1.4124000000e-09
442,14012,1.4012000000e-09
443,13368,1.3368000000e-09
444,13360,1.3360000000e-09
445,12920,1.2920000000e-09
446,12733,1.2733000000e-09
447,12398,1.2398000000e-09
448,12211,1.2211000000e-09
449,11719,1.1719000000e-09
450,11795,1.1795000000e-09
451,11319,1.1319000000e-09
452,11078,1.1078000000e-09
453,10981,1.0981000000e-09
454,10585,1.0585000000e-09
455,10371,1.0371000000e-09
456,10270,1.0270000000e-09
457,10012,1.0012000000e-09
458,9837,9.8370000000e-10
459,9584,9.5840000000e-10
460,9244,9.2440000000e-10
461,8931,8.9310000000e-10
462,8874,8.8740000000e-10
463,8807,8.8070000000e-10
464,8441,8.4410000000e-10
465,8298,8.2980000000e-10
466,8182,8.1820000000e-10
467,7892,7.8920000000e-10
468,7940,7.9400000000e-10
469,7625,7.6250000000e-10
470,7539,7.5390000000e-10
471,7299,7.2990000000e-10
472,7374,7.3740000000e-10
473,6826,6.8260000000e-10
474,6695,6.6950000000e-10
475,6659,6.6590000000e-10
476,6431,6.4310000000e-10
477,6361,6.3610000000e-10
478,6455,6.4550000000e-10
479,6161,6.1610000000e-10
480,6032,6.0320000000e-10
481,5798,5.7980000000e-10
482,5746,5.7460000000e-10
483,5577,5.5770000000e-10
484,5603,5.6030000000e-10
485,5266,5.2660000000e-10
486,5293,5.2930000000e-10
487,5058,5.0580000000e-10
488,4977,4.9770000000e-10
489,4887,4.8870000000e-10
490,4842,4.8420000000e-10
491,4694,4.6940000000e-10
492,4573,4.5730000000e-10
493,4508,4.5080000000e-10
494,4499,4.4990000000e-10
495,4351,4.3510000000e-10
496,4011,4.0110000000e-10
497,3981,3.9810000000e-10
498,3966,3.9660000000e-10
499,3993,3.9930000000e-10
500,3894,3.8940000000e-10
501,3790,3.7900000000e-10
502,3578,3.5780000000e-10
503,3524,3.5240000000e-10
504,3579,3.5790000000e-10
505,3507,3.5070000000e-10
506,3430,3.4300000000e-10
507,3324,3.3240000000e-10
508,3214,3.2140000000e-10
509,3175,3.1750000000e-10
510,2978,2.9780000000e-10
511,3018,3.0180000000e-10
512,3054,3.0540000000e-10
513,2986,2.9860000000e-10
514,2875,2.8750000000e-10
515,2774,2.7740000000e-10
516,2731,2.7310000000e-10
517,2649,2.6490000000e-10
518,2639,2.6390000000e-10
519,2538,2.5380000000e-10
520,2466,2.4660000000e-10
521,2419,2.4190000000e-10
522,2362,2.3620000000e-10
523,2285,2.2850000000e-10
524,2275,2.2750000000e-10
525,2252,2.2520000000e-10
526,2095,2.0950000000e-10
527,2092,2.0920000000e-10
528,2116,2.1160000000e-10
529,2008,2.0080000000e-10
530,2022,2.0220000000e-10
531,1863,1.8630000000e-10
532,1909,1.9090000000e-10
533,1859,1.8590000000e-10
534,1800,1.8000000000e-10
535,1748,1.7480000000e-10
536,1770,1.7700000000e-10
537,1688,1.6880000000e-10
538,1686,1.6860000000e-10
539,1674,1.6740000000e-10
540,1682,1.6820000000e-10
541,1536,1.5360000000e-10
542,1531,1.5310000000e-10
543,1500,1.5000000000e-10
544,1473,1.4730000000e-10
545,1461,1.4610000000e-10
546,1414,1.4140000000e-10
547,1422,1.4220000000e-10
548,1390,1.3900000000e-10
549,1312,1.3120000000e-10
550,1278,1.2780000000e-10
551,1225,1.2250000000e-10
552,1204,1.2040000000e-10
553,1256,1.2560000000e-10
554,1177,1.1770000000e-10
555,1114,1.1140000000e-10
556,1120,1.1200000000e-10
557,1115,1.1150000000e-10
558,1084,1.0840000000e-10
559,1085,1.0850000000e-10
560,1001,1.0010000000e-10
561,1047,1.0470000000e-10
562,992,9.9200000000e-11
563,996,9.9600000000e-11
564,987,9.8700000000e-11
565,974,9.7400000000e-11
566,949,9.4900000000e-11
567,848,8.4800000000e-11
568,880,8.8000000000e-11
569,814,8.1400000000e-11
570,853,8.5300000000e-11
571,824,8.2400000000e-11
572,804,8.0400000000e-11
573,832,8.3200000000e-11
574,770,7.7000000000e-11
575,769,7.6900000000e-11
576,726,7.2600000000e-11
577,715,7.1500000000e-11
578,728,7.2800000000e-11
579,664,6.6400000000e-11
580,703,7.0300000000e-11
581,649,6.4900000000e-11
582,669,6.6900000000e-11
583,604,6.0400000000e-11
584,619,6.1900000000e-11
585,589,5.8900000000e-11
586,629,6.2900000000e-11
587,570,5.7000000000e-11
588,537,5.3700000000e-11
589,555,5.5500000000e-11
590,554,5.5400000000e-11
591,519,5.1900000000e-11
592,537,5.3700000000e-11
593,503,5.0300000000e-11
594,478,4.7800000000e-11
595,497,4.9700000000e-11
596,502,5.0200000000e-11
597,467,4.6700000000e-11
598,458,4.5800000000e-11
599,464,4.6400000000e-11
600,462,4.6200000000e-11
601,418,4.1800000000e-11
602,458,4.5800000000e-11
603,430,4.3000000000e-11
604,411,4.1100000000e-11
605,422,4.2200000000e-11
606,352,3.5200000000e-11
607,377,3.7700000000e-11
608,365,3.6500000000e-11
609,352,3.5200000000e-11
610,356,3.5600000000e-11
611,337,3.3700000000e-11
612,340,3.4000000000e-11
613,335,3.3500000000e-11
614,315,3.1500000000e-11
615,297,2.9700000000e-11
616,301,3.0100000000e-11
617,304,3.0400000000e-11
618,326,3.2600000000e-11
619,291,2.9100000000e-11
620,270,2.7000000000e-11
621,295,2.9500000000e-11
622,278,2.7800000000e-11
623,244,2.4400000000e-11
624,283,2.8300000000e-11
625,250,2.5000000000e-11
626,231,2.3100000000e-11
627,229,2.2900000000e-11
628,283,2.8300000000e-11
629,236,2.3600000000e-11
630,187,1.8700000000e-11
631,246,2.4600000000e-11
632,219,2.1900000000e-11
633,216,2.1600000000e-11
634,221,2.2100000000e-11
635,204,2.0400000000e-11
636,198,1.9800000000e-11
637,191,1.9100000000e-11
638,195,1.9500000000e-11
639,192,1.9200000000e-11
640,190,1.9000000000e-11
641,193,1.9300000000e-11
642,161,1.6100000000e-11
643,172,1.7200000000e-11
644,155,1.5500000000e-11
645,153,1.5300000000e-11
646,174,1.7400000000e-11
647,160,1.6000000000e-11
648,153,1.5300000000e-11
649,165,1.6500000000e-11
650,145,1.4500000000e-11
651,142,1.4200000000e-11
652,138,1.3800000000e-11
653,140,1.4000000000e-11
654,133,1.3300000000e-11
655,121,1.2100000000e-11
656,130,1.3000000000e-11
657,133,1.3300000000e-11
658,119,1.1900000000e-11
659,110,1.1000000000e-11
660,138,1.3800000000e-11
661,105,1.0500000000e-11
662,97,9.7000000000e-12
663,98,9.8000000000e-12
664,108,1.0800000000e-11
665,108,1.0800000000e-11
666,112,1.1200000000e-11
667,95,9.5000000000e-12
668,98,9.8000000000e-12
669,118,1.1800000000e-11
670,119,1.1900000000e-11
671,96,9.6000000000e-12
672,82,8.2000000000e-12
673,86,8.6000000000e-12
674,105,1.0500000000e-11
675,78,7.8000000000e-12
676,80,8.0000000000e-12
677,94,9.4000000000e-12
678,87,8.7000000000e-12
679,71,7.1000000000e-12
680,74,7.4000000000e-12
681,84,8.4000000000e-12
682,76,7.6000000000e-12
683,72,7.2000000000e-12
684,63,6.3000000000e-12
685,68,6.8000000000e-12
686,66,6.6000000000e-12
687,66,6.6000000000e-12
688,62,6.2000000000e-12
689,52,5.2000000000e-12
690,76,7.6000000000e-12
691,64,6.4000000000e-12
692,57,5.7000000000e-12
693,65,6.5000000000e-12
694,56,5.6000000000e-12
695,55,5.5000000000e-12
696,58,5.8000000000e-12
697,48,4.8000000000e-12
698,51,5.1000000000e-12
699,52,5.2000000000e-12
700,58,5.8000000000e-12
701,53,5.3000000000e-12
702,51,5.1000000000e-12
703,47,4.7000000000e-12
704,56,5.6000000000e-12
705,49,4.9000000000e-12
706,43,4.3000000000e-12
707,56,5.6000000000e-12
708,37,3.7000000000e-12
709,37,3.7000000000e-12
710,38,3.8000000000e-12
711,41,4.1000000000e-12
712,42,4.2000000000e-12
713,34,3.4000000000e-12
714,48,4.8000000000e-12
715,42,4.2000000000e-12
716,38,3.8000000000e-12
717,42,4.2000000000e-12
718,36,3.6000000000e-12
719,37,3.7000000000e-12
720,32,3.2000000000e-12
721,30,3.0000000000e-12
722,38,3.8000000000e-12
723,28,2.8000000000e-12
724,28,2.8000000000e-12
725,27,2.7000000000e-12
726,27,2.7000000000e-12
727,28,2.8000000000e-12
728,31,3.1000000000e-12
729,32,3.2000000000e-12
730,32,3.2000000000e-12
731,30,3.0000000000e-12
732,24,2.4000000000e-12
733,23,2.3000000000e-12
734,28,2.8000000000e-12
735,22,2.2000000000e-12
736,27,2.7000000000e-12
737,28,2.8000000000e-12
738,25,2.5000000000e-12
739,16,1.6000000000e-12
740,19,1.9000000000e-12
741,21,2.1000000000e-12
742,21,2.1000000000e-12
743,28,2.8000000000e-12
744,17,1.7000000000e-12
745,23,2.3000000000e-12
746,19,1.9000000000e-12
747,14,1.4000000000e-12
748,17,1.7000000000e-12
749,13,1.3000000000e-12
750,17,1.7000000000e-12
751,28,2.8000000000e-12
752,21,2.1000000000e-12
753,15,1.5000000000e-12
754,18,1.8000000000e-12
755,15,1.5000000000e-12
756,11,1.1000000000e-12
757,10,1.0000000000e-12
758,17,1.7000000000e-12
759,17,1.7000000000e-12
760,21,2.1000000000e-12
761,14,1.4000000000e-12
762,13,1.3000000000e-12
763,7,7.0000000000e-13
764,14,1.4000000000e-12
765,10,1.0000000000e-12
766,6,6.0000000000e-13
767,19,1.9000000000e-12
768,12,1.2000000000e-12
769,11,1.1000000000e-12
770,10,1.0000000000e-12
771,11,1.1000000000e-12
772,14,1.4000000000e-12
773,10,1.0000000000e-12
774,13,1.3000000000e-12
775,17,1.7000000000e-12
776,14,1.4000000000e-12
777,11,1.1000000000e-12
778,8,8.0000000000e-13
779,7,7.0000000000e-13
780,4,4.0000000000e-13
781,10,1.0000000000e-12
782,8,8.0000000000e-13
783,9,9.0000000000e-13
784,8,8.0000000000e-13
785,8,8.0000000000e-13
786,6,6.0000000000e-13
787,13,1.3000000000e-12
788,8,8.0000000000e-13
789,4,4.0000000000e-13
790,7,7.0000000000e-13
791,9,9.0000000000e-13
792,7,7.0000000000e-13
793,7,7.0000000000e-13
794,6,6.0000000000e-13
795,7,7.0000000000e-13
796,7,7.0000000000e-13
797,12,1.2000000000e-12
798,5,5.0000000000e-13
799,2,2.0000000000e-13
800,8,8.0000000000e-13
801,6,6.0000000000e-13
802,2,2.0000000000e-13
803,5,5.0000000000e-13
804,6,6.0000000000e-13
805,4,4.0000000000e-13
806,2,2.0000000000e-13
807,7,7.0000000000e-13
808,3,3.0000000000e-13
809,5,5.0000000000e-13
810,6,6.0000000000e-13
811,4,4.0000000000e-13
812,8,8.0000000000e-13
813,3,3.0000000000e-13
814,9,9.0000000000e-13
815,7,7.0000000000e-13
816,7,7.0000000000e-13
817,6,6.0000000000e-13
818,5,5.0000000000e-13
819,2,2.0000000000e-13
820,1,1.0000000000e-13
821,4,4.0000000000e-13
822,4,4.0000000000e-13
823,5,5.0000000000e-13
824,5,5.0000000000e-13
825,4,4.0000000000e-13
826,5,5.0000000000e-13
827,2,2.0000000000e-13
828,8,8.0000000000e-13
829,2,2.0000000000e-13
830,5,5.0000000000e-13
831,5,5.0000000000e-13
832,4,4.0000000000e-13
833,4,4.0000000000e-13
834,1,1.0000000000e-13
835,2,2.0000000000e-13
836,2,2.0000000000e-13
837,1,1.0000000000e-13
838,6,6.0000000000e-13
840,1,1.0000000000e-13
841,1,1.0000000000e-13
842,6,6.0000000000e-13
843,3,3.0000000000e-13
846,2,2.0000000000e-13
847,2,2.0000000000e-13
848,4,4.0000000000e-13
849,2,2.0000000000e-13
850,2,2.0000000000e-13
851,2,2.0000000000e-13
854,2,2.0000000000e-13
855,5,5.0000000000e-13
856,2,2.0000000000e-13
858,2,2.0000000000e-13
859,1,1.0000000000e-13
860,3,3.0000000000e-13
863,5,5.0000000000e-13
864,1,1.0000000000e-13
865,4,4.0000000000e-13
866,2,2.0000000000e-13
867,1,1.0000000000e-13
868,4,4.0000000000e-13
869,2,2.0000000000e-13
870,4,4.0000000000e-13
872,1,1.0000000000e-13
873,1,1.0000000000e-13
874,3,3.0000000000e-13
877,2,2.0000000000e-13
878,1,1.0000000000e-13
879,1,1.0000000000e-13
880,2,2.0000000000e-13
881,3,3.0000000000e-13
883,1,1.0000000000e-13
885,1,1.0000000000e-13
887,1,1.0000000000e-13
888,1,1.0000000000e-13
891,1,1.0000000000e-13
892,1,1.0000000000e-13
895,1,1.0000000000e-13
896,2,2.0000000000e-13
898,2,2.0000000000e-13
900,1,1.0000000000e-13
903,4,4.0000000000e-13
904,3,3.0000000000e-13
905,1,1.0000000000e-13
911,1,1.0000000000e-13
916,1,1.0000000000e-13
917,1,1.0000000000e-13
919,1,1.0000000000e-13
923,1,1.0000000000e-13
926,1,1.0000000000e-13
927,1,1.0000000000e-13
933,1,1.0000000000e-13
935,1,1.0000000000e-13
937,2,2.0000000000e-13
941,1,1.0000000000e-13
944,1,1.0000000000e-13
952,1,1.0000000000e-13
955,1,1.0000000000e-13
958,2,2.0000000000e-13
959,1,1.0000000000e-13
961,1,1.0000000000e-13
962,1,1.0000000000e-13
979,1,1.0000000000e-13
1022,1,1.0000000000e-13
