cluster_size,total_clusters_of_this_size,n_s
74932448,1,1.0000000000e-13
74932451,1,1.0000000000e-13
74932458,1,1.0000000000e-13
74932474,1,1.0000000000e-13
74932483,1,1.0000000000e-13
74932498,1,1.0000000000e-13
74932503,1,1.0000000000e-13
74932511,1,1.0000000000e-13
74932551,1,1.0000000000e-13
74932582,1,1.0000000000e-13
74932583,1,1.0000000000e-13
74932589,1,1.0000000000e-13
74932603,1,1.0000000000e-13
74932604,1,1.0000000000e-13
74932629,1,1.0000000000e-13
74932723,1,1.0000000000e-13
74932739,1,1.0000000000e-13
74932750,1,1.0000000000e-13
74932767,1,1.0000000000e-13
74932815,1,1.0000000000e-13
74932829,1,1.0000000000e-13
74932841,1,1.0000000000e-13
74932875,1,1.0000000000e-13
74932879,1,1.0000000000e-13
74932884,1,1.0000000000e-13
74932890,1,1.0000000000e-13
74932895,1,1.0000000000e-13
74932940,1,1.0000000000e-13
74932943,1,1.0000000000e-13
74932945,1,1.0000000000e-13
74932963,1,1.0000000000e-13
74932967,1,1.0000000000e-13
74933008,1,1.0000000000e-13
74933010,1,1.0000000000e-13
74933011,1,1.0000000000e-13
74933025,1,1.0000000000e-13
74933056,1,1.0000000000e-13
74933067,1,1.0000000000e-13
74933095,1,1.0000000000e-13
74933108,1,1.0000000000e-13
74933154,1,1.0000000000e-13
74933169,1,1.0000000000e-13
74933188,1,1.0000000000e-13
74933206,1,1.0000000000e-13
74933210,1,1.0000000000e-13
74933237,1,1.0000000000e-13
74933252,1,1.0000000000e-13
74933262,1,1.0000000000e-13
74933269,1,1.0000000000e-13
74933297,1,1.0000000000e-13
74933350,1,1.0000000000e-13
74933377,1,1.0000000000e-13
74933414,1,1.0000000000e-13
74933436,1,1.0000000000e-13
74933450,1,1.0000000000e-13
74933469,1,1.0000000000e-13
74933477,1,1.0000000000e-13
74933500,1,1.0000000000e-13
74933506,1,1.0000000000e-13
74933513,1,1.0000000000e-13
74933534,1,1.0000000000e-13
74933536,1,1.0000000000e-13
74933555,1,1.0000000000e-13
74933574,1,1.0000000000e-13
74933585,1,1.0000000000e-13
74933612,1,1.0000000000e-13
74933621,1,1.0000000000e-13
74933651,1,1.0000000000e-13
74933658,1,1.0000000000e-13
74933698,1,1.0000000000e-13
74933707,1,1.0000000000e-13
74933714,1,1.0000000000e-13
74933717,1,1.0000000000e-13
74933749,1,1.0000000000e-13
74933752,1,1.0000000000e-13
74933765,1,1.0000000000e-13
74933806,1,1.0000000000e-13
74933810,1,1.0000000000e-13
74933817,1,1.0000000000e-13
74933840,1,1.0000000000e-13
74933864,1,1.0000000000e-13
74933866,1,1.0000000000e-13
74933874,1,1.0000000000e-13
74933891,1,1.0000000000e-13
74933904,1,1.0000000000e-13
74933930,1,1.0000000000e-13
74933942,1,1.0000000000e-13
74933944,1,1.0000000000e-13
74933959,1,1.0000000000e-13
74933960,1,1.0000000000e-13
74933964,1,1.0000000000e-13
74933978,1,1.0000000000e-13
74933983,1,1.0000000000e-13
74933986,1,1.0000000000e-13
74933988,1,1.0000000000e-13
74934013,1,1.0000000000e-13
74934020,1,1.0000000000e-13
74934041,1,1.0000000000e-13
74934044,1,1.0000000000e-13
74934051,1,1.0000000000e-13
74934057,1,1.0000000000e-13
74934063,1,1.0000000000e-13
74934090,1,1.0000000000e-13
74934095,1,1.0000000000e-13
74934100,1,1.0000000000e-13
74934101,1,1.0000000000e-13
74934107,1,1.0000000000e-13
74934124,1,1.0000000000e-13
74934148,1,1.0000000000e-13
74934159,1,1.0000000000e-13
74934190,1,1.0000000000e-13
74934194,1,1.0000000000e-13
74934202,1,1.0000000000e-13
74934216,1,1.0000000000e-13
74934227,1,1.0000000000e-13
74934256,1,1.0000000000e-13
74934263,1,1.0000000000e-13
74934265,1,1.0000000000e-13
74934274,1,1.0000000000e-13
74934293,1,1.0000000000e-13
74934295,1,1.0000000000e-13
74934303,1,1.0000000000e-13
74934313,1,1.0000000000e-13
74934330,1,1.0000000000e-13
74934334,1,1.0000000000e-13
74934340,1,1.0000000000e-13
74934405,1,1.0000000000e-13
74934422,1,1.0000000000e-13
74934424,1,1.0000000000e-13
74934433,1,1.0000000000e-13
74934436,1,1.0000000000e-13
74934440,1,1.0000000000e-13
74934445,1,1.0000000000e-13
74934449,1,1.0000000000e-13
74934452,1,1.0000000000e-13
74934472,1,1.0000000000e-13
74934494,1,1.0000000000e-13
74934533,2,2.0000000000e-13
74934544,1,1.0000000000e-13
74934586,1,1.0000000000e-13
74934603,1,1.0000000000e-13
74934604,1,1.0000000000e-13
74934606,1,1.0000000000e-13
74934617,1,1.0000000000e-13
74934627,1,1.0000000000e-13
74934632,1,1.0000000000e-13
74934667,1,1.0000000000e-13
74934672,1,1.0000000000e-13
74934674,1,1.0000000000e-13
74934676,1,1.0000000000e-13
74934690,1,1.0000000000e-13
74934697,2,2.0000000000e-13
74934704,1,1.0000000000e-13
74934723,1,1.0000000000e-13
74934727,1,1.0000000000e-13
74934741,1,1.0000000000e-13
74934750,1,1.0000000000e-13
74934752,1,1.0000000000e-13
74934768,1,1.0000000000e-13
74934785,1,1.0000000000e-13
74934798,1,1.0000000000e-13
74934803,2,2.0000000000e-13
74934830,1,1.0000000000e-13
74934841,1,1.0000000000e-13
74934859,1,1.0000000000e-13
74934860,1,1.0000000000e-13
74934869,1,1.0000000000e-13
74934902,1,1.0000000000e-13
74934925,1,1.0000000000e-13
74934928,1,1.0000000000e-13
74934934,1,1.0000000000e-13
74934936,1,1.0000000000e-13
74934977,1,1.0000000000e-13
74934979,1,1.0000000000e-13
74934991,1,1.0000000000e-13
74935027,1,1.0000000000e-13
74935037,1,1.0000000000e-13
74935038,1,1.0000000000e-13
74935048,1,1.0000000000e-13
74935049,1,1.0000000000e-13
74935051,1,1.0000000000e-13
74935059,1,1.0000000000e-13
74935060,1,1.0000000000e-13
74935080,1,1.0000000000e-13
74935086,1,1.0000000000e-13
74935090,1,1.0000000000e-13
74935104,1,1.0000000000e-13
74935108,1,1.0000000000e-13
74935122,1,1.0000000000e-13
74935124,1,1.0000000000e-13
74935127,1,1.0000000000e-13
74935139,1,1.0000000000e-13
74935156,1,1.0000000000e-13
74935158,1,1.0000000000e-13
74935163,1,1.0000000000e-13
74935165,1,1.0000000000e-13
74935197,1,1.0000000000e-13
74935205,2,2.0000000000e-13
74935228,1,1.0000000000e-13
74935258,1,1.0000000000e-13
74935263,1,1.0000000000e-13
74935268,1,1.0000000000e-13
74935283,1,1.0000000000e-13
74935285,1,1.0000000000e-13
74935291,1,1.0000000000e-13
74935296,1,1.0000000000e-13
74935317,1,1.0000000000e-13
74935328,2,2.0000000000e-13
74935341,1,1.0000000000e-13
74935344,1,1.0000000000e-13
74935367,1,1.0000000000e-13
74935368,1,1.0000000000e-13
74935384,1,1.0000000000e-13
74935391,1,1.0000000000e-13
74935395,1,1.0000000000e-13
74935415,1,1.0000000000e-13
74935420,1,1.0000000000e-13
74935430,1,1.0000000000e-13
74935434,1,1.0000000000e-13
74935439,1,1.0000000000e-13
74935443,2,2.0000000000e-13
74935462,1,1.0000000000e-13
74935492,1,1.0000000000e-13
74935494,2,2.0000000000e-13
74935500,1,1.0000000000e-13
74935502,1,1.0000000000e-13
74935515,1,1.0000000000e-13
74935517,1,1.0000000000e-13
74935535,1,1.0000000000e-13
74935537,1,1.0000000000e-13
74935541,1,1.0000000000e-13
74935550,1,1.0000000000e-13
74935553,1,1.0000000000e-13
74935555,1,1.0000000000e-13
74935560,1,1.0000000000e-13
74935564,1,1.0000000000e-13
74935575,1,1.0000000000e-13
74935580,1,1.0000000000e-13
74935589,1,1.0000000000e-13
74935593,1,1.0000000000e-13
74935594,1,1.0000000000e-13
74935596,1,1.0000000000e-13
74935604,2,2.0000000000e-13
74935613,1,1.0000000000e-13
74935627,1,1.0000000000e-13
74935628,2,2.0000000000e-13
74935630,1,1.0000000000e-13
74935654,1,1.0000000000e-13
74935656,1,1.0000000000e-13
74935658,1,1.0000000000e-13
74935670,1,1.0000000000e-13
74935688,1,1.0000000000e-13
74935695,1,1.0000000000e-13
74935704,1,1.0000000000e-13
74935719,1,1.0000000000e-13
74935732,1,1.0000000000e-13
74935740,1,1.0000000000e-13
74935762,1,1.0000000000e-13
74935766,1,1.0000000000e-13
74935769,1,1.0000000000e-13
74935772,1,1.0000000000e-13
74935781,1,1.0000000000e-13
74935794,1,1.0000000000e-13
74935829,1,1.0000000000e-13
74935845,1,1.0000000000e-13
74935848,1,1.0000000000e-13
74935849,1,1.0000000000e-13
74935871,1,1.0000000000e-13
74935883,1,1.0000000000e-13
74935887,1,1.0000000000e-13
74935900,1,1.0000000000e-13
74935908,1,1.0000000000e-13
74935915,1,1.0000000000e-13
74935926,1,1.0000000000e-13
74935943,1,1.0000000000e-13
74935971,1,1.0000000000e-13
74935983,1,1.0000000000e-13
74935986,1,1.0000000000e-13
74936004,1,1.0000000000e-13
74936010,1,1.0000000000e-13
74936013,1,1.0000000000e-13
74936017,1,1.0000000000e-13
74936018,1,1.0000000000e-13
74936020,1,1.0000000000e-13
74936026,1,1.0000000000e-13
74936029,1,1.0000000000e-13
74936035,1,1.0000000000e-13
74936037,1,1.0000000000e-13
74936045,1,1.0000000000e-13
74936047,1,1.0000000000e-13
74936050,1,1.0000000000e-13
74936083,2,2.0000000000e-13
74936089,1,1.0000000000e-13
74936108,1,1.0000000000e-13
74936109,1,1.0000000000e-13
74936112,1,1.0000000000e-13
74936114,1,1.0000000000e-13
74936116,2,2.0000000000e-13
74936124,1,1.0000000000e-13
74936132,1,1.0000000000e-13
74936146,1,1.0000000000e-13
74936173,2,2.0000000000e-13
74936177,1,1.0000000000e-13
74936182,1,1.0000000000e-13
74936195,2,2.0000000000e-13
74936196,1,1.0000000000e-13
74936198,2,2.0000000000e-13
74936210,1,1.0000000000e-13
74936218,1,1.0000000000e-13
74936232,1,1.0000000000e-13
74936235,1,1.0000000000e-13
74936237,1,1.0000000000e-13
74936238,1,1.0000000000e-13
74936241,1,1.0000000000e-13
74936246,1,1.0000000000e-13
74936263,1,1.0000000000e-13
74936306,1,1.0000000000e-13
74936322,1,1.0000000000e-13
74936337,1,1.0000000000e-13
74936346,1,1.0000000000e-13
74936360,1,1.0000000000e-13
74936371,1,1.0000000000e-13
74936386,1,1.0000000000e-13
74936391,1,1.0000000000e-13
74936415,1,1.0000000000e-13
74936434,1,1.0000000000e-13
74936436,1,1.0000000000e-13
74936482,1,1.0000000000e-13
74936487,1,1.0000000000e-13
74936489,1,1.0000000000e-13
74936498,1,1.0000000000e-13
74936503,1,1.0000000000e-13
74936506,1,1.0000000000e-13
74936507,1,1.0000000000e-13
74936511,1,1.0000000000e-13
74936513,1,1.0000000000e-13
74936514,1,1.0000000000e-13
74936515,1,1.0000000000e-13
74936526,1,1.0000000000e-13
74936531,1,1.0000000000e-13
74936532,1,1.0000000000e-13
74936541,1,1.0000000000e-13
74936556,1,1.0000000000e-13
74936559,1,1.0000000000e-13
74936567,1,1.0000000000e-13
74936581,1,1.0000000000e-13
74936596,1,1.0000000000e-13
74936602,1,1.0000000000e-13
74936628,2,2.0000000000e-13
74936638,1,1.0000000000e-13
74936645,1,1.0000000000e-13
74936648,1,1.0000000000e-13
74936652,1,1.0000000000e-13
74936659,1,1.0000000000e-13
74936662,1,1.0000000000e-13
74936668,1,1.0000000000e-13
74936672,1,1.0000000000e-13
74936675,1,1.0000000000e-13
74936682,1,1.0000000000e-13
74936697,1,1.0000000000e-13
74936702,1,1.0000000000e-13
74936705,1,1.0000000000e-13
74936717,1,1.0000000000e-13
74936724,1,1.0000000000e-13
74936726,1,1.0000000000e-13
74936731,1,1.0000000000e-13
74936777,1,1.0000000000e-13
74936778,1,1.0000000000e-13
74936793,1,1.0000000000e-13
74936795,1,1.0000000000e-13
74936822,1,1.0000000000e-13
74936823,1,1.0000000000e-13
74936835,1,1.0000000000e-13
74936838,1,1.0000000000e-13
74936847,1,1.0000000000e-13
74936851,1,1.0000000000e-13
74936854,1,1.0000000000e-13
74936862,1,1.0000000000e-13
74936863,1,1.0000000000e-13
