cluster_size,total_clusters_of_this_size,n_s
126,65822982,6.5822982000e-06
127,64902488,6.4902488000e-06
128,63982198,6.3982198000e-06
129,63085883,6.3085883000e-06
130,62189478,6.2189478000e-06
131,61340560,6.1340560000e-06
132,60486412,6.0486412000e-06
133,59645183,5.9645183000e-06
134,58834504,5.8834504000e-06
135,58048970,5.8048970000e-06
136,57255835,5.7255835000e-06
137,56468026,5.6468026000e-06
138,55711544,5.5711544000e-06
139,54978368,5.4978368000e-06
140,54232443,5.4232443000e-06
141,53525344,5.3525344000e-06
142,52827298,5.2827298000e-06
143,52123971,5.2123971000e-06
144,51448416,5.1448416000e-06
145,50792160,5.0792160000e-06
146,50134222,5.0134222000e-06
147,49498382,4.9498382000e-06
148,48860494,4.8860494000e-06
149,48241819,4.8241819000e-06
150,47647739,4.7647739000e-06
151,47033334,4.7033334000e-06
152,46444794,4.6444794000e-06
153,45863850,4.5863850000e-06
154,45316902,4.5316902000e-06
155,44752650,4.4752650000e-06
156,44190882,4.4190882000e-06
157,43653901,4.3653901000e-06
158,43129192,4.3129192000e-06
159,42611561,4.2611561000e-06
160,42101021,4.2101021000e-06
161,41576977,4.1576977000e-06
162,41089695,4.1089695000e-06
163,40593221,4.0593221000e-06
164,40109477,4.0109477000e-06
165,39638787,3.9638787000e-06
166,39171949,3.9171949000e-06
167,38717960,3.8717960000e-06
168,38260122,3.8260122000e-06
169,37816714,3.7816714000e-06
170,37381384,3.7381384000e-06
171,36958528,3.6958528000e-06
172,36539944,3.6539944000e-06
173,36109167,3.6109167000e-06
174,35706441,3.5706441000e-06
175,35302676,3.5302676000e-06
176,34900431,3.4900431000e-06
177,34511942,3.4511942000e-06
178,34117250,3.4117250000e-06
179,33742161,3.3742161000e-06
180,33365164,3.3365164000e-06
181,33000539,3.3000539000e-06
182,32635091,3.2635091000e-06
183,32281417,3.2281417000e-06
184,31918517,3.1918517000e-06
185,31570535,3.1570535000e-06
186,31234351,3.1234351000e-06
187,30891216,3.0891216000e-06
188,30566774,3.0566774000e-06
189,30221591,3.0221591000e-06
190,29912005,2.9912005000e-06
191,29590127,2.9590127000e-06
192,29271932,2.9271932000e-06
193,28961237,2.8961237000e-06
194,28655060,2.8655060000e-06
195,28341356,2.8341356000e-06
196,28048188,2.8048188000e-06
197,27775073,2.7775073000e-06
198,27470505,2.7470505000e-06
199,27191150,2.7191150000e-06
200,26898216,2.6898216000e-06
201,26621467,2.6621467000e-06
202,26361821,2.6361821000e-06
203,26087224,2.6087224000e-06
204,25814124,2.5814124000e-06
205,25552038,2.5552038000e-06
206,25299363,2.5299363000e-06
207,25048305,2.5048305000e-06
208,24787654,2.4787654000e-06
209,24539326,2.4539326000e-06
210,24287157,2.4287157000e-06
211,24047671,2.4047671000e-06
212,23808897,2.3808897000e-06
213,23574666,2.3574666000e-06
214,23331721,2.3331721000e-06
215,23102710,2.3102710000e-06
216,22870508,2.2870508000e-06
217,22656774,2.2656774000e-06
218,22430212,2.2430212000e-06
219,22217947,2.2217947000e-06
220,21999306,2.1999306000e-06
221,21784856,2.1784856000e-06
222,21574181,2.1574181000e-06
223,21363148,2.1363148000e-06
224,21158472,2.1158472000e-06
225,20960084,2.0960084000e-06
226,20748390,2.0748390000e-06
227,20554166,2.0554166000e-06
228,20357115,2.0357115000e-06
229,20163798,2.0163798000e-06
230,19974342,1.9974342000e-06
231,19783868,1.9783868000e-06
232,19595309,1.9595309000e-06
233,19419246,1.9419246000e-06
234,19231847,1.9231847000e-06
235,19050880,1.9050880000e-06
236,18881603,1.8881603000e-06
237,18700582,1.8700582000e-06
238,18527586,1.8527586000e-06
239,18360020,1.8360020000e-06
240,18186930,1.8186930000e-06
241,18009757,1.8009757000e-06
242,17840759,1.7840759000e-06
243,17688125,1.7688125000e-06
244,17532965,1.7532965000e-06
245,17365392,1.7365392000e-06
246,17213234,1.7213234000e-06
247,17055220,1.7055220000e-06
248,16895454,1.6895454000e-06
249,16755089,1.6755089000e-06
250,16598878,1.6598878000e-06
251,16445659,1.6445659000e-06
252,16297620,1.6297620000e-06
253,16148753,1.6148753000e-06
254,16006122,1.6006122000e-06
255,15863604,1.5863604000e-06
256,15719296,1.5719296000e-06
257,15582135,1.5582135000e-06
258,15444538,1.5444538000e-06
259,15309202,1.5309202000e-06
260,15174423,1.5174423000e-06
261,15044125,1.5044125000e-06
262,14901135,1.4901135000e-06
263,14777463,1.4777463000e-06
264,14649407,1.4649407000e-06
265,14520772,1.4520772000e-06
266,14390808,1.4390808000e-06
267,14271480,1.4271480000e-06
268,14144584,1.4144584000e-06
269,14022651,1.4022651000e-06
270,13906867,1.3906867000e-06
271,13781880,1.3781880000e-06
272,13664636,1.3664636000e-06
273,13542086,1.3542086000e-06
274,13439858,1.3439858000e-06
275,13320735,1.3320735000e-06
276,13207877,1.3207877000e-06
277,13098822,1.3098822000e-06
278,12982581,1.2982581000e-06
279,12874660,1.2874660000e-06
280,12765872,1.2765872000e-06
281,12661421,1.2661421000e-06
282,12554018,1.2554018000e-06
283,12441036,1.2441036000e-06
284,12337502,1.2337502000e-06
285,12237042,1.2237042000e-06
286,12133384,1.2133384000e-06
287,12025628,1.2025628000e-06
288,11932539,1.1932539000e-06
289,11837547,1.1837547000e-06
290,11734929,1.1734929000e-06
291,11642709,1.1642709000e-06
292,11541529,1.1541529000e-06
293,11451313,1.1451313000e-06
294,11354995,1.1354995000e-06
295,11264394,1.1264394000e-06
296,11175988,1.1175988000e-06
297,11082094,1.1082094000e-06
298,10987243,1.0987243000e-06
299,10901194,1.0901194000e-06
300,10811597,1.0811597000e-06
301,10719421,1.0719421000e-06
302,10632346,1.0632346000e-06
303,10548090,1.0548090000e-06
304,10467329,1.0467329000e-06
305,10384830,1.0384830000e-06
306,10296717,1.0296717000e-06
307,10216931,1.0216931000e-06
308,10139629,1.0139629000e-06
309,10055230,1.0055230000e-06
310,9971535,9.9715350000e-07
311,9891717,9.8917170000e-07
312,9816259,9.8162590000e-07
313,9738238,9.7382380000e-07
314,9656286,9.6562860000e-07
315,9580553,9.5805530000e-07
316,9508228,9.5082280000e-07
317,9433802,9.4338020000e-07
318,9358010,9.3580100000e-07
319,9291537,9.2915370000e-07
320,9210804,9.2108040000e-07
321,9144163,9.1441630000e-07
322,9068147,9.0681470000e-07
323,8996430,8.9964300000e-07
324,8930270,8.9302700000e-07
325,8858128,8.8581280000e-07
326,8793264,8.7932640000e-07
327,8723009,8.7230090000e-07
328,8652815,8.6528150000e-07
329,8588070,8.5880700000e-07
330,8524164,8.5241640000e-07
331,8460577,8.4605770000e-07
332,8384273,8.3842730000e-07
333,8329322,8.3293220000e-07
334,8261308,8.2613080000e-07
335,8201971,8.2019710000e-07
336,8139083,8.1390830000e-07
337,8075654,8.0756540000e-07
338,8015707,8.0157070000e-07
339,7957464,7.9574640000e-07
340,7895961,7.8959610000e-07
341,7831128,7.8311280000e-07
342,7769578,7.7695780000e-07
343,7710288,7.7102880000e-07
344,7653028,7.6530280000e-07
345,7598957,7.5989570000e-07
346,7538867,7.5388670000e-07
347,7480724,7.4807240000e-07
348,7425805,7.4258050000e-07
349,7370335,7.3703350000e-07
350,7315875,7.3158750000e-07
351,7257799,7.2577990000e-07
352,7207681,7.2076810000e-07
353,7151768,7.1517680000e-07
354,7100924,7.1009240000e-07
355,7050097,7.0500970000e-07
356,7000134,7.0001340000e-07
357,6943391,6.9433910000e-07
358,6891794,6.8917940000e-07
359,6837571,6.8375710000e-07
360,6792608,6.7926080000e-07
361,6740523,6.7405230000e-07
362,6694006,6.6940060000e-07
363,6643292,6.6432920000e-07
364,6591282,6.5912820000e-07
365,6547007,6.5470070000e-07
366,6495429,6.4954290000e-07
367,6444390,6.4443900000e-07
368,6400937,6.4009370000e-07
369,6357514,6.3575140000e-07
370,6311682,6.3116820000e-07
371,6262878,6.2628780000e-07
372,6212968,6.2129680000e-07
373,6170237,6.1702370000e-07
374,6126659,6.1266590000e-07
375,6081264,6.0812640000e-07
376,6039537,6.0395370000e-07
377,5992821,5.9928210000e-07
378,5953608,5.9536080000e-07
379,5910254,5.9102540000e-07
380,5866154,5.8661540000e-07
381,5828601,5.8286010000e-07
382,5781350,5.7813500000e-07
383,5739191,5.7391910000e-07
384,5701738,5.7017380000e-07
385,5659784,5.6597840000e-07
386,5622016,5.6220160000e-07
387,5576579,5.5765790000e-07
388,5540592,5.5405920000e-07
389,5498054,5.4980540000e-07
390,5461123,5.4611230000e-07
391,5419945,5.4199450000e-07
392,5384716,5.3847160000e-07
393,5345929,5.3459290000e-07
394,5310035,5.3100350000e-07
395,5265636,5.2656360000e-07
396,5235759,5.2357590000e-07
397,5198745,5.1987450000e-07
398,5158937,5.1589370000e-07
399,5126077,5.1260770000e-07
400,5089134,5.0891340000e-07
401,5051813,5.0518130000e-07
402,5014206,5.0142060000e-07
403,4978330,4.9783300000e-07
404,4949806,4.9498060000e-07
405,4914400,4.9144000000e-07
406,4875757,4.8757570000e-07
407,4843900,4.8439000000e-07
408,4808288,4.8082880000e-07
409,4773002,4.7730020000e-07
410,4742582,4.7425820000e-07
411,4710567,4.7105670000e-07
412,4675552,4.6755520000e-07
413,4643982,4.6439820000e-07
414,4612866,4.6128660000e-07
415,4585936,4.5859360000e-07
416,4553753,4.5537530000e-07
417,4518739,4.5187390000e-07
418,4489242,4.4892420000e-07
419,4461378,4.4613780000e-07
420,4427132,4.4271320000e-07
421,4397846,4.3978460000e-07
422,4366563,4.3665630000e-07
423,4334341,4.3343410000e-07
424,4308805,4.3088050000e-07
425,4277894,4.2778940000e-07
426,4247910,4.2479100000e-07
427,4216511,4.2165110000e-07
428,4190201,4.1902010000e-07
429,4164407,4.1644070000e-07
430,4135386,4.1353860000e-07
431,4103900,4.1039000000e-07
432,4080058,4.0800580000e-07
433,4050659,4.0506590000e-07
434,4023813,4.0238130000e-07
435,3994851,3.9948510000e-07
436,3971134,3.9711340000e-07
437,3940499,3.9404990000e-07
438,3915895,3.9158950000e-07
439,3891879,3.8918790000e-07
440,3863115,3.8631150000e-07
441,3838226,3.8382260000e-07
442,3809911,3.8099110000e-07
443,3786235,3.7862350000e-07
444,3759017,3.7590170000e-07
445,3733824,3.7338240000e-07
446,3711760,3.7117600000e-07
447,3688003,3.6880030000e-07
448,3658021,3.6580210000e-07
449,3635712,3.6357120000e-07
450,3612065,3.6120650000e-07
451,3587772,3.5877720000e-07
452,3564104,3.5641040000e-07
453,3540236,3.5402360000e-07
454,3519894,3.5198940000e-07
455,3493949,3.4939490000e-07
456,3473596,3.4735960000e-07
457,3451108,3.4511080000e-07
458,3426234,3.4262340000e-07
459,3403592,3.4035920000e-07
460,3384407,3.3844070000e-07
461,3357752,3.3577520000e-07
462,3335879,3.3358790000e-07
463,3317365,3.3173650000e-07
464,3291712,3.2917120000e-07
465,3268599,3.2685990000e-07
466,3246098,3.2460980000e-07
467,3228951,3.2289510000e-07
468,3206021,3.2060210000e-07
469,3186836,3.1868360000e-07
470,3164548,3.1645480000e-07
471,3144430,3.1444300000e-07
472,3125040,3.1250400000e-07
473,3104394,3.1043940000e-07
474,3079190,3.0791900000e-07
475,3060273,3.0602730000e-07
476,3039602,3.0396020000e-07
477,3024397,3.0243970000e-07
478,3005666,3.0056660000e-07
479,2986026,2.9860260000e-07
480,2966503,2.9665030000e-07
481,2949435,2.9494350000e-07
482,2926333,2.9263330000e-07
483,2905485,2.9054850000e-07
484,2889001,2.8890010000e-07
485,2871187,2.8711870000e-07
486,2852855,2.8528550000e-07
487,2833713,2.8337130000e-07
488,2816461,2.8164610000e-07
489,2798017,2.7980170000e-07
490,2778506,2.7785060000e-07
491,2762725,2.7627250000e-07
492,2745804,2.7458040000e-07
493,2726588,2.7265880000e-07
494,2708248,2.7082480000e-07
495,2692733,2.6927330000e-07
496,2677363,2.6773630000e-07
497,2657642,2.6576420000e-07
498,2640519,2.6405190000e-07
499,2620782,2.6207820000e-07
500,2606566,2.6065660000e-07
501,2591030,2.5910300000e-07
502,2572797,2.5727970000e-07
503,2557665,2.5576650000e-07
504,2538703,2.5387030000e-07
505,2523632,2.5236320000e-07
506,2510860,2.5108600000e-07
507,2493770,2.4937700000e-07
508,2476888,2.4768880000e-07
509,2460273,2.4602730000e-07
510,2446095,2.4460950000e-07
511,2433992,2.4339920000e-07
512,2414632,2.4146320000e-07
513,2399789,2.3997890000e-07
514,2386016,2.3860160000e-07
515,2370522,2.3705220000e-07
516,2355668,2.3556680000e-07
517,2339189,2.3391890000e-07
518,2324513,2.3245130000e-07
519,2312857,2.3128570000e-07
520,2292232,2.2922320000e-07
521,2280684,2.2806840000e-07
522,2270244,2.2702440000e-07
523,2251371,2.2513710000e-07
524,2235463,2.2354630000e-07
525,2223018,2.2230180000e-07
526,2211791,2.2117910000e-07
527,2198473,2.1984730000e-07
528,2182450,2.1824500000e-07
529,2170633,2.1706330000e-07
530,2156877,2.1568770000e-07
531,2143574,2.1435740000e-07
532,2131953,2.1319530000e-07
533,2117164,2.1171640000e-07
534,2106650,2.1066500000e-07
535,2090524,2.0905240000e-07
536,2076355,2.0763550000e-07
537,2064140,2.0641400000e-07
538,2052280,2.0522800000e-07
539,2040022,2.0400220000e-07
540,2026312,2.0263120000e-07
541,2011757,2.0117570000e-07
542,2001295,2.0012950000e-07
543,1989788,1.9897880000e-07
544,1979734,1.9797340000e-07
545,1962903,1.9629030000e-07
546,1952970,1.9529700000e-07
547,1941151,1.9411510000e-07
548,1929305,1.9293050000e-07
549,1919618,1.9196180000e-07
550,1906095,1.9060950000e-07
551,1894629,1.8946290000e-07
552,1884493,1.8844930000e-07
553,1869519,1.8695190000e-07
554,1861352,1.8613520000e-07
555,1849571,1.8495710000e-07
556,1835192,1.8351920000e-07
557,1826878,1.8268780000e-07
558,1813501,1.8135010000e-07
559,1802135,1.8021350000e-07
560,1792652,1.7926520000e-07
561,1781273,1.7812730000e-07
562,1771089,1.7710890000e-07
563,1761984,1.7619840000e-07
564,1751572,1.7515720000e-07
565,1737602,1.7376020000e-07
566,1728694,1.7286940000e-07
567,1720231,1.7202310000e-07
568,1705728,1.7057280000e-07
569,1695839,1.6958390000e-07
570,1685508,1.6855080000e-07
571,1677061,1.6770610000e-07
572,1667316,1.6673160000e-07
573,1655664,1.6556640000e-07
574,1646368,1.6463680000e-07
575,1634310,1.6343100000e-07
576,1623533,1.6235330000e-07
577,1617533,1.6175330000e-07
578,1608088,1.6080880000e-07
579,1595640,1.5956400000e-07
580,1588160,1.5881600000e-07
581,1576480,1.5764800000e-07
582,1570690,1.5706900000e-07
583,1559352,1.5593520000e-07
584,1548285,1.5482850000e-07
585,1540974,1.5409740000e-07
586,1531672,1.5316720000e-07
587,1520444,1.5204440000e-07
588,1514200,1.5142000000e-07
589,1503411,1.5034110000e-07
590,1495747,1.4957470000e-07
591,1484847,1.4848470000e-07
592,1476482,1.4764820000e-07
593,1468340,1.4683400000e-07
594,1458824,1.4588240000e-07
595,1450332,1.4503320000e-07
596,1440991,1.4409910000e-07
597,1432519,1.4325190000e-07
598,1426124,1.4261240000e-07
599,1414921,1.4149210000e-07
600,1409839,1.4098390000e-07
601,1400399,1.4003990000e-07
602,1391519,1.3915190000e-07
603,1383001,1.3830010000e-07
604,1375610,1.3756100000e-07
605,1366657,1.3666570000e-07
606,1357702,1.3577020000e-07
607,1351669,1.3516690000e-07
608,1344181,1.3441810000e-07
609,1336653,1.3366530000e-07
610,1326761,1.3267610000e-07
611,1318838,1.3188380000e-07
612,1312226,1.3122260000e-07
613,1303367,1.3033670000e-07
614,1297830,1.2978300000e-07
615,1290221,1.2902210000e-07
616,1280288,1.2802880000e-07
617,1272388,1.2723880000e-07
618,1264478,1.2644780000e-07
619,1257533,1.2575330000e-07
620,1251761,1.2517610000e-07
621,1243227,1.2432270000e-07
622,1237909,1.2379090000e-07
623,1227116,1.2271160000e-07
624,1222015,1.2220150000e-07
625,1213746,1.2137460000e-07
626,1207221,1.2072210000e-07
627,1198824,1.1988240000e-07
628,1193982,1.1939820000e-07
629,1185559,1.1855590000e-07
630,1180134,1.1801340000e-07
631,1174555,1.1745550000e-07
632,1165425,1.1654250000e-07
633,1160507,1.1605070000e-07
634,1151628,1.1516280000e-07
635,1145318,1.1453180000e-07
636,1139315,1.1393150000e-07
637,1129911,1.1299110000e-07
638,1124768,1.1247680000e-07
639,1117962,1.1179620000e-07
640,1113008,1.1130080000e-07
641,1106592,1.1065920000e-07
642,1099465,1.0994650000e-07
643,1092202,1.0922020000e-07
644,1086154,1.0861540000e-07
645,1080141,1.0801410000e-07
646,1075276,1.0752760000e-07
647,1068383,1.0683830000e-07
648,1062795,1.0627950000e-07
649,1054767,1.0547670000e-07
650,1048898,1.0488980000e-07
651,1046556,1.0465560000e-07
652,1036405,1.0364050000e-07
653,1030715,1.0307150000e-07
654,1024775,1.0247750000e-07
655,1018821,1.0188210000e-07
656,1015367,1.0153670000e-07
657,1007992,1.0079920000e-07
658,1003293,1.0032930000e-07
659,997301,9.9730100000e-08
660,991664,9.9166400000e-08
661,984183,9.8418300000e-08
662,980012,9.8001200000e-08
663,975107,9.7510700000e-08
664,969931,9.6993100000e-08
665,964152,9.6415200000e-08
666,957016,9.5701600000e-08
667,950704,9.5070400000e-08
668,945568,9.4556800000e-08
669,940291,9.4029100000e-08
670,936265,9.3626500000e-08
671,930602,9.3060200000e-08
672,924930,9.2493000000e-08
673,919221,9.1922100000e-08
674,913828,9.1382800000e-08
675,906966,9.0696600000e-08
676,905206,9.0520600000e-08
677,899689,8.9968900000e-08
678,895119,8.9511900000e-08
679,889087,8.8908700000e-08
680,883163,8.8316300000e-08
681,879346,8.7934600000e-08
682,873211,8.7321100000e-08
683,867134,8.6713400000e-08
684,863194,8.6319400000e-08
685,859798,8.5979800000e-08
686,852873,8.5287300000e-08
687,847338,8.4733800000e-08
688,843776,8.4377600000e-08
689,837749,8.3774900000e-08
690,835843,8.3584300000e-08
691,829427,8.2942700000e-08
692,826115,8.2611500000e-08
693,821280,8.2128000000e-08
694,816099,8.1609900000e-08
695,810554,8.1055400000e-08
696,806339,8.0633900000e-08
697,800168,8.0016800000e-08
698,797428,7.9742800000e-08
699,792345,7.9234500000e-08
700,788584,7.8858400000e-08
701,783587,7.8358700000e-08
702,779369,7.7936900000e-08
703,776351,7.7635100000e-08
704,770485,7.7048500000e-08
705,766572,7.6657200000e-08
706,761642,7.6164200000e-08
707,758415,7.5841500000e-08
708,754540,7.5454000000e-08
709,750280,7.5028000000e-08
710,744799,7.4479900000e-08
711,741437,7.4143700000e-08
712,736300,7.3630000000e-08
713,733116,7.3311600000e-08
714,728195,7.2819500000e-08
715,724664,7.2466400000e-08
716,721523,7.2152300000e-08
717,716231,7.1623100000e-08
718,712256,7.1225600000e-08
719,709156,7.0915600000e-08
720,703410,7.0341000000e-08
721,700019,7.0001900000e-08
722,694442,6.9444200000e-08
723,692063,6.9206300000e-08
724,690216,6.9021600000e-08
725,685905,6.8590500000e-08
726,681814,6.8181400000e-08
727,678416,6.7841600000e-08
728,674748,6.7474800000e-08
729,670471,6.7047100000e-08
730,666557,6.6655700000e-08
731,662210,6.6221000000e-08
732,660416,6.6041600000e-08
733,653765,6.5376500000e-08
734,652282,6.5228200000e-08
735,647803,6.4780300000e-08
736,644501,6.4450100000e-08
737,641007,6.4100700000e-08
738,636976,6.3697600000e-08
739,632067,6.3206700000e-08
740,629669,6.2966900000e-08
741,625645,6.2564500000e-08
742,622767,6.2276700000e-08
743,619983,6.1998300000e-08
744,615863,6.1586300000e-08
745,612635,6.1263500000e-08
746,608926,6.0892600000e-08
747,607588,6.0758800000e-08
748,602982,6.0298200000e-08
749,599972,5.9997200000e-08
750,595067,5.9506700000e-08
751,594395,5.9439500000e-08
752,590317,5.9031700000e-08
753,586218,5.8621800000e-08
754,582442,5.8244200000e-08
755,580382,5.8038200000e-08
756,576642,5.7664200000e-08
757,572109,5.7210900000e-08
758,569719,5.6971900000e-08
759,568126,5.6812600000e-08
760,563315,5.6331500000e-08
761,560386,5.6038600000e-08
762,558725,5.5872500000e-08
763,555370,5.5537000000e-08
764,551700,5.5170000000e-08
765,549116,5.4911600000e-08
766,545090,5.4509000000e-08
767,542810,5.4281000000e-08
768,539805,5.3980500000e-08
769,537216,5.3721600000e-08
770,533972,5.3397200000e-08
771,531232,5.3123200000e-08
772,527766,5.2776600000e-08
773,524963,5.2496300000e-08
774,523486,5.2348600000e-08
775,518838,5.1883800000e-08
776,516185,5.1618500000e-08
777,513844,5.1384400000e-08
778,511529,5.1152900000e-08
779,508180,5.0818000000e-08
780,504694,5.0469400000e-08
781,503660,5.0366000000e-08
782,499864,4.9986400000e-08
783,497123,4.9712300000e-08
784,493016,4.9301600000e-08
785,491185,4.9118500000e-08
786,488898,4.8889800000e-08
787,485673,4.8567300000e-08
788,483457,4.8345700000e-08
789,480596,4.8059600000e-08
790,476478,4.7647800000e-08
791,476137,4.7613700000e-08
792,473522,4.7352200000e-08
793,471050,4.7105000000e-08
794,467500,4.6750000000e-08
795,465343,4.6534300000e-08
796,463192,4.6319200000e-08
797,461363,4.6136300000e-08
798,458427,4.5842700000e-08
799,455365,4.5536500000e-08
800,452944,4.5294400000e-08
801,450548,4.5054800000e-08
802,447726,4.4772600000e-08
803,445697,4.4569700000e-08
804,442835,4.4283500000e-08
805,441320,4.4132000000e-08
806,437434,4.3743400000e-08
807,436165,4.3616500000e-08
808,433601,4.3360100000e-08
809,431648,4.3164800000e-08
810,428329,4.2832900000e-08
811,426849,4.2684900000e-08
812,424318,4.2431800000e-08
813,422090,4.2209000000e-08
814,420228,4.2022800000e-08
815,418242,4.1824200000e-08
816,415757,4.1575700000e-08
817,413138,4.1313800000e-08
818,411994,4.1199400000e-08
819,408077,4.0807700000e-08
820,406889,4.0688900000e-08
821,404315,4.0431500000e-08
822,403274,4.0327400000e-08
823,400105,4.0010500000e-08
824,398996,3.9899600000e-08
825,396013,3.9601300000e-08
826,393368,3.9336800000e-08
827,391212,3.9121200000e-08
828,389712,3.8971200000e-08
829,387442,3.8744200000e-08
830,385363,3.8536300000e-08
831,383766,3.8376600000e-08
832,381403,3.8140300000e-08
833,379892,3.7989200000e-08
834,377061,3.7706100000e-08
835,374614,3.7461400000e-08
836,373449,3.7344900000e-08
837,371110,3.7111000000e-08
838,368794,3.6879400000e-08
839,367581,3.6758100000e-08
840,364807,3.6480700000e-08
841,364098,3.6409800000e-08
842,361541,3.6154100000e-08
843,359715,3.5971500000e-08
844,357809,3.5780900000e-08
845,356135,3.5613500000e-08
846,353340,3.5334000000e-08
847,352055,3.5205500000e-08
848,349707,3.4970700000e-08
849,347381,3.4738100000e-08
850,344637,3.4463700000e-08
851,343706,3.4370600000e-08
852,342607,3.4260700000e-08
853,340418,3.4041800000e-08
854,338946,3.3894600000e-08
855,336940,3.3694000000e-08
856,334534,3.3453400000e-08
857,334691,3.3469100000e-08
858,330586,3.3058600000e-08
859,329895,3.2989500000e-08
860,327624,3.2762400000e-08
861,325705,3.2570500000e-08
862,324979,3.2497900000e-08
863,322954,3.2295400000e-08
864,320094,3.2009400000e-08
865,319776,3.1977600000e-08
866,318539,3.1853900000e-08
867,316122,3.1612200000e-08
868,315024,3.1502400000e-08
869,313813,3.1381300000e-08
870,313150,3.1315000000e-08
871,309267,3.0926700000e-08
872,307221,3.0722100000e-08
873,306517,3.0651700000e-08
874,305423,3.0542300000e-08
875,302949,3.0294900000e-08
876,301980,3.0198000000e-08
877,299618,2.9961800000e-08
878,298884,2.9888400000e-08
879,296607,2.9660700000e-08
880,295928,2.9592800000e-08
881,292820,2.9282000000e-08
882,291762,2.9176200000e-08
883,289377,2.8937700000e-08
884,289255,2.8925500000e-08
885,287257,2.8725700000e-08
