L,rho,mean_density,std_density
140,0.2593890,6.0541337464e-02,1.5687792306e-02
140,0.2595910,5.7467345481e-02,1.5757374082e-02
140,0.2597530,5.3294776603e-02,1.6191572851e-02
140,0.2598740,5.2269971939e-02,1.6120944629e-02
140,0.2599550,5.1615150146e-02,1.6281676224e-02
140,0.2599950,5.0701709913e-02,1.6570672384e-02
140,0.2600050,5.0789629373e-02,1.6216606577e-02
140,0.2600450,4.9797557580e-02,1.6381055832e-02
140,0.2601260,4.9359490525e-02,1.5932827967e-02
140,0.2602470,4.7162522230e-02,1.6154830327e-02
140,0.2604090,4.4055217201e-02,1.5724461970e-02
140,0.2606110,4.0767559402e-02,1.5383213615e-02
140,0.2608540,3.7474053936e-02,1.4760909656e-02
140,0.2611360,3.2985373542e-02,1.3836985779e-02
140,0.2614600,2.9830909985e-02,1.2893991234e-02
140,0.2618230,2.6096645773e-02,1.2100689000e-02
140,0.2622270,2.2200751093e-02,1.0204264064e-02
140,0.2626720,1.8483262026e-02,9.4710349457e-03
140,0.2631560,1.5387692420e-02,7.6285716447e-03
140,0.2636820,1.3041564140e-02,6.4550607958e-03
140,0.2642470,1.0493018222e-02,4.8855139211e-03
140,0.2648530,8.7632467201e-03,3.8891061969e-03
140,0.2655000,7.1442561953e-03,3.2863690861e-03
140,0.2661870,5.8041337464e-03,2.5576739355e-03
140,0.2669140,4.8729358601e-03,2.0163578231e-03
140,0.2676820,4.1149329446e-03,1.6033633972e-03
140,0.2684900,3.4214059767e-03,1.1831518997e-03
140,0.2693380,2.9364092566e-03,1.1527733966e-03
140,0.2702270,2.5162911808e-03,8.5783056816e-04
140,0.2711560,2.1523345481e-03,6.9214606526e-04
140,0.2721260,1.8522000729e-03,5.7085091795e-04
140,0.2731360,1.6280320700e-03,4.9733153811e-04
140,0.2741870,1.4112842566e-03,4.3110123317e-04
140,0.2752770,1.2365506560e-03,3.6707113667e-04
140,0.2764090,1.0886964286e-03,3.0337611716e-04
140,0.2775800,9.5555648688e-04,2.5349234508e-04
140,0.2787920,8.3892091837e-04,2.2073748821e-04
140,0.2800450,7.4279409621e-04,1.8945208598e-04
140,0.2813380,6.5988483965e-04,1.6326326587e-04
140,0.2826710,6.0058892128e-04,1.4018909764e-04
140,0.2840450,5.3995772595e-04,1.3212227474e-04
140,0.2854590,4.7698360058e-04,1.0869841355e-04
140,0.2869130,4.4159548105e-04,1.0726080565e-04
140,0.2884080,3.9478790087e-04,9.2731015963e-05
140,0.2899440,3.6004081633e-04,7.9762011259e-05
140,0.2915190,3.2729956268e-04,7.4434846965e-05
140,0.2931360,2.9614467930e-04,6.2564683779e-05
140,0.2947920,2.6845116618e-04,5.4653352923e-05
140,0.2964890,2.4777587464e-04,5.3220484820e-05
140,0.2982260,2.2522048105e-04,4.6405757354e-05
140,0.3000040,2.0783090379e-04,4.1101307966e-05
140,0.3018220,1.9552988338e-04,4.1009300247e-05
140,0.3036810,1.7532725948e-04,3.3225921164e-05
140,0.3055800,1.6404446064e-04,3.1645428583e-05
140,0.3075190,1.5068294461e-04,2.8023144726e-05
140,0.3094990,1.4063046647e-04,2.7401627248e-05
140,0.3115190,1.2970298834e-04,2.4752931256e-05
140,0.3135790,1.2081158892e-04,2.4115315565e-05
140,0.3156800,1.1319460641e-04,2.0068023856e-05
140,0.3178220,1.0527332362e-04,2.0122701247e-05
140,0.3200040,9.8361516035e-05,1.7873723426e-05
140,0.3222260,9.1626457726e-05,1.6682517848e-05
140,0.3244880,8.5413629738e-05,1.5229636638e-05
140,0.3267910,8.0051384840e-05,1.3452666768e-05
140,0.3291350,7.4866618076e-05,1.4101359082e-05
140,0.3315180,7.0673469388e-05,1.2528584305e-05
140,0.3339430,6.5725583090e-05,1.1316004339e-05
140,0.3364070,6.2548469388e-05,1.0606298137e-05
140,0.3389120,5.8677113703e-05,9.8771549299e-06
140,0.3414580,5.5230320700e-05,9.0563629266e-06
140,0.3440430,5.2215014577e-05,8.7233869632e-06
140,0.3466700,4.8889212828e-05,8.0736577655e-06
140,0.3493360,4.6034256560e-05,7.7372922305e-06
140,0.3520430,4.3914358601e-05,7.4591923534e-06
140,0.3547910,4.1412536443e-05,6.8154096229e-06
140,0.3575780,3.9110787172e-05,6.1397740087e-06
140,0.3604070,3.7306851312e-05,6.3175761807e-06
140,0.3632750,3.5110422741e-05,5.6395975828e-06
140,0.3661840,3.3466836735e-05,5.7791424195e-06
140,0.3691340,3.1721209913e-05,5.1351118802e-06
140,0.3721230,3.0205174927e-05,4.9716698053e-06
140,0.3751540,2.8569241983e-05,4.4961861377e-06
140,0.3782240,2.7269314869e-05,4.5078727047e-06
140,0.3813350,2.5754373178e-05,4.2484818789e-06
140,0.3844870,2.4420189504e-05,3.9125572003e-06
140,0.3876790,2.3280976676e-05,3.8472524962e-06
140,0.3909110,2.2348396501e-05,3.6171183450e-06
140,0.3941830,2.1214650146e-05,3.4853376712e-06
140,0.3974970,2.0178935860e-05,3.5796997510e-06
140,0.4008500,1.9271865889e-05,3.0370521938e-06
140,0.4042440,1.8413629738e-05,2.9237598237e-06
140,0.4076780,1.7534620991e-05,2.9654015365e-06
140,0.4111530,1.6803206997e-05,2.7432357412e-06
140,0.4146680,1.5961370262e-05,2.6700966665e-06
140,0.4182230,1.5332361516e-05,2.5510937099e-06
140,0.4218190,1.4510932945e-05,2.3828601840e-06
140,0.4254550,1.4083819242e-05,2.4285109444e-06
140,0.4291320,1.3325072886e-05,2.2709054437e-06
140,0.4328490,1.2790816327e-05,2.2174209882e-06
140,0.4366070,1.2258746356e-05,2.1822404526e-06
140,0.4404050,1.1592201166e-05,1.8501680527e-06
140,0.4442430,1.1138119534e-05,1.9135266724e-06
140,0.4481220,1.0809402332e-05,1.9924799215e-06
140,0.4520410,1.0257288630e-05,1.7776893221e-06
140,0.4560000,9.7981049563e-06,1.7384185641e-06
140,0.4600000,9.3542274052e-06,1.6116681627e-06
160,0.0600000,8.8377403418e-01,6.2598082394e-04
160,0.0640000,8.7002931543e-01,6.4102561521e-04
160,0.0679590,8.5601652539e-01,6.5473173546e-04
160,0.0718780,8.4167123511e-01,7.0456749122e-04
160,0.0757570,8.2722817163e-01,7.0609028123e-04
160,0.0795950,8.1248026855e-01,7.2403120794e-04
160,0.0833930,7.9772949707e-01,7.4029088116e-04
160,0.0871510,7.8286836304e-01,7.6105852464e-04
160,0.0908680,7.6799480371e-01,7.7805744672e-04
160,0.0945450,7.5313314722e-01,8.1011307403e-04
160,0.0981810,7.3832992505e-01,8.2185953749e-04
160,0.1017770,7.2353814648e-01,8.3209938395e-04
160,0.1053320,7.0880317163e-01,8.7812032649e-04
160,0.1088470,6.9418453149e-01,8.9824851182e-04
160,0.1123220,6.7973015942e-01,9.7896265614e-04
160,0.1157560,6.6532008765e-01,1.0842681177e-03
160,0.1191500,6.5101801636e-01,1.2190061857e-03
160,0.1225030,6.3646822314e-01,1.5439503992e-03
160,0.1258170,6.2213069873e-01,1.6647919020e-03
160,0.1290890,6.0759486377e-01,1.5992642936e-03
160,0.1323210,5.9353943091e-01,1.4421090316e-03
160,0.1355130,5.7979332739e-01,1.2584738909e-03
160,0.1386650,5.6648955493e-01,1.1856623894e-03
160,0.1417760,5.5339530835e-01,1.1419505317e-03
160,0.1448460,5.4068515234e-01,1.1231622226e-03
160,0.1478770,5.2817215503e-01,1.1603215175e-03
160,0.1508660,5.1586791382e-01,1.0889379076e-03
160,0.1538160,5.0382105371e-01,1.0847138589e-03
160,0.1567250,4.9201050049e-01,1.1067455028e-03
160,0.1595930,4.8042696240e-01,1.0759178200e-03
160,0.1624220,4.6912169507e-01,1.0508033563e-03
160,0.1652090,4.5801468164e-01,1.0097399764e-03
160,0.1679570,4.4722777710e-01,1.0298130172e-03
160,0.1706640,4.3665438232e-01,1.0123725622e-03
160,0.1733300,4.2628141504e-01,1.0215490494e-03
160,0.1759570,4.1622655591e-01,9.8563833054e-04
160,0.1785420,4.0637309106e-01,1.0373049823e-03
160,0.1810880,3.9674849536e-01,9.7887777978e-04
160,0.1835930,3.8734009351e-01,9.9095252710e-04
160,0.1860570,3.7823234692e-01,9.4643712998e-04
160,0.1884820,3.6929810571e-01,9.9567946998e-04
160,0.1908650,3.6069320264e-01,9.6366923758e-04
160,0.1932090,3.5217434375e-01,9.5487968432e-04
160,0.1955120,3.4390010693e-01,9.6177520753e-04
160,0.1977740,3.3591528198e-01,9.3809018298e-04
160,0.1999960,3.2803976514e-01,9.2981190951e-04
160,0.2021780,3.2035610498e-01,9.5456056674e-04
160,0.2043200,3.1296328271e-01,9.4573440698e-04
160,0.2064210,3.0562029663e-01,9.1967195634e-04
160,0.2084810,2.9858737061e-01,9.6565930331e-04
160,0.2105010,2.9160975317e-01,9.1524250926e-04
160,0.2124810,2.8487269849e-01,9.8026528870e-04
160,0.2144200,2.7816750000e-01,9.7278746047e-04
160,0.2163190,2.7181656616e-01,9.6849596969e-04
160,0.2181780,2.6540011646e-01,9.7913829656e-04
160,0.2199960,2.5921464185e-01,9.3387075817e-04
160,0.2217740,2.5321347827e-01,9.5056508554e-04
160,0.2235110,2.4718908228e-01,9.9413207643e-04
160,0.2252080,2.4140602881e-01,9.8337190943e-04
160,0.2268640,2.3567288794e-01,1.0469977143e-03
160,0.2284810,2.3004237134e-01,9.8642961155e-04
160,0.2300560,2.2448697510e-01,1.0472785705e-03
160,0.2315920,2.1898719409e-01,1.0768451497e-03
160,0.2330870,2.1367362769e-01,1.1555860992e-03
160,0.2345410,2.0838477271e-01,1.1230789049e-03
160,0.2359550,2.0322600952e-01,1.1095578260e-03
160,0.2373290,1.9793001318e-01,1.1969066327e-03
160,0.2386620,1.9286637158e-01,1.2782323632e-03
160,0.2399550,1.8779711475e-01,1.3102691636e-03
160,0.2412080,1.8263260937e-01,1.3820682241e-03
160,0.2424200,1.7756417603e-01,1.4187136873e-03
160,0.2435910,1.7256517603e-01,1.5012593828e-03
160,0.2447230,1.6764780347e-01,1.5661773293e-03
160,0.2458130,1.6253601343e-01,1.7111633625e-03
160,0.2468640,1.5753230518e-01,1.8916230091e-03
160,0.2478740,1.5247111792e-01,2.0036425043e-03
160,0.2488440,1.4754756128e-01,2.0416470851e-03
160,0.2497730,1.4236107251e-01,2.3828831496e-03
160,0.2506620,1.3719854248e-01,2.6010985064e-03
160,0.2515100,1.3196727661e-01,2.7339050790e-03
160,0.2523180,1.2670677124e-01,3.1125053168e-03
160,0.2530860,1.2129483398e-01,3.3934505246e-03
160,0.2538130,1.1576414111e-01,3.9711041979e-03
160,0.2545000,1.1020416235e-01,4.2588770499e-03
160,0.2551470,1.0461615771e-01,4.9456641104e-03
160,0.2557530,9.8430140869e-02,5.7156677047e-03
160,0.2563180,9.2642425293e-02,6.9452948292e-03
160,0.2568440,8.6230391602e-02,8.2693468369e-03
160,0.2573280,7.9507937256e-02,1.0902290079e-02
160,0.2577730,7.2410261230e-02,1.1955812168e-02
160,0.2581770,6.5591285889e-02,1.3540164176e-02
160,0.2585400,5.8364761963e-02,1.4921023622e-02
160,0.2588640,5.2317089355e-02,1.4972038364e-02
160,0.2591460,4.7745251465e-02,1.5297077112e-02
160,0.2593890,4.2728288574e-02,1.5054489485e-02
160,0.2595910,4.0493982422e-02,1.4671403314e-02
160,0.2597530,3.7735500000e-02,1.4617862315e-02
160,0.2598740,3.4541402100e-02,1.4109934416e-02
160,0.2599550,3.4145889648e-02,1.3864395850e-02
160,0.2599950,3.3189604980e-02,1.3723025599e-02
160,0.2600050,3.3683885986e-02,1.3672982408e-02
160,0.2600450,3.2837442627e-02,1.3484093727e-02
160,0.2601260,3.1978552490e-02,1.3425956832e-02
160,0.2602470,3.0987201172e-02,1.2885669062e-02
160,0.2604090,2.7365369629e-02,1.2191061017e-02
160,0.2606110,2.5903214111e-02,1.1510178302e-02
160,0.2608540,2.2541784180e-02,1.0492499592e-02
160,0.2611360,2.0348205322e-02,9.8647469891e-03
160,0.2614600,1.7144572754e-02,8.5894224713e-03
160,0.2618230,1.4605919922e-02,7.0608962050e-03
160,0.2622270,1.2259763672e-02,5.8704306198e-03
160,0.2626720,1.0198446533e-02,4.9193871905e-03
160,0.2631560,8.5454956055e-03,3.9003193242e-03
160,0.2636820,7.2049748535e-03,3.3773979993e-03
160,0.2642470,5.7856513672e-03,2.5015393174e-03
160,0.2648530,4.8910637207e-03,2.0762408462e-03
160,0.2655000,4.0760827637e-03,1.6983307140e-03
160,0.2661870,3.4120524902e-03,1.3186514576e-03
160,0.2669140,2.8711870117e-03,1.1082363396e-03
160,0.2676820,2.3943173828e-03,7.9052685979e-04
160,0.2684900,2.1156557617e-03,7.0759739186e-04
160,0.2693380,1.7867521973e-03,5.7996677358e-04
160,0.2702270,1.5333908691e-03,4.7160329017e-04
160,0.2711560,1.3321408691e-03,4.0021294747e-04
160,0.2721260,1.1673566895e-03,3.4298543485e-04
160,0.2731360,1.0099853516e-03,2.7872605003e-04
160,0.2741870,8.8727221680e-04,2.4644700914e-04
160,0.2752770,7.8223632812e-04,2.0411576895e-04
160,0.2764090,6.9448999023e-04,1.8054592461e-04
160,0.2775800,6.0213281250e-04,1.4555815229e-04
160,0.2787920,5.4924633789e-04,1.3718871354e-04
160,0.2800450,4.8608007812e-04,1.1806441558e-04
160,0.2813380,4.3499902344e-04,1.0326662409e-04
160,0.2826710,3.8593359375e-04,8.0469778608e-05
160,0.2840450,3.4793945312e-04,7.4319550336e-05
160,0.2854590,3.1678222656e-04,7.2642456878e-05
160,0.2869130,2.8149267578e-04,5.6759224715e-05
160,0.2884080,2.5645190430e-04,5.2399778226e-05
160,0.2899440,2.3474291992e-04,4.8616300760e-05
160,0.2915190,2.1295947266e-04,4.2380656861e-05
160,0.2931360,1.9670361328e-04,3.9321470353e-05
160,0.2947920,1.7850854492e-04,3.7098457545e-05
160,0.2964890,1.6540283203e-04,3.4420851472e-05
160,0.2982260,1.5019238281e-04,2.8547960166e-05
160,0.3000040,1.3929077148e-04,2.7015863764e-05
160,0.3018220,1.2774389648e-04,2.4124478714e-05
160,0.3036810,1.1822851563e-04,2.1175345814e-05
160,0.3055800,1.0940551758e-04,1.9811576796e-05
160,0.3075190,1.0061059570e-04,1.7557253504e-05
160,0.3094990,9.4942626953e-05,1.8640042827e-05
160,0.3115190,8.7173583984e-05,1.5562621593e-05
160,0.3135790,8.1376464844e-05,1.4653333484e-05
160,0.3156800,7.5384277344e-05,1.2797727032e-05
160,0.3178220,7.0525634766e-05,1.2568811015e-05
160,0.3200040,6.6187988281e-05,1.1613286742e-05
160,0.3222260,6.1590087891e-05,1.0361031490e-05
160,0.3244880,5.8037353516e-05,9.8107877774e-06
160,0.3267910,5.4602783203e-05,9.7065123483e-06
160,0.3291350,5.0704833984e-05,8.7835846882e-06
160,0.3315180,4.7582275391e-05,8.0948224885e-06
160,0.3339430,4.4615722656e-05,7.4441814864e-06
160,0.3364070,4.1849365234e-05,6.6446483990e-06
160,0.3389120,3.9492919922e-05,6.4878451289e-06
160,0.3414580,3.7189941406e-05,6.1606365203e-06
160,0.3440430,3.5569824219e-05,6.0396776959e-06
160,0.3466700,3.3089355469e-05,5.3230990200e-06
160,0.3493360,3.1390869141e-05,5.2874009863e-06
160,0.3520430,2.9812255859e-05,4.6382778860e-06
160,0.3547910,2.8073730469e-05,4.8460401228e-06
160,0.3575780,2.6761962891e-05,4.0972173363e-06
160,0.3604070,2.5357177734e-05,4.0191822772e-06
160,0.3632750,2.3794921875e-05,3.7999192581e-06
160,0.3661840,2.2510009766e-05,3.4886029427e-06
160,0.3691340,2.1549560547e-05,3.5049251151e-06
160,0.3721230,2.0447021484e-05,3.3312717569e-06
160,0.3751540,1.9504638672e-05,3.1015000709e-06
160,0.3782240,1.8595214844e-05,3.0033905817e-06
160,0.3813350,1.7734130859e-05,2.8781547549e-06
160,0.3844870,1.6646240234e-05,2.4951304575e-06
160,0.3876790,1.5901855469e-05,2.5384291108e-06
160,0.3909110,1.5188964844e-05,2.4562561559e-06
160,0.3941830,1.4496337891e-05,2.3459725459e-06
160,0.3974970,1.3671142578e-05,2.1031689797e-06
160,0.4008500,1.3138427734e-05,2.0937357518e-06
160,0.4042440,1.2635742188e-05,2.0595756375e-06
160,0.4076780,1.1992187500e-05,1.9135953372e-06
160,0.4111530,1.1450439453e-05,1.9134021944e-06
160,0.4146680,1.0927490234e-05,1.7153362531e-06
160,0.4182230,1.0449951172e-05,1.7187949261e-06
160,0.4218190,9.9870605469e-06,1.5700795584e-06
160,0.4254550,9.5908203125e-06,1.5626782125e-06
160,0.4291320,9.1057128906e-06,1.5054351367e-06
160,0.4328490,8.6909179687e-06,1.4018093781e-06
160,0.4366070,8.3554687500e-06,1.3867493532e-06
160,0.4404050,7.9846191406e-06,1.2758999052e-06
160,0.4442430,7.6708984375e-06,1.3047620558e-06
160,0.4481220,7.3732910156e-06,1.2123394880e-06
160,0.4520410,6.9973144531e-06,1.1319302774e-06
160,0.4560000,6.6542968750e-06,1.0587504929e-06
160,0.4600000,6.4350585938e-06,1.0655790481e-06
180,0.0600000,8.8363966770e-01,5.0280469198e-04
180,0.0640000,8.6985266375e-01,5.1764936160e-04
180,0.0679590,8.5580034431e-01,5.6671487390e-04
180,0.0718780,8.4147478395e-01,5.8272485814e-04
180,0.0757570,8.2693889575e-01,6.0567016429e-04
180,0.0795950,8.1227953155e-01,6.1017983447e-04
180,0.0833930,7.9748236094e-01,6.3870424178e-04
180,0.0871510,7.8258908882e-01,6.2393076562e-04
180,0.0908680,7.6771470439e-01,6.8402490021e-04
180,0.0945450,7.5281697462e-01,6.8681477613e-04
180,0.0981810,7.3797207339e-01,6.9343294297e-04
180,0.1017770,7.2316938134e-01,6.7812481580e-04
180,0.1053320,7.0847556944e-01,6.8691172369e-04
180,0.1088470,6.9388487294e-01,7.3180275815e-04
180,0.1123220,6.7940596536e-01,7.4040864572e-04
180,0.1157560,6.6510039781e-01,7.2689878019e-04
180,0.1191500,6.5093713203e-01,7.8195254265e-04
180,0.1225030,6.3693448337e-01,8.0482873595e-04
180,0.1258170,6.2305104698e-01,8.2293802055e-04
180,0.1290890,6.0927384499e-01,9.6738487020e-04
180,0.1323210,5.9560709242e-01,1.0518457597e-03
180,0.1355130,5.8197088529e-01,1.2097882008e-03
180,0.1386650,5.6847476200e-01,1.1865426510e-03
180,0.1417760,5.5523087106e-01,1.1870150349e-03
180,0.1448460,5.4220233350e-01,1.1245017376e-03
180,0.1478770,5.2941869342e-01,1.0476073449e-03
180,0.1508660,5.1704088409e-01,1.0177478436e-03
180,0.1538160,5.0491978704e-01,9.5348116617e-04
180,0.1567250,4.9311121365e-01,9.2647252697e-04
180,0.1595930,4.8144427589e-01,8.7582101528e-04
180,0.1624220,4.7014315638e-01,8.8590204581e-04
180,0.1652090,4.5903153361e-01,8.8226262393e-04
180,0.1679570,4.4825628841e-01,8.2443219698e-04
180,0.1706640,4.3766933282e-01,8.7129775998e-04
180,0.1733300,4.2736104921e-01,8.2217217567e-04
180,0.1759570,4.1723032459e-01,8.0580374328e-04
180,0.1785420,4.0742815021e-01,8.1713354892e-04
180,0.1810880,3.9774609191e-01,8.2202688405e-04
180,0.1835930,3.8841635751e-01,7.8391092581e-04
180,0.1860570,3.7931128292e-01,7.9108185225e-04
180,0.1884820,3.7030980761e-01,7.7084004992e-04
180,0.1908650,3.6166230521e-01,7.6346138411e-04
180,0.1932090,3.5320858848e-01,8.1703782033e-04
180,0.1955120,3.4489471382e-01,8.0055808830e-04
180,0.1977740,3.3684669479e-01,7.8072485019e-04
180,0.1999960,3.2901455367e-01,7.6911700806e-04
180,0.2021780,3.2133701063e-01,7.5713383992e-04
180,0.2043200,3.1392281722e-01,8.0437612085e-04
180,0.2064210,3.0656516958e-01,7.6181990536e-04
180,0.2084810,2.9944322857e-01,7.2328437467e-04
180,0.2105010,2.9250657287e-01,7.7877641323e-04
180,0.2124810,2.8569300326e-01,7.5358101584e-04
180,0.2144200,2.7909015809e-01,7.8858510054e-04
180,0.2163190,2.7268997119e-01,7.7722619540e-04
180,0.2181780,2.6629565466e-01,7.7310726551e-04
180,0.2199960,2.6005441615e-01,8.1240446274e-04
180,0.2217740,2.5402832236e-01,8.0422191482e-04
180,0.2235110,2.4806777315e-01,8.0632738071e-04
180,0.2252080,2.4223709294e-01,7.8116007663e-04
180,0.2268640,2.3654292095e-01,8.4326693478e-04
180,0.2284810,2.3087449040e-01,8.7250895380e-04
180,0.2300560,2.2535467438e-01,8.3929008343e-04
180,0.2315920,2.1991589575e-01,8.5744092941e-04
180,0.2330870,2.1460272822e-01,9.0170046144e-04
180,0.2345410,2.0931111180e-01,8.9243307927e-04
180,0.2359550,2.0407023268e-01,9.4548740853e-04
180,0.2373290,1.9895959774e-01,9.6692633176e-04
180,0.2386620,1.9387901337e-01,9.9354803880e-04
180,0.2399550,1.8880382939e-01,1.0815340281e-03
180,0.2412080,1.8377137500e-01,1.1129244034e-03
180,0.2424200,1.7883700189e-01,1.1643094845e-03
180,0.2435910,1.7391862740e-01,1.2447667898e-03
180,0.2447230,1.6891076989e-01,1.2985820504e-03
180,0.2458130,1.6402359688e-01,1.4453822753e-03
180,0.2468640,1.5913343913e-01,1.4157625905e-03
180,0.2478740,1.5425111780e-01,1.5193200266e-03
180,0.2488440,1.4922754921e-01,1.6293901423e-03
180,0.2497730,1.4445998251e-01,1.7425842597e-03
180,0.2506620,1.3931945405e-01,1.9661724459e-03
180,0.2515100,1.3431343844e-01,2.1550691894e-03
180,0.2523180,1.2912885545e-01,2.3807259760e-03
180,0.2530860,1.2425559019e-01,2.5257337268e-03
180,0.2538130,1.1890759105e-01,2.8977355240e-03
180,0.2545000,1.1370862894e-01,3.1194653782e-03
180,0.2551470,1.0855827846e-01,3.6052613272e-03
180,0.2557530,1.0306158368e-01,4.1518970164e-03
180,0.2563180,9.7304706790e-02,4.8387018499e-03
180,0.2568440,9.1764491084e-02,5.6670859580e-03
180,0.2573280,8.5933044925e-02,6.8148746156e-03
180,0.2577730,7.9869610082e-02,8.0223169419e-03
180,0.2581770,7.3882541667e-02,9.5169548656e-03
180,0.2585400,6.7988675240e-02,1.1612247276e-02
180,0.2588640,6.1222587963e-02,1.3033268204e-02
180,0.2591460,5.6606952675e-02,1.3291654871e-02
180,0.2593890,5.1429963134e-02,1.4288926976e-02
180,0.2595910,4.7120760974e-02,1.4158935820e-02
180,0.2597530,4.3714995370e-02,1.4510284639e-02
180,0.2598740,4.1513627401e-02,1.3879016512e-02
180,0.2599550,3.9596913409e-02,1.4341224751e-02
180,0.2599950,3.9094695302e-02,1.4139816604e-02
180,0.2600050,3.9743734396e-02,1.3957403251e-02
180,0.2600450,3.8810049897e-02,1.4119364324e-02
180,0.2601260,3.7379498800e-02,1.3846465997e-02
180,0.2602470,3.4976314472e-02,1.3297412650e-02
180,0.2604090,3.2000514746e-02,1.3045758773e-02
180,0.2606110,2.8993479938e-02,1.2246674096e-02
180,0.2608540,2.5725498114e-02,1.1897093154e-02
180,0.2611360,2.2054321331e-02,1.0164263921e-02
180,0.2614600,1.8551310357e-02,9.0223486624e-03
180,0.2618230,1.5096402435e-02,7.3607511243e-03
180,0.2622270,1.2781101337e-02,6.4289782574e-03
180,0.2626720,1.0020888546e-02,5.0825304521e-03
180,0.2631560,8.2193569959e-03,3.9903572221e-03
180,0.2636820,6.5847671468e-03,2.9720401011e-03
180,0.2642470,5.3265138889e-03,2.4405082309e-03
180,0.2648530,4.3541586077e-03,1.8642506499e-03
180,0.2655000,3.5972914952e-03,1.4418792268e-03
180,0.2661870,2.9215521262e-03,1.1719299540e-03
180,0.2669140,2.4286268861e-03,8.4591383243e-04
180,0.2676820,2.0003724280e-03,6.3329588917e-04
180,0.2684900,1.7456560357e-03,5.7583286178e-04
180,0.2693380,1.4426483196e-03,4.4654910636e-04
180,0.2702270,1.2431327160e-03,3.6723812598e-04
180,0.2711560,1.0669348422e-03,2.9224542263e-04
180,0.2721260,9.1111282579e-04,2.6042019012e-04
180,0.2731360,8.0521484911e-04,2.3303012785e-04
180,0.2741870,6.9204303841e-04,1.8196254364e-04
180,0.2752770,6.1037088477e-04,1.5183330414e-04
180,0.2764090,5.3349108368e-04,1.3515659633e-04
180,0.2775800,4.6972067901e-04,1.1111329652e-04
180,0.2787920,4.1941323731e-04,9.8225316002e-05
180,0.2800450,3.7235390947e-04,8.5613117514e-05
180,0.2813380,3.2979921125e-04,7.0923907548e-05
180,0.2826710,2.9831515775e-04,6.6834206332e-05
180,0.2840450,2.6762568587e-04,6.0451166839e-05
180,0.2854590,2.4022822359e-04,5.0206825038e-05
180,0.2869130,2.1736351166e-04,4.2974941831e-05
180,0.2884080,1.9654698217e-04,3.8781184303e-05
180,0.2899440,1.7749451303e-04,3.5331091560e-05
180,0.2915190,1.6014008916e-04,3.3182257682e-05
180,0.2931360,1.4657133059e-04,2.9171053121e-05
180,0.2947920,1.3424777092e-04,2.4449809988e-05
180,0.2964890,1.2162139918e-04,2.3013577994e-05
180,0.2982260,1.1227589163e-04,2.1150398324e-05
180,0.3000040,1.0395490398e-04,1.8828997495e-05
180,0.3018220,9.5093964335e-05,1.7085070947e-05
180,0.3036810,8.8691872428e-05,1.6822211130e-05
180,0.3055800,8.1096021948e-05,1.4456212891e-05
180,0.3075190,7.4644375857e-05,1.2667717337e-05
180,0.3094990,6.9942043896e-05,1.2287529277e-05
180,0.3115190,6.4727194787e-05,1.1269559982e-05
180,0.3135790,6.0534293553e-05,1.0206277413e-05
180,0.3156800,5.5819958848e-05,9.4539964763e-06
180,0.3178220,5.2657921811e-05,8.6609941053e-06
180,0.3200040,4.8589163237e-05,7.7561896322e-06
180,0.3222260,4.5590534979e-05,7.6659640738e-06
180,0.3244880,4.2712962963e-05,7.3621748613e-06
180,0.3267910,4.0028292181e-05,6.4500716246e-06
180,0.3291350,3.7226851852e-05,6.0127893325e-06
180,0.3315180,3.5162722908e-05,5.4691181240e-06
180,0.3339430,3.2979938272e-05,5.2012424536e-06
180,0.3364070,3.0953017833e-05,4.7454510726e-06
180,0.3389120,2.9207475995e-05,4.4876876422e-06
180,0.3414580,2.7691529492e-05,4.4144075013e-06
180,0.3440430,2.6030864198e-05,4.3074007979e-06
180,0.3466700,2.4572530864e-05,3.8455703221e-06
180,0.3493360,2.3097565158e-05,3.4491454650e-06
180,0.3520430,2.1771604938e-05,3.2936329389e-06
180,0.3547910,2.0506001372e-05,3.2195497088e-06
180,0.3575780,1.9503429355e-05,3.0336735854e-06
180,0.3604070,1.8489711934e-05,2.8071832621e-06
180,0.3632750,1.7456275720e-05,2.6645725032e-06
180,0.3661840,1.6538065844e-05,2.4912767353e-06
180,0.3691340,1.5846364883e-05,2.5125904873e-06
180,0.3721230,1.5038065844e-05,2.3765778248e-06
180,0.3751540,1.4188100137e-05,2.0820167435e-06
180,0.3782240,1.3462791495e-05,2.0012850000e-06
180,0.3813350,1.2767832647e-05,1.8531735554e-06
180,0.3844870,1.2233710562e-05,1.9190498035e-06
180,0.3876790,1.1634087791e-05,1.7506640386e-06
180,0.3909110,1.1123799726e-05,1.7055149908e-06
180,0.3941830,1.0647119342e-05,1.7205417899e-06
180,0.3974970,1.0103223594e-05,1.5295646932e-06
180,0.4008500,9.6812414266e-06,1.5072443564e-06
180,0.4042440,9.1308299040e-06,1.3879147691e-06
180,0.4076780,8.7728052126e-06,1.3724538513e-06
180,0.4111530,8.3040123457e-06,1.2544476502e-06
180,0.4146680,7.9422153635e-06,1.1968061666e-06
180,0.4182230,7.6664951989e-06,1.1953342267e-06
180,0.4218190,7.3561385460e-06,1.1627132739e-06
180,0.4254550,6.9384430727e-06,1.0747729529e-06
180,0.4291320,6.7239368999e-06,1.0734238655e-06
180,0.4328490,6.3998628258e-06,1.0138809868e-06
