# d L W rho N_samples N_thermal mean_sweeps sweeps_std dis_mR dis_mAbsR dis_mR2 dis_mR3 dis_mAbsR3 dis_mR4 q_EA dis_mAbsR_sq dis_mR_p4 dis_mAbsR_p4 dis_mR2_sq chi_th_abs chi_dis_abs chi_tot_abs chi_tot_abs_sem_jk chi_th_R chi_dis_R chi_tot_R U4 U_EA U_EA_abs U22 acf_probe_warn_count acf_probe_warn_frac
3 100 100 0.1237500000 5000 128 3.0819356061 6.1351493206 0.0244653436 0.9747291046 0.9500988762 0.0232554405 0.9260930201 0.9026956571 0.9485965384 0.9500987546 0.9012517847 0.9026949638 0.9026951949 0.1216646557 1.9272664124 2.0489310711 0.0431582593 1502.3378407314 947997.9853658279 949500.3232065593 0.6666637929 0.6661419810 0.6666639635 0.6666639635 0 0.0000000000
3 100 100 0.1256250000 5000 128 2.1303741215 2.1147664491 0.0258403476 0.9717692764 0.9443382736 0.0244315322 0.9176842580 0.8917851445 0.9437815258 0.9443381228 0.8912473762 0.8917842905 0.8917845752 0.1508023383 2.5962323838 2.7470347214 0.0561096121 556.7478207301 943113.8022599405 943670.5500806706 0.6666627907 0.6664706434 0.6666630035 0.6666630035 0 0.0000000000
3 100 100 0.1275000000 5000 128 4.2632155532 4.1387619057 0.0232989343 0.9683890335 0.9377811146 0.0218949658 0.9081442926 0.8794476386 0.9366604264 0.9377809332 0.8783939902 0.8794466193 0.8794469590 0.1813264713 3.6130156336 3.7943421049 0.0807988024 1120.6881889886 936117.5860242016 937238.2742131902 0.6666612769 0.6662634613 0.6666615344 0.6666615345 0 0.0000000000
3 100 100 0.1293750000 5000 128 2.4957490182 2.4116067387 0.0191499027 0.9645363440 0.9303357288 0.0178567580 0.8973529747 0.8655445252 0.9283053288 0.9303354920 0.8636424320 0.8655432053 0.8655436452 0.2367820881 5.1331411797 5.3699232664 0.1199654013 2030.4000613681 927938.6099978592 929969.0100592274 0.6666589808 0.6659349591 0.6666593195 0.6666593197 0 0.0000000000
3 100 100 0.1312500000 5000 128 3.4546915838 1.8184251850 0.0218175756 0.9600144638 0.9216358283 0.0201114320 0.8847991745 0.8494422210 0.9198248417 0.9216355226 0.8477488708 0.8494405341 0.8494410962 0.3057217974 7.7518684452 8.0575902453 0.2710294848 1810.9866239624 919348.8350691398 921159.8216931022 0.6666550425 0.6660082829 0.6666554834 0.6666554840 0 0.0000000000
3 100 100 0.1331250000 5000 128 4.1324367720 1.2976364991 0.0220637736 0.9547013609 0.9114682116 0.0201986772 0.8702056764 0.8308232753 0.9109329283 0.9114677850 0.8303244379 0.8308209484 0.8308217237 0.4265939443 13.0965038834 13.5230978286 0.7444764961 535.2833364336 910446.1181798357 910981.4015162693 0.6666470165 0.6664555159 0.6666476381 0.6666476391 0 0.0000000000
3 100 100 0.1350000000 5000 128 5.4442410852 1.6078781889 0.0228363500 0.9482815200 0.8992597838 0.0207102984 0.8527929020 0.8087465270 0.8981874141 0.8992590877 0.8077711169 0.8087428003 0.8087440407 0.6961060664 21.2465645687 21.9426706375 0.8904091488 1072.3697255464 897665.9152018924 898738.2849274387 0.6666343632 0.6662408850 0.6666353833 0.6666353881 0 0.0000000000
3 100 100 0.1357377049 5000 128 2.0201261075 0.5042441990 0.0161940927 0.9453894695 0.8937917644 0.0146702494 0.8450386369 0.7989713807 0.8932547726 0.8937909271 0.7984804987 0.7989669300 0.7989684118 0.8372968428 29.6779720880 30.5152689297 1.8075732546 536.9917939060 892992.5239507883 893529.5157446943 0.6666217434 0.6664258650 0.6666229759 0.6666229822 0 0.0000000000
3 100 100 0.1364754098 5000 128 2.8665423274 0.7135005769 0.0177700949 0.9421900122 0.8877631595 0.0158964662 0.8365182787 0.7882664504 0.8863528000 0.8877620938 0.7870032772 0.7882608298 0.7882627006 1.0657031181 40.0747581959 41.1404613133 3.3697969270 1410.3595233684 886037.0237359751 887447.3832593436 0.6666061757 0.6660802980 0.6666077525 0.6666077617 0 0.0000000000
3 100 100 0.1372131148 5000 128 7.5682298946 1.8095816436 0.0125569229 0.9386599905 0.8811370887 0.0113343061 0.8271892409 0.7765901635 0.8804317219 0.8811358206 0.7759589811 0.7765835877 0.7765857728 1.2680647225 53.2428873005 54.5109520208 3.9351771459 705.3667593248 880274.0455953650 880979.4123546898 0.6665861266 0.6663230971 0.6665879902 0.6665880117 0 0.0000000000
3 100 100 0.1379508197 5000 128 5.1089379943 0.7545163107 0.0160087991 0.9348555783 0.8740321831 0.0141839279 0.8172361184 0.7641943745 0.8731584480 0.8740305372 0.7634212133 0.7641858932 0.7641887107 1.6459306313 75.5848924165 77.2308230467 5.3752717099 873.7350860684 872902.1663938152 873775.9014798836 0.6665522947 0.6662226607 0.6665547395 0.6665547660 0 0.0000000000
3 100 100 0.1386885246 5000 128 15.0046588932 2.1551404333 0.0236128075 0.9303302248 0.8656404253 0.0204652311 0.8055576949 0.7497402625 0.8651286410 0.8656382309 0.7492948749 0.7497293891 0.7497329969 2.1944744851 123.9036523570 126.0981268443 17.5493652683 511.7843157001 864571.0763343368 865082.8606500368 0.6664856540 0.6662893036 0.6664887999 0.6664888860 0 0.0000000000
3 100 100 0.1394262295 5000 128 8.3422866413 1.1784727312 0.0261435046 0.9253322049 0.8564319771 0.0222172373 0.7928236449 0.7340771667 0.8557459439 0.8564288137 0.7334749848 0.7340627155 0.7340674873 3.1634053381 189.1242851718 192.2876905111 24.8780088315 686.0332163158 855062.4610684869 855748.4942848027 0.6663933401 0.6661323399 0.6663974431 0.6663977390 0 0.0000000000
3 100 100 0.1401639344 5000 128 10.3733459574 1.4324387968 0.0228325489 0.9196287980 0.8459866365 0.0189309537 0.7784662556 0.7165244123 0.8446562393 0.8459824377 0.7153965982 0.7165040582 0.7165107792 4.1987999424 265.3115971395 269.5103970839 29.4180799505 1330.3971310293 844134.9140427501 845465.3111737794 0.6662796186 0.6657544554 0.6662857859 0.6662859682 0 0.0000000000
3 100 100 0.1409016393 5000 128 7.1868888934 0.9812839224 0.0150186781 0.9130577011 0.8341297371 0.0123165141 0.7623807414 0.6970895970 0.8327884000 0.8341244974 0.6959378287 0.6970653806 0.6970733915 5.2397511998 450.1318428073 455.3715940071 55.7096927225 1341.3371180303 832562.8393086724 833904.1764267026 0.6660356276 0.6655125292 0.6660430337 0.6660433914 0 0.0000000000
3 100 100 0.1416393443 5000 128 25.2833383750 3.5030333266 0.0129800081 0.9046674366 0.8193234954 0.0107156129 0.7426465125 0.6735997694 0.8175990704 0.8193100631 0.6721730807 0.6735501273 0.6735665505 13.4323047707 886.8922644566 900.3245692293 123.0023250810 1724.4250195736 817430.5897884943 819155.0148080678 0.6655202293 0.6648192387 0.6655339127 0.6655367243 0 0.0000000000
3 100 100 0.1423770492 5000 128 13.1975429327 1.8354574725 0.0204618059 0.8953055353 0.8029890410 0.0163979408 0.7211109481 0.6482329985 0.8023342419 0.8029810756 0.6476659933 0.6481972261 0.6482090257 7.9654044682 1409.0740171451 1417.0394216124 167.7144870342 654.7991546432 801915.5563742830 802570.3555289262 0.6648874874 0.6646338811 0.6648993323 0.6648998804 0 0.0000000000
3 100 100 0.1431147541 5000 128 26.1781301404 3.7968451668 0.0266181315 0.8830481129 0.7822566619 0.0209491873 0.6943928611 0.6173513604 0.7810632249 0.7822415339 0.6163880879 0.6172876989 0.6173087153 15.1279718444 2467.5642464169 2482.6922182585 273.4076213148 1193.4369977280 780354.6999724661 781548.1369701941 0.6637110370 0.6632089035 0.6637327093 0.6637342670 0 0.0000000000
3 100 100 0.1438524590 5000 128 13.0902849401 1.8939520454 0.0217630247 0.8680290024 0.7578282325 0.0165305327 0.6637584653 0.5827233882 0.7571977445 0.7578094219 0.5821799485 0.5826515662 0.5826752473 18.8106206844 4335.0729038691 4353.8835245517 426.7231213759 630.4880722818 756724.1152264074 757354.6032986892 0.6617797290 0.6615321947 0.6618046264 0.6618076706 0 0.0000000000
3 100 100 0.1445901639 5000 128 16.7760972829 2.5185527444 0.0209844140 0.8487108544 0.7274556946 0.0150584761 0.6267484970 0.5419067071 0.7264042599 0.7274125823 0.5410742522 0.5417789094 0.5418209484 43.1123700609 7102.4678617720 7145.5802318303 557.7764844576 1051.4347680828 725963.9142377538 727015.3490058366 0.6586576488 0.6581946560 0.6586976944 0.6587116675 0 0.0000000000
3 100 100 0.1453278689 5000 128 31.2598511687 4.8151499818 0.0265379600 0.8255586317 0.6930036369 0.0184993976 0.5861780945 0.4983135577 0.6916384141 0.6928818582 0.4972054157 0.4980871717 0.4981576845 121.7786942415 11334.8038730314 11456.5825672717 748.4847261796 1365.2228306069 690934.1507819990 692299.3736126060 0.6541319695 0.6535373817 0.6541675661 0.6542401575 0 0.0000000000
3 100 100 0.1460655738 5000 128 24.9652213395 4.0623549965 0.0323956952 0.7931059538 0.6473780584 0.0213886858 0.5350762434 0.4457080288 0.6456768218 0.6471904586 0.4443974012 0.4453638992 0.4454772951 187.5997861088 18173.4046668903 18361.0044530008 905.9701706503 1701.2365915787 644627.3407630858 646328.5773546644 0.6455024393 0.6446798289 0.6455707596 0.6456859553 0 0.0000000000
3 100 100 0.1468032787 5000 128 12.6925071037 2.0365497705 0.0245405821 0.7573365921 0.5980083688 0.0149082523 0.4808089525 0.3908952981 0.5970843045 0.5978652538 0.3901799718 0.3906200910 0.3907120376 143.1149871942 24306.5400791003 24449.6550662917 976.2695416736 924.0643516610 596482.0643124819 597406.1286641429 0.6356450549 0.6351852340 0.6357272422 0.6358158726 0 0.0000000000
3 100 100 0.1475409836 5000 128 18.2629564797 2.9221822225 0.0295146132 0.7134884927 0.5417887821 0.0174513598 0.4219430969 0.3335845058 0.5408338326 0.5415311002 0.3328313964 0.3331792936 0.3333171697 257.6819816560 32465.2709277404 32722.9529093945 1060.0300553116 954.9495196705 539962.7202233026 540917.6697429731 0.6211872408 0.6207065621 0.6212872367 0.6214908230 0 0.0000000000
3 100 100 0.1482786885 5000 128 19.3021634419 2.9333247461 0.0230686452 0.6647439877 0.4819346682 0.0127682647 0.3618061383 0.2772106537 0.4814478564 0.4817876209 0.2767516560 0.2769542527 0.2770381602 147.0472952160 39903.0517761015 40050.0990713165 1049.8287425486 486.8118490343 480915.6939923103 481402.5058413446 0.6021564468 0.6020115591 0.6022817595 0.6024040038 0 0.0000000000
3 100 100 0.1490163934 5000 128 27.5156687951 4.0140286203 0.0233791757 0.6117595182 0.4202414798 0.0130054638 0.3023304327 0.2233512499 0.4199161500 0.4200305757 0.2230097955 0.2230660614 0.2231612058 210.9041463545 45780.8675582584 45991.7717046133 983.4593485868 325.3298012671 419369.5641881549 419694.8939894220 0.5784303878 0.5784223985 0.5785457542 0.5787890911 0 0.0000000000
3 100 100 0.1497540984 5000 128 22.6223323136 3.1533603216 0.0196902389 0.5612445227 0.3638598295 0.0100408846 0.2498153446 0.1773072099 0.3630665564 0.3636054615 0.1768178609 0.1769888767 0.1770945247 254.3680415693 48610.0471562661 48864.4151978352 900.7370086149 793.2730723404 362678.8509243607 363472.1239967011 0.5535869131 0.5528714664 0.5537647003 0.5541223986 0 0.0000000000
3 100 100 0.1504918033 5000 128 15.0834726471 1.9232146174 0.0185377776 0.5082118858 0.3084261070 0.0078604702 0.2011178125 0.1366673833 0.3080387447 0.3081932904 0.1363475834 0.1363853051 0.1364800915 232.8166167382 49913.9695420777 50146.7861588160 789.1915587725 387.3623113130 307695.0955374101 308082.4578487231 0.5211038341 0.5210220726 0.5213699454 0.5217601231 0 0.0000000000
3 100 100 0.1512295082 5000 128 34.5920103602 4.2079672598 0.0159571919 0.4578712258 0.2595471511 0.0064740238 0.1605515291 0.1044272722 0.2588199662 0.2592949544 0.1040626284 0.1041803468 0.1042626287 252.1967155825 49648.8949956678 49901.0917112504 704.0363822608 727.1849628405 258565.3341854088 259292.5191482493 0.4832742000 0.4821809968 0.4834927615 0.4840888869 0 0.0000000000
3 100 100 0.1519672131 5000 128 22.7397244414 2.5395841886 0.0179740209 0.4084105396 0.2134206704 0.0067128478 0.1237020678 0.0761572242 0.2129107602 0.2131657758 0.0758696510 0.0759453183 0.0760169380 254.8946138146 46366.6068646185 46621.5014784323 630.8939976091 509.9102233686 212587.6947250799 213097.6049484485 0.4426642617 0.4421061028 0.4428850743 0.4436909077 0 0.0000000000
3 100 100 0.1527049180 5000 128 26.2516420820 2.7354446670 0.0169132932 0.3634993104 0.1745002535 0.0058866677 0.0945637494 0.0550137782 0.1740848841 0.1742224170 0.0547883143 0.0548004633 0.0548715490 277.8364323928 42090.6683709812 42368.5048033738 576.6314509505 415.3693596222 173798.8246368980 174214.1939965202 0.3977759525 0.3973785889 0.3981962268 0.3993329054 0 0.0000000000
3 100 100 0.1534426230 5000 128 28.7061038488 2.8550483762 0.0160952636 0.3260051758 0.1442732233 0.0044513163 0.0731554444 0.0402108930 0.1439531662 0.1440432969 0.0400621660 0.0400715001 0.0401179931 229.9264700236 37763.9222230758 37993.8486930993 540.9654902694 320.0571401828 143694.1086754097 144014.1658155925 0.3560517109 0.3555774505 0.3562336976 0.3575394351 0 0.0000000000
3 100 100 0.1541803279 5000 128 31.4450759468 2.8746870600 0.0149205600 0.2912681547 0.1188441810 0.0039525832 0.0564671047 0.0293623945 0.1186029576 0.1186319499 0.0292399827 0.0292411113 0.0292818774 212.2310830664 33794.8119481946 34007.0430312613 510.5162636767 241.2233379202 118380.3345131209 118621.5578510411 0.3070301008 0.3071091619 0.3074210588 0.3089303514 0 0.0000000000
3 100 100 0.1549180328 5000 128 28.7918810619 2.5381768907 0.0139522319 0.2631007233 0.0984419035 0.0028833730 0.0434488044 0.0211869121 0.0982104836 0.0982477837 0.0210825174 0.0210837596 0.0211181526 194.1198238460 29025.7930476962 29219.9128715424 469.8106835004 231.4199269748 98015.8187816362 98247.2387086110 0.2712368477 0.2714061299 0.2719163541 0.2736019606 0 0.0000000000
3 100 100 0.1556557377 5000 128 47.8099166514 4.1202910505 0.0140452638 0.2397127780 0.0827765030 0.0028012248 0.0340799875 0.0156402858 0.0825351439 0.0825881646 0.0155555630 0.0155581465 0.0155856726 188.3384610355 25125.9486329978 25314.2870940331 434.3189950186 241.3591036063 82337.8745090998 82579.2336127061 0.2391320715 0.2388212546 0.2396720217 0.2417888895 0 0.0000000000
3 100 100 0.1563934426 5000 128 20.5512159660 1.7276106487 0.0134024516 0.2173581917 0.0695518258 0.0023714601 0.0267979355 0.0115801029 0.0693424864 0.0693686138 0.0115121458 0.0115126855 0.0115352894 183.2119552211 22124.0303004156 22307.2422556367 398.1988181919 209.3393256675 69162.8607284529 69372.2000541204 0.2020529115 0.2019387830 0.2025024573 0.2051408644 0 0.0000000000
3 100 100 0.1571311475 5000 128 25.7608963758 2.0558637875 0.0126074675 0.1981700738 0.0581419969 0.0020727477 0.0207368211 0.0083523334 0.0579556191 0.0579734527 0.0082935153 0.0082937001 0.0083132406 168.5442038650 18702.0745052075 18870.6187090726 352.8340590410 186.3777652560 57796.6708602020 57983.0486254580 0.1764183112 0.1769498486 0.1774378127 0.1802730583 0 0.0000000000
3 100 100 0.1578688525 5000 128 37.3004939163 2.9292929897 0.0099784700 0.1806447521 0.0492844448 0.0012685366 0.0164892691 0.0062731701 0.0491102058 0.0491252024 0.0062217289 0.0062218299 0.0062388649 159.2423985589 16492.6758906883 16651.9182892472 324.6119483957 174.2389936987 49010.6358974009 49184.8748910996 0.1391131542 0.1401032167 0.1406142018 0.1438209688 0 0.0000000000
3 100 100 0.1586065574 5000 128 17.7114995057 1.3260598930 0.0091498922 0.1666771942 0.0419969999 0.0009451080 0.0130179567 0.0046023654 0.0418396390 0.0418594951 0.0045696965 0.0045698120 0.0045807081 137.5048096381 14078.2080484248 14215.7128580629 282.8025108680 157.3608931865 41755.9184913948 41913.2793845813 0.1301921776 0.1298577711 0.1306611170 0.1342852296 0 0.0000000000
3 100 100 0.1593442623 5000 128 20.3390407080 1.4999795872 0.0079795723 0.1526720860 0.0355961077 0.0006712208 0.0102428671 0.0033672652 0.0354531664 0.0354667258 0.0033401401 0.0033402223 0.0033492599 129.3819241588 12157.9599490434 12287.3418732023 246.6959212561 142.9413486464 35389.4927890663 35532.4341377127 0.1141686440 0.1142047099 0.1148600905 0.1189053323 0 0.0000000000
3 100 100 0.1600819672 5000 128 31.6912643239 2.3095566823 0.0076098416 0.1417995364 0.0306238781 0.0006273355 0.0081798885 0.0025043433 0.0304856644 0.0304998281 0.0024827768 0.0024828319 0.0024900790 124.0499857618 10392.7196280742 10516.7696138360 215.2840273707 138.2137592844 30427.7546802973 30565.9684395818 0.1098724760 0.1095180844 0.1103252256 0.1149424940 0 0.0000000000
3 100 100 0.1608196721 5000 128 55.2722872321 3.9648172130 0.0074778331 0.1324006776 0.0267613183 0.0005218731 0.0067205140 0.0019416525 0.0266292298 0.0266433208 0.0019232837 0.0019233490 0.0019294630 117.9975506611 9113.3813543247 9231.3789049859 193.1004966495 132.0885069910 26573.3118410382 26705.4003480293 0.0962771964 0.0959241131 0.0968494648 0.1019506569 0 0.0000000000
3 100 100 0.1615573770 5000 128 21.2067481598 1.4838631833 0.0063668135 0.1228959116 0.0233364843 0.0003654918 0.0055143740 0.0015009859 0.0232164414 0.0232274950 0.0014852612 0.0014852860 0.0014905290 108.9892710606 8124.0899337884 8233.0792048491 173.1152828440 120.0428732280 23175.9051022152 23295.9479754431 0.0812771785 0.0814764859 0.0823351795 0.0876776695 0 0.0000000000
3 100 100 0.1622950820 5000 128 24.2623944198 1.6752868583 0.0062527539 0.1152757674 0.0206179959 0.0003725204 0.0046112159 0.0011917744 0.0205073345 0.0205173252 0.0011795470 0.0011795729 0.0011836525 100.6706535362 7228.8226544662 7329.4933080024 157.2341169802 110.6613580766 20468.2375696250 20578.8989277016 0.0654986975 0.0650775878 0.0659674031 0.0718673305 0 0.0000000000
3 100 100 0.1630327869 5000 128 26.3405837581 1.8190337651 0.0063075396 0.1080069029 0.0181838894 0.0003380145 0.0038369047 0.0009379967 0.0180764564 0.0180858605 0.0009268864 0.0009268978 0.0009306052 98.0289591395 6420.3693998006 6518.3983589401 141.5123993462 107.4329830124 18036.6713912959 18144.1043743083 0.0544021502 0.0544627205 0.0554341908 0.0618535034 0 0.0000000000
3 100 100 0.1637704918 5000 128 24.3872899791 1.6425552078 0.0059787381 0.1018882608 0.0161579536 0.0002597882 0.0032186759 0.0007450044 0.0160633124 0.0160700867 0.0007359285 0.0007359370 0.0007389667 87.8669267363 5688.8689605124 5776.7358872488 127.3946027147 94.6411946644 16027.5670751075 16122.2082697719 0.0488153158 0.0492985627 0.0500889063 0.0565238999 0 0.0000000000
3 100 100 0.1645081967 5000 128 21.6547864602 1.4470871789 0.0052450246 0.0948546108 0.0141982591 0.0001794802 0.0026847054 0.0005905545 0.0141091447 0.0141149087 0.0005827545 0.0005827578 0.0005853529 83.3503742207 5117.5115605970 5200.8619348176 115.6532709018 89.1144236442 14081.6344171318 14170.7488407760 0.0235082880 0.0241950033 0.0249864219 0.0321093558 0 0.0000000000
3 100 100 0.1652459016 5000 128 20.5835024126 1.3957436508 0.0044642234 0.0905851639 0.0128407476 0.0001568974 0.0023057110 0.0004840361 0.0127523032 0.0127590749 0.0004779437 0.0004779487 0.0004799840 81.6727765554 4553.4029492052 4635.0757257605 105.9204613560 88.4444080284 12732.3739456663 12820.8183536947 0.0214660142 0.0203335254 0.0213630110 0.0296578419 0 0.0000000000
3 100 100 0.1659836066 5000 128 25.7436386938 1.7090040397 0.0038955250 0.0847485448 0.0113302650 0.0001509187 0.0019245202 0.0003826122 0.0112469250 0.0112528069 0.0003773786 0.0003773836 0.0003791314 77.4581062977 4070.4910288981 4147.9491351958 95.3247773112 83.3399295062 11231.7499324795 11315.0898619857 0.0065240202 0.0055374597 0.0065636343 0.0155620148 0 0.0000000000
3 100 100 0.1667213115 5000 128 33.3120636051 2.1897781353 0.0044519826 0.0807649807 0.0102385117 0.0001417703 0.0016490948 0.0003114744 0.0101619569 0.0101684871 0.0003070360 0.0003070420 0.0003085248 70.0245775739 3645.5050169903 3715.5295945642 86.1050429207 76.5548403600 10142.1367118837 10218.6915522437 0.0095615673 0.0089093835 0.0101627149 0.0189407692 0 0.0000000000
3 100 100 0.1674590164 5000 128 31.6720242824 2.0505309993 0.0043325598 0.0767514840 0.0092603450 0.0001372881 0.0014115027 0.0002512991 0.0091894736 0.0091946764 0.0002474837 0.0002474861 0.0002487576 65.6685974439 3303.8861470388 3369.5547444828 76.1455960737 70.8714663442 9170.7025040018 9241.5739703459 0.0231782398 0.0231134105 0.0242094674 0.0330573117 0 0.0000000000
3 100 100 0.1681967213 5000 128 40.0794427356 2.5814770686 0.0038184265 0.0735205678 0.0084343658 0.0001051691 0.0012223296 0.0002067769 0.0083645353 0.0083693638 0.0002034527 0.0002034549 0.0002045637 65.0020248250 2964.0898832247 3029.0919080497 68.3153715131 69.8304773163 8349.9549324110 8419.7854097273 0.0311066216 0.0306992908 0.0318070299 0.0414772537 0 0.0000000000
3 100 100 0.1689344262 5000 128 49.0984752983 3.1909404470 0.0037689123 0.0700133456 0.0077013323 0.0000805769 0.0010743638 0.0001750446 0.0076335500 0.0076386960 0.0001720007 0.0001720029 0.0001730178 62.6363228258 2736.8274512518 2799.4637740776 63.4317445392 67.7823792980 7619.3452543693 7687.1276336673 0.0162251195 0.0160890080 0.0174013700 0.0276161336 0 0.0000000000
3 100 100 0.1696721311 5000 128 18.3988323509 1.1783412593 0.0034668002 0.0670937596 0.0070672039 0.0000878571 0.0009436749 0.0001473384 0.0070027471 0.0070077947 0.0001446909 0.0001446928 0.0001455761 59.4091746039 2506.2221284075 2565.6313030114 58.3629222271 64.4567839482 6990.7283993762 7055.1851833244 0.0166693459 0.0164802046 0.0178836857 0.0284313185 0 0.0000000000
3 100 100 0.1704098361 5000 128 41.1452343778 2.5459279355 0.0031156983 0.0640686734 0.0064599226 0.0000752011 0.0008246878 0.0001230101 0.0063993759 0.0064040620 0.0001207438 0.0001207452 0.0001215001 55.8605628059 2299.2670955400 2355.1276583459 53.2588040015 60.5466522469 6389.6683413315 6450.2149935784 0.0174268677 0.0171925953 0.0186194353 0.0294882605 0 0.0000000000
3 100 100 0.1711475410 5000 128 22.1560805104 1.3497878818 0.0028064639 0.0610659037 0.0058494839 0.0000460662 0.0007112632 0.0001013068 0.0057926337 0.0057968953 0.0000994029 0.0000994040 0.0001000382 52.5885742383 2067.8507154070 2120.4392896453 48.6382794942 56.8501652796 5784.7574763388 5841.6076416184 0.0130789429 0.0125258556 0.0139664326 0.0254379804 0 0.0000000000
3 100 100 0.1718852459 5000 128 26.1242395421 1.5971930869 0.0030719733 0.0590434391 0.0054950514 0.0000609230 0.0006521411 0.0000908401 0.0054391918 0.0054429807 0.0000890300 0.0000890308 0.0000896337 52.0707105804 1956.8529999333 2008.9237105137 46.6487467191 55.8596000284 5429.7547928386 5485.6143928671 -0.0027967496 -0.0031051875 -0.0017183874 0.0105205971 0 0.0000000000
3 100 100 0.1726229508 5000 128 23.2819447757 1.4263559758 0.0025647417 0.0562355605 0.0050158874 0.0000499253 0.0005713374 0.0000761756 0.0049618251 0.0049657588 0.0000745267 0.0000745275 0.0000750773 50.1286114720 1803.3205155253 1853.4491269973 42.5106442077 54.0622752053 4955.2472118995 5009.3094871048 -0.0092504521 -0.0090378409 -0.0074515664 0.0053010040 0 0.0000000000
3 100 100 0.1733606557 5000 128 23.6779354780 1.4575721161 0.0024777454 0.0545614519 0.0046774929 0.0000524336 0.0005117839 0.0000657448 0.0046251055 0.0046285612 0.0000642965 0.0000642973 0.0000647803 48.9316849063 1651.6091463712 1700.5408312775 39.5462615953 52.3873641794 4618.9662834817 4671.3536476611 -0.0016444083 -0.0018964755 -0.0004131082 0.0130490497 0 0.0000000000
3 100 100 0.1740983607 5000 128 39.0280290697 2.3538473451 0.0026963091 0.0525339009 0.0043435430 0.0000475364 0.0004574653 0.0000565107 0.0042940199 0.0042978004 0.0000552735 0.0000552742 0.0000556867 45.7425063143 1537.9896947074 1583.7322010217 36.5659978027 49.5230398272 4286.7498272407 4336.2728670679 0.0015612798 0.0007647248 0.0025096896 0.0161203124 0 0.0000000000
3 100 100 0.1748360656 5000 128 23.0229575662 1.4064282948 0.0018062510 0.0500952718 0.0039686155 0.0000336507 0.0004016385 0.0000479021 0.0039213816 0.0039252499 0.0000468120 0.0000468127 0.0000471762 43.3655761310 1415.7136418428 1459.0792179738 34.4284711558 47.2339252131 3918.1190075909 3965.3529328041 -0.0138074889 -0.0147467183 -0.0127626861 0.0015557550 0 0.0000000000
3 100 100 0.1755737705 5000 128 23.9222873278 1.4638639812 0.0015522226 0.0489079897 0.0037487476 0.0000207565 0.0003651074 0.0000418397 0.0037025741 0.0037063999 0.0000408175 0.0000408182 0.0000411589 42.3477017520 1314.4084095668 1356.7561113187 31.6178242383 46.1735002880 3700.1646713322 3746.3381716201 0.0075802589 0.0075291387 0.0095607386 0.0237297524 0 0.0000000000
3 100 100 0.1763114754 5000 128 43.9287029679 2.6678465486 0.0014063776 0.0471093359 0.0034775837 0.0000166046 0.0003261182 0.0000359394 0.0034341969 0.0034372861 0.0000350403 0.0000350407 0.0000353401 40.2975817587 1217.9965411833 1258.2941229420 29.1411567154 43.3867948387 3432.2189578241 3475.6057526628 0.0094090533 0.0096339283 0.0114018601 0.0259280902 0 0.0000000000
3 100 100 0.1770491803 5000 128 30.3413659902 1.8232161191 0.0012729714 0.0458697125 0.0033163262 0.0000132672 0.0003062703 0.0000332642 0.0032738952 0.0032769250 0.0000324388 0.0000324392 0.0000327142 39.4011959088 1172.8945185894 1212.2957144982 28.3119047445 42.4310856942 3272.2746963618 3314.7057820561 -0.0081881340 -0.0088199527 -0.0069695747 0.0084813242 0 0.0000000000
3 100 100 0.1777868852 5000 128 24.4731926187 1.4485120370 0.0009975306 0.0442899872 0.0030847792 0.0000131538 0.0002744754 0.0000288015 0.0030432628 0.0030466251 0.0000280712 0.0000280717 0.0000283150 38.1540335901 1085.0221733411 1123.1762069311 26.5429331405 41.5164148303 3042.2676876672 3083.7841024975 -0.0088946541 -0.0103245512 -0.0081136735 0.0081481049 0 0.0000000000
3 100 100 0.1785245902 5000 128 32.9106357779 1.9440911939 0.0011362929 0.0426052557 0.0028910698 0.0000105583 0.0002518633 0.0000259661 0.0028504843 0.0028538748 0.0000252769 0.0000252773 0.0000255069 37.1950195300 1038.6669426061 1075.8619621361 25.8544642429 40.5854434174 2849.1931677191 2889.7786111364 -0.0355415385 -0.0369680053 -0.0345224835 -0.0172303063 0 0.0000000000
3 100 100 0.1792622951 5000 128 31.6455611487 1.8687363703 0.0008449695 0.0412772736 0.0026947990 0.0000094246 0.0002257681 0.0000224814 0.0026554492 0.0026587953 0.0000218626 0.0000218630 0.0000220689 36.0036821848 954.9819907306 990.9856729154 24.2198080614 39.3498152675 2654.7351970660 2694.0850123335 -0.0319285199 -0.0334839012 -0.0309036914 -0.0129951028 0 0.0000000000
3 100 100 0.1800000000 5000 128 45.4710618224 2.7115457239 0.0006526092 0.0401967136 0.0025406870 0.0000093457 0.0002060281 0.0000198541 0.0025035439 0.0025065026 0.0000192894 0.0000192897 0.0000194778 34.1844838433 890.7267783441 924.9112621874 22.5884160297 37.1431819282 2503.1179683156 2540.2611502438 -0.0252444462 -0.0258577947 -0.0234552176 -0.0058124916 0 0.0000000000
3 100 100 0.1820000000 5000 128 39.5871828953 2.2983760008 0.0003866870 0.0370701744 0.0021618507 0.0000039260 0.0001614574 0.0000143120 0.0021272193 0.0021301707 0.0000138753 0.0000138756 0.0000140210 31.6800305352 755.9728528565 787.6528833917 19.0725634187 34.6313905255 2127.0697942643 2161.7011847898 -0.0207694999 -0.0221062717 -0.0192990887 -0.0000126890 0 0.0000000000
