# d L W rho N_samples N_thermal mean_sweeps sweeps_std dis_mR dis_mAbsR dis_mR2 dis_mR3 dis_mAbsR3 dis_mR4 q_EA dis_mAbsR_sq dis_mR_p4 dis_mAbsR_p4 dis_mR2_sq chi_th_abs chi_dis_abs chi_tot_abs chi_tot_abs_sem_jk chi_th_R chi_dis_R chi_tot_R U4 U_EA U_EA_abs U22 acf_probe_warn_count acf_probe_warn_frac
3 60 60 0.1364754098 5000 128 2.5682610176 2.9063864570 -0.0174992984 0.9438938711 0.8910592424 -0.0155511472 0.8412953170 0.7944145708 0.8887681612 0.8910554077 0.7923520350 0.7943945952 0.7944012215 0.8282977837 25.8698361683 26.6981339522 1.5226505332 494.8735466970 191907.7781140260 192402.6516607230 0.6664869838 0.6656356656 0.6664924995 0.6664925881 0 0.0000000000
3 60 60 0.1372131148 5000 128 5.2688158625 5.6032057664 -0.0197520537 0.9404548972 0.8846269636 -0.0174528179 0.8322659642 0.7831412365 0.8819985829 0.8846223653 0.7808005623 0.7831176269 0.7831254550 0.9932444394 36.0615509704 37.0547954097 3.4756593089 567.7302409455 190427.4228747499 190995.1531156954 0.6664211612 0.6654330109 0.6664277499 0.6664278834 0 0.0000000000
3 60 60 0.1379508197 5000 128 9.7358975931 8.0204098548 -0.0158662870 0.9368682477 0.8779529717 -0.0140624705 0.8229455023 0.7715638306 0.8762279562 0.8779479102 0.7700317427 0.7715381339 0.7715466402 1.0932857578 48.7720711318 49.8653568896 4.1222276962 372.6033601637 189210.8628956923 189583.4662558560 0.6663369622 0.6656870783 0.6663442276 0.6663443962 0 0.0000000000
3 60 60 0.1386885246 5000 128 10.3816749684 8.8823908894 -0.0240817829 0.9328994148 0.8706055021 -0.0209496213 0.8127345203 0.7589396453 0.8683569544 0.8705987348 0.7569483513 0.7589064583 0.7589174093 1.4617305071 64.2420044481 65.7037349543 5.1203930091 485.6862904265 187439.8367900734 187925.5230804999 0.6662331729 0.6653826780 0.6662425792 0.6662429518 0 0.0000000000
3 60 60 0.1394262295 5000 128 10.9236976942 14.9951680234 -0.0193365150 0.9285530110 0.8625778557 -0.0165138152 0.8016065668 0.7452189724 0.8611974777 0.8625711922 0.7439814156 0.7451858040 0.7451967862 1.4393194989 77.8675379091 79.3068574077 5.5613056193 298.1616531048 185937.8925992827 186236.0542523875 0.6661387316 0.6656238183 0.6661484331 0.6661486711 0 0.0000000000
3 60 60 0.1401639344 5000 128 5.7551158431 3.4139214389 -0.0148062614 0.9234929698 0.8534615213 -0.0124083078 0.7892233845 0.7302109126 0.8507055271 0.8534461882 0.7278459829 0.7301441825 0.7301661688 3.3119520467 131.0953563736 134.4073084197 16.5861717239 595.2947629831 183705.0411633517 184300.3359263348 0.6658363753 0.6647569943 0.6658549064 0.6658568512 0 0.0000000000
3 60 60 0.1409016393 5000 128 9.1617567435 5.6057477337 -0.0133756573 0.9185428590 0.8444478579 -0.0108037261 0.7768926565 0.7151965377 0.8412994970 0.8444353902 0.7124908531 0.7151392003 0.7151579932 2.6930254790 154.3117922709 157.0048177504 17.8080366188 680.0459544990 181682.0471776368 182362.0931321358 0.6656829916 0.6644503578 0.6656999225 0.6657010091 0 0.0000000000
3 60 60 0.1416393443 5000 128 9.5104314993 4.3966300790 -0.0124119221 0.9126447119 0.8339356647 -0.0098191626 0.7627213411 0.6981472357 0.8320755786 0.8339208644 0.6965813389 0.6980821859 0.6981035917 3.1968739304 216.1067669273 219.3036408579 32.6196853279 401.7785998957 179695.0489209194 180096.8275208151 0.6653732366 0.6646293677 0.6653925385 0.6653941554 0 0.0000000000
3 60 60 0.1423770492 5000 128 18.5091645980 7.5821046065 -0.0039428525 0.9052247526 0.8209028747 -0.0024763016 0.7454572591 0.6777242381 0.8199575864 0.8208770340 0.6768818753 0.6776191444 0.6776532152 5.5815739476 312.1591635831 317.7407375308 35.2971714430 204.1822710112 177107.4807022528 177311.6629732640 0.6647658833 0.6644101216 0.6647967646 0.6648010145 0 0.0000000000
3 60 60 0.1431147541 5000 128 9.4361673911 4.0406705196 -0.0087737967 0.8968760080 0.8067591802 -0.0063706099 0.7270367240 0.6561674856 0.8048344320 0.8067030139 0.6544896137 0.6560115431 0.6560601618 12.1319287534 500.3510755027 512.4830042559 65.5807410676 415.7456113174 173827.6097389506 174243.3553502680 0.6639486691 0.6632028495 0.6639817485 0.6640036342 0 0.0000000000
3 60 60 0.1438524590 5000 128 17.4198882842 7.0042686425 -0.0074923637 0.8869361896 0.7900773353 -0.0043918428 0.7056484502 0.6315279502 0.7878738190 0.7900279302 0.6297307119 0.6313491639 0.6314071066 10.6714951267 728.3791771481 739.0506722757 79.7751000481 475.9595102939 170168.6196401141 170644.5791504080 0.6627654092 0.6618415211 0.6628187128 0.6628299394 0 0.0000000000
3 60 60 0.1445901639 5000 128 20.1553926031 7.4637920144 -0.0060810114 0.8766012450 0.7729509262 -0.0039777638 0.6839970444 0.6068884721 0.7709708206 0.7728614147 0.6052334727 0.6066160526 0.6067025529 19.3344818325 957.2411212752 976.5756031069 85.3298742833 427.7028022074 166521.7098501682 166949.4126523756 0.6614024670 0.6605890874 0.6614760554 0.6615061957 0 0.0000000000
3 60 60 0.1453278689 5000 128 7.2927402201 2.6820064350 -0.0052015074 0.8640444909 0.7528020338 -0.0031833675 0.6590108693 0.5789110212 0.7510017327 0.7527329434 0.5773993998 0.5786970844 0.5787663389 14.9235260409 1330.5732155784 1345.4967416187 106.6573805337 388.8650384434 162210.5302441881 162599.3952826315 0.6594906862 0.6587495794 0.6595540338 0.6595757868 0 0.0000000000
3 60 60 0.1460655738 5000 128 20.8349846592 7.3049490686 -0.0052636918 0.8482136242 0.7288223804 -0.0032586193 0.6303225009 0.5476136504 0.7275147908 0.7287110078 0.5464469715 0.5472836421 0.5473887276 24.0564785452 1996.8455921236 2020.9020706690 143.2327989959 282.4393661267 157137.2102111027 157419.6495772294 0.6563553319 0.6558536924 0.6564574358 0.6564964780 0 0.0000000000
3 60 60 0.1468032787 5000 128 11.5038901030 3.9644573630 -0.0189700006 0.8307459293 0.7029058390 -0.0129779840 0.5999214818 0.5149931789 0.7008826421 0.7027068975 0.5133404210 0.5145399897 0.5146905052 42.9713649764 2714.7092593290 2757.6806243052 166.7546864731 437.0105111634 151312.9207444792 151749.9312556426 0.6525551168 0.6516678192 0.6526642820 0.6527593185 0 0.0000000000
3 60 60 0.1475409836 5000 128 6.4525779099 2.1550832657 -0.0109145769 0.8124976217 0.6759522306 -0.0076647899 0.5685816651 0.4817746565 0.6736883455 0.6757580765 0.4800344503 0.4812876916 0.4814435161 41.9372791574 3370.8292935012 3412.7665726587 182.7796144259 488.9991853345 145490.9509737418 145979.9501590763 0.6485280389 0.6474399632 0.6486815075 0.6487696177 0 0.0000000000
3 60 60 0.1482786885 5000 128 28.8712979222 9.5353169271 -0.0108801557 0.7898333408 0.6439486799 -0.0076918130 0.5325787374 0.4445499174 0.6424163170 0.6437665452 0.4433666046 0.4441331804 0.4442671577 39.3410902263 4304.8452211531 4344.1863113797 200.1376563353 330.9903915992 138736.3548611471 139067.3452527463 0.6426475493 0.6418964743 0.6427805007 0.6428748464 0 0.0000000000
3 60 60 0.1490163934 5000 128 17.5171261474 5.5739343029 -0.0226714375 0.7626677462 0.6074115323 -0.0133340580 0.4929575412 0.4047903581 0.6059255435 0.6072047374 0.4036248320 0.4043535782 0.4044959725 44.6677007351 5517.2116142433 5561.8793149785 217.5852966029 320.9735740587 130768.8946852785 131089.8682593372 0.6342849455 0.6335471528 0.6344306864 0.6345509135 0 0.0000000000
3 60 60 0.1497540984 5000 128 11.3950280272 3.5196271777 -0.0195347171 0.7355915312 0.5718724122 -0.0112583729 0.4551788121 0.3674932638 0.5708386414 0.5716306316 0.3666414005 0.3670296193 0.3671841890 52.2246125427 6595.7178532515 6647.9424657942 225.2233094979 223.2945120938 123218.7198154618 123442.0143275556 0.6254327214 0.6249462425 0.6255887647 0.6257477456 0 0.0000000000
3 60 60 0.1504918033 5000 128 26.7794726933 7.9506361761 -0.0215981594 0.7068975989 0.5348593770 -0.0131122116 0.4163759065 0.3297580876 0.5334907184 0.5344378078 0.3285854590 0.3290389514 0.3292749810 91.0589330874 7502.4559829654 7593.5149160528 228.4256425553 295.6302542867 115133.2353815115 115428.8656357982 0.6157667247 0.6151660754 0.6159995707 0.6163296392 0 0.0000000000
3 60 60 0.1512295082 5000 128 15.9408157906 4.6601803382 -0.0224691802 0.6709304080 0.4912218165 -0.0135429759 0.3728704868 0.2891566110 0.4901217860 0.4908759922 0.2882422344 0.2885390430 0.2887415141 74.6980316341 8797.3300493935 8872.0280810273 227.4680790677 237.6065814178 105757.2551364082 105994.8617178260 0.6005553784 0.6000291452 0.6008466781 0.6011287986 0 0.0000000000
3 60 60 0.1519672131 5000 128 15.0015021790 4.2070548310 -0.0206594658 0.6365448555 0.4507302140 -0.0127667077 0.3332844851 0.2527813545 0.4497131889 0.4502959099 0.2518301690 0.2521121779 0.2523300864 93.8096844628 9743.0162705785 9836.8259550413 221.6309081004 219.6774168751 97045.8570850228 97265.5345018978 0.5852461374 0.5849358220 0.5855457810 0.5859865606 0 0.0000000000
3 60 60 0.1527049180 5000 128 21.5655451166 5.8791239355 -0.0192484865 0.6041078790 0.4133349850 -0.0112006589 0.2974612046 0.2204583106 0.4126206693 0.4129208033 0.2198096289 0.2199147438 0.2200939863 89.4632452867 10362.4863383404 10451.9495836273 210.3688748048 154.2921974648 89046.0356442517 89200.3278417164 0.5698688565 0.5696483226 0.5700682039 0.5705796813 0 0.0000000000
3 60 60 0.1534426230 5000 128 32.1423192780 8.6428850676 -0.0219953231 0.5677821960 0.3733758166 -0.0127462982 0.2606746229 0.1883626532 0.3723543125 0.3728514543 0.1876034450 0.1877176399 0.1879290752 113.2622463012 10902.5637702191 11015.8260165203 194.7740568475 220.6448856606 80324.0319401204 80544.6768257810 0.5496178462 0.5489685993 0.5498967509 0.5506545474 0 0.0000000000
3 60 60 0.1541803279 5000 128 23.7809088700 6.0195259260 -0.0189875382 0.5348902230 0.3380088736 -0.0090380394 0.2286170059 0.1607841791 0.3370096336 0.3375059634 0.1600126594 0.1601841598 0.1603808200 108.6286162298 11102.0571456820 11210.6857619116 181.6922878504 215.8358498017 72716.2071065246 72932.0429563263 0.5308995448 0.5303779744 0.5312563349 0.5320763767 0 0.0000000000
3 60 60 0.1549180328 5000 128 23.5351926742 5.7971151544 -0.0181640779 0.5003760822 0.3022236026 -0.0076079319 0.1971665809 0.1344971340 0.3012549683 0.3017642728 0.1337807265 0.1339381779 0.1341223118 99.2152461135 11099.8186234874 11199.0338696007 168.9617812634 209.2250234261 64999.8074598359 65209.0324832620 0.5091655703 0.5086354062 0.5097162593 0.5105334479 0 0.0000000000
3 60 60 0.1556557377 5000 128 15.5324668804 3.6877786299 -0.0132580103 0.4656545513 0.2676971919 -0.0057242597 0.1680194457 0.1109634148 0.2666063923 0.2671646146 0.1102463287 0.1103950303 0.1105820046 115.0366878519 10871.3779506597 10986.4146385116 154.9987084088 235.6127041566 57549.0133754141 57784.6260795708 0.4838559471 0.4829866406 0.4844504691 0.4856300691 0 0.0000000000
3 60 60 0.1563934426 5000 128 21.1835685616 4.7834431076 -0.0150485286 0.4343026482 0.2389220260 -0.0058027314 0.1449934196 0.0930872512 0.2380839412 0.2383908967 0.0924500438 0.0925424026 0.0927208767 114.7239320256 10750.7749887182 10865.4989207438 145.2767811622 181.0263120773 51377.2163302747 51558.2426423520 0.4564286306 0.4563421540 0.4571995718 0.4585680290 0 0.0000000000
3 60 60 0.1571311475 5000 128 13.6262667323 3.0017526718 -0.0130300981 0.4079145022 0.2140628315 -0.0035877590 0.1250234598 0.0776545021 0.2132557060 0.2135396794 0.0771247874 0.0771713068 0.0773309874 113.0008412643 10183.4146767824 10296.4155180468 135.9369242501 174.3391002889 46026.5592737864 46200.8983740753 0.4351113441 0.4347098677 0.4358722975 0.4374647139 0 0.0000000000
3 60 60 0.1578688525 5000 128 37.5785991986 8.0365957982 -0.0105533070 0.3787467592 0.1878523957 -0.0023360431 0.1047934598 0.0625923842 0.1870552132 0.1872679102 0.0620992115 0.0621240731 0.0622803775 126.2488485874 9464.8613681815 9591.1102167687 127.8701706022 172.1914086870 40379.8696378093 40552.0610464963 0.4087559762 0.4084040418 0.4095108272 0.4117031735 0 0.0000000000
3 60 60 0.1586065574 5000 128 14.9265201720 3.1083309669 -0.0105583530 0.3519598407 0.1657640927 -0.0025298095 0.0886429972 0.0510521415 0.1651021330 0.1652711077 0.0506496636 0.0506696290 0.0507979290 106.4847572513 8941.4016911598 9047.8864484111 123.1567361375 142.9832903295 35637.9813039699 35780.9645942994 0.3806847299 0.3806303191 0.3816525220 0.3837685915 0 0.0000000000
3 60 60 0.1593442623 5000 128 31.0366912221 6.3026756017 -0.0099262682 0.3264538571 0.1455854317 -0.0023873579 0.0744248117 0.0412130813 0.1449648326 0.1451114567 0.0408547196 0.0408694824 0.0409826273 102.3785911020 8324.4965551498 8426.8751462517 117.5789621414 134.0493946955 31291.1211962680 31425.1705909635 0.3518463159 0.3519691787 0.3530443967 0.3554706416 0 0.0000000000
3 60 60 0.1600819672 5000 128 18.8252170139 3.7055795409 -0.0099133891 0.3046900484 0.1288009659 -0.0015637608 0.0629709836 0.0335294989 0.1281160907 0.1282902990 0.0332185420 0.0332324765 0.0333328684 110.3040371241 7658.1230652812 7768.4271024053 111.7470507968 147.9330449667 27651.8481198204 27799.7811647870 0.3262984161 0.3253912707 0.3269399438 0.3302492742 0 0.0000000000
3 60 60 0.1608196721 5000 128 21.7669097812 4.2124083568 -0.0066782291 0.2854582153 0.1147223856 -0.0004822324 0.0537073132 0.0275295369 0.1141127601 0.1142183793 0.0272499225 0.0272541235 0.0273467696 108.8653577913 7070.1091026710 7178.9744604622 107.1057456014 131.6791056902 24638.7228457902 24770.4019514804 0.3027615759 0.3024495931 0.3036317234 0.3073905090 0 0.0000000000
3 60 60 0.1615573770 5000 128 46.0245226546 8.7723271591 -0.0048631074 0.2660366340 0.1010538210 0.0001055086 0.0450361692 0.0220849103 0.1005232441 0.1006295681 0.0218690167 0.0218730558 0.0219436503 91.6386221683 6448.4807435502 6540.1193657184 101.0551529964 114.6046059443 21707.9123758499 21822.5169817942 0.2791101577 0.2786018738 0.2799925520 0.2837211309 0 0.0000000000
3 60 60 0.1622950820 5000 128 18.7854479656 3.5786385884 -0.0066235567 0.2519473739 0.0913891875 -0.0003466464 0.0390687380 0.0184481226 0.0909117551 0.0909725439 0.0182456472 0.0182466755 0.0183134644 89.9950309614 5938.9339703540 6028.9290013153 95.8054102745 103.1254136648 19627.4628514920 19730.5882651568 0.2637229082 0.2641353586 0.2650770398 0.2690972081 0 0.0000000000
3 60 60 0.1630327869 5000 128 29.7674829665 5.5679788802 -0.0036677723 0.2368569279 0.0815676138 -0.0001184304 0.0334084631 0.0151998641 0.0811387099 0.0812144241 0.0150538869 0.0150558968 0.0151040406 76.2889737655 5424.4554698436 5500.7444436091 91.0759302476 92.6432448848 17523.0555770099 17615.6988218948 0.2384771546 0.2377960460 0.2391149749 0.2432779720 0 0.0000000000
3 60 60 0.1637704918 5000 128 35.5225249458 6.4473770947 -0.0026179148 0.2227028908 0.0730530433 0.0000275301 0.0287906058 0.0126989906 0.0726260859 0.0726892958 0.0125500083 0.0125522912 0.0126015785 78.5694541606 4988.0271404688 5066.5965946293 88.4480486808 92.2227982334 15685.7542025449 15777.9770007783 0.2068207888 0.2068825948 0.2081173511 0.2129051533 0 0.0000000000
3 60 60 0.1645081967 5000 128 45.7525691228 8.2821818051 -0.0003067053 0.2114441158 0.0660675758 0.0006884966 0.0248276128 0.0104445523 0.0656475374 0.0657168418 0.0103246477 0.0103259953 0.0103657071 75.7585372192 4537.7771866237 4613.5357238429 80.5648651200 90.7282896040 14179.8477650756 14270.5760546797 0.2023877192 0.2014224293 0.2030018782 0.2084088387 0 0.0000000000
3 60 60 0.1652459016 5000 128 47.9035317575 8.5354777125 -0.0006857933 0.1987118812 0.0587518924 0.0002455864 0.0210449394 0.0084826843 0.0583663919 0.0584137960 0.0083680843 0.0083686417 0.0084064881 73.0288237565 4088.3149890737 4161.3438128302 75.1925627805 83.2680903224 12607.0390720241 12690.3071623464 0.1808407701 0.1811976169 0.1824715794 0.1881989136 0 0.0000000000
3 60 60 0.1659836066 5000 128 45.0995481052 8.0649197139 -0.0004526075 0.1881637946 0.0531880592 0.0003378164 0.0183239354 0.0071334834 0.0527995484 0.0528522671 0.0070312368 0.0070324110 0.0070661136 72.5310838434 3768.4771619389 3841.0082457822 71.4600280188 83.9183225582 11404.6582144731 11488.5765370312 0.1594721396 0.1592825694 0.1608188020 0.1674102233 0 0.0000000000
3 60 60 0.1667213115 5000 128 14.2379518696 2.5087291474 -0.0022190982 0.1777005600 0.0477266753 0.0001884284 0.0156545472 0.0058091218 0.0473858989 0.0474185100 0.0057220443 0.0057222558 0.0057512529 66.5637062107 3421.6605250227 3488.2242312334 65.2981876357 73.6077036398 10234.2904845098 10307.8981881496 0.1499061718 0.1505619501 0.1516985580 0.1583745690 0 0.0000000000
3 60 60 0.1674590164 5000 128 16.2537665339 2.8499632216 -0.0028227704 0.1701999250 0.0439223300 0.0000075848 0.0138686689 0.0049606831 0.0436002723 0.0436421144 0.0048879241 0.0048884050 0.0049125166 60.5265752711 3169.6055725473 3230.1321478184 60.9864529345 69.5644488609 9415.9377312867 9485.5021801476 0.1428644828 0.1429132310 0.1444717425 0.1511869816 0 0.0000000000
3 60 60 0.1681967213 5000 128 11.6593802175 2.0343264448 -0.0032555860 0.1635340829 0.0403798708 -0.0002027780 0.0121881371 0.0041762716 0.0400615834 0.0400971668 0.0041118026 0.0041121167 0.0041335871 61.0640701367 2884.4144333064 2945.4785034430 56.3156124728 68.7500845870 8651.0126602441 8719.7627448311 0.1462364110 0.1460060810 0.1474559899 0.1549624802 0 0.0000000000
3 60 60 0.1689344262 5000 128 21.5967868941 3.7675472837 -0.0023687707 0.1552628616 0.0367005657 -0.0002496400 0.0106545314 0.0035199142 0.0364072191 0.0364413894 0.0034648667 0.0034652215 0.0034836091 55.9820754281 2664.3239755260 2720.3060509541 52.8742836743 63.3628637802 7862.7473331782 7926.1101969584 0.1289054391 0.1286547522 0.1301990106 0.1378900828 0 0.0000000000
3 60 60 0.1696721311 5000 128 14.0965291086 2.4555373498 -0.0027039689 0.1492092922 0.0340207986 -0.0001627310 0.0095668655 0.0030677231 0.0337222276 0.0337554810 0.0030142595 0.0030144210 0.0030321907 57.3085947253 2482.2867248611 2539.5953195864 49.9188106673 64.4913402471 7282.4218858250 7346.9132260721 0.1165013468 0.1164586641 0.1181513724 0.1267346056 0 0.0000000000
3 60 60 0.1704098361 5000 128 33.6601418395 5.7228369049 -0.0024679496 0.1437918556 0.0314320012 -0.0002101690 0.0084630004 0.0025994681 0.0311621992 0.0311912278 0.0025547566 0.0025549025 0.0025697934 52.0070474354 2271.2680953958 2323.2751428311 45.8045340418 58.2772377940 6729.7194110851 6787.9966488790 0.1229604657 0.1230555624 0.1246371147 0.1329724650 0 0.0000000000
3 60 60 0.1711475410 5000 128 19.4134249682 3.2895161034 -0.0015635577 0.1369855951 0.0286891820 -0.0000224079 0.0074074989 0.0021822503 0.0284099487 0.0284512687 0.0021383326 0.0021388002 0.0021532793 51.3892655014 2092.2225432278 2143.6118087292 42.1416331537 60.3144003993 6136.0208562837 6196.3352566830 0.1162143082 0.1168934375 0.1192641454 0.1279472229 0 0.0000000000
3 60 60 0.1718852459 5000 128 43.5126159615 7.2614119432 -0.0013380951 0.1314287403 0.0264417179 0.0000710294 0.0065725423 0.0018688398 0.0261805113 0.0262077174 0.0018330472 0.0018331352 0.0018450140 50.5441055988 1929.7879755059 1980.3320811047 39.6090455102 56.4206068627 5654.6037015259 5711.0243083886 0.1090127441 0.1085517565 0.1103588991 0.1203719348 0 0.0000000000
3 60 60 0.1726229508 5000 128 12.6563151015 2.1471147853 -0.0009473477 0.1268709025 0.0246070248 -0.0000255032 0.0059136748 0.0016284333 0.0243513893 0.0243788284 0.0015943164 0.0015944099 0.0016057525 49.2904309914 1789.0421392563 1838.3325702477 37.1250615482 55.2172635901 5259.7062465528 5314.9235101429 0.1035408527 0.1037983048 0.1057621094 0.1160267408 0 0.0000000000
3 60 60 0.1733606557 5000 128 18.7967890952 3.1590891128 -0.0003038976 0.1211786967 0.0224326787 -0.0000321857 0.0051468212 0.0013544155 0.0221887092 0.0222109951 0.0013224512 0.0013225016 0.0013332012 47.8836428665 1625.7712189986 1673.6548618650 33.9065066513 52.6973991409 4792.7412431210 4845.4386422619 0.1028431189 0.1046469300 0.1064087605 0.1168953611 0 0.0000000000
3 60 60 0.1740983607 5000 128 38.2859830284 6.3356828810 -0.0013727946 0.1168878927 0.0209328718 -0.0000384418 0.0046479154 0.0011830448 0.0206944467 0.0207194611 0.0011554137 0.0011554902 0.0011647697 46.0967035257 1524.2432361379 1570.3399396635 31.7328906157 51.4998179971 4469.5934208428 4521.0932388400 0.1000418638 0.1006916797 0.1028024128 0.1139439495 0 0.0000000000
3 60 60 0.1748360656 5000 128 35.7677815533 5.8699975686 -0.0010515910 0.1124955729 0.0195441434 -0.0000146356 0.0042184658 0.0010451255 0.0193262661 0.0193463821 0.0010202836 0.0010203176 0.0010285802 42.7164326713 1445.2836846344 1488.0001173056 30.2574253773 47.0614968334 4174.2346055327 4221.2961023661 0.0879599906 0.0894501210 0.0913124325 0.1023983958 0 0.0000000000
3 60 60 0.1755737705 5000 128 16.9816612659 2.7170911517 -0.0016036261 0.1086639662 0.0182484128 -0.0000359299 0.0038012706 0.0009069292 0.0180310141 0.0180540137 0.0008849853 0.0008850414 0.0008923521 41.9902023037 1349.1697316159 1391.1599339196 27.9170067522 46.9581146416 3894.1435801711 3941.1016948127 0.0921754566 0.0926507764 0.0949037000 0.1067669009 0 0.0000000000
3 60 60 0.1763114754 5000 128 13.6878682062 2.2176887435 -0.0014964156 0.1050783125 0.0169383110 0.0000116418 0.0033945848 0.0007817394 0.0167263387 0.0167473555 0.0007610930 0.0007611383 0.0007680282 41.2463870248 1232.4751999381 1273.7215869629 26.0355592630 45.7860077954 3612.4054803891 3658.1914881845 0.0917602114 0.0931934038 0.0954140797 0.1076900819 0 0.0000000000
3 60 60 0.1770491803 5000 128 11.4215439464 1.8592159164 -0.0013317173 0.1006703225 0.0155947519 -0.0000220218 0.0030044324 0.0006656706 0.0153997982 0.0154167884 0.0006483131 0.0006483292 0.0006541043 38.4401122621 1140.9713110731 1179.4114233351 24.2039218679 42.1100004765 3325.9733413005 3368.0833417770 0.0876086454 0.0887585042 0.0907433411 0.1034618466 0 0.0000000000
3 60 60 0.1777868852 5000 128 13.6734602154 2.1798518183 -0.0010752598 0.0976572180 0.0147362566 -0.0000420998 0.0027707621 0.0005990827 0.0145437135 0.0145622088 0.0005834547 0.0005834793 0.0005886857 37.5943288836 1085.4597314280 1123.0540603116 23.0824888460 41.5892966087 3141.1923880939 3182.7816847026 0.0804164930 0.0805349304 0.0828302983 0.0963756638 0 0.0000000000
