sample_id, N_LCC, N_A_1_LCC, N_B_1_LCC, N_A_0_LCC, N_B_0_LCC, N_A_*_LCC, N_B_*_LCC, size_A_determined, size_B_determined, seed
105, 6048641, 3005188, 948, 623, 3004352, 18765, 18765, 6009537,29,3994112028
109, 6048656, 1013, 3005962, 3003867, 650, 18582, 18582, 37,6009829,1460664964
110, 6055337, 963, 3009195, 3007834, 659, 18343, 18343, 53,6017026,2714209887
108, 6053339, 940, 3007636, 3007011, 630, 18561, 18561, 27,6014647,222892245
114, 6049133, 844, 3006059, 3004278, 554, 18699, 18699, 42,6010332,4006432808
117, 6046685, 941, 3004275, 3003059, 608, 18901, 18901, 43,6007334,2321696710
119, 6052471, 810, 3007926, 3006799, 514, 18211, 18211, 31,6014725,218069369
111, 6057057, 3009863, 943, 615, 3008684, 18476, 18476, 6018539,36,3578100247
118, 6048819, 3005880, 872, 572, 3004209, 18643, 18643, 6010089,29,4036924432
113, 6055990, 954, 3008729, 3008099, 652, 18778, 18778, 65,6016825,4207607793
115, 6051475, 3007165, 1023, 684, 3006429, 18087, 18087, 6013594,57,2792748531
123, 6054428, 1062, 3007648, 3006996, 732, 18995, 18995, 68,6014640,1543903922
112, 6049360, 3005214, 903, 588, 3004781, 18937, 18937, 6009995,36,2205406968
126, 6055716, 886, 3009280, 3008538, 584, 18214, 18214, 44,6017818,560203392
124, 6058416, 3010691, 899, 576, 3009856, 18197, 18197, 6020547,44,2310835069
116, 6057807, 3010084, 1059, 725, 3009745, 18097, 18097, 6019829,112,3535299648
122, 6052938, 3006937, 941, 597, 3006361, 19051, 19051, 6013295,53,2457437292
127, 6056615, 3009900, 803, 520, 3009238, 18077, 18077, 6019138,44,1291257184
130, 6055742, 1068, 3008619, 3007687, 736, 18816, 18816, 153,6016303,639019981
120, 6056458, 3009605, 973, 625, 3008723, 18266, 18266, 6018328,44,3685267040
133, 6050372, 3006392, 959, 634, 3005173, 18607, 18607, 6011562,71,2320604844
121, 6051062, 951, 3006625, 3006259, 623, 18302, 18302, 47,6012880,2479907793
129, 6063767, 3012952, 928, 607, 3012626, 18327, 18327, 6025578,41,2285013918
125, 6052851, 3008127, 872, 555, 3006571, 18363, 18363, 6014698,29,2544630570
138, 6058077, 915, 3010462, 3009410, 582, 18354, 18354, 29,6019857,1462203994
139, 6048204, 1026, 3005360, 3003740, 702, 18688, 18688, 112,6009100,2501678368
141, 6051809, 977, 3007099, 3005896, 643, 18597, 18597, 53,6012992,3264453816
128, 6050371, 3005952, 973, 643, 3004931, 18936, 18936, 6010877,51,274496201
131, 6055016, 3008775, 903, 574, 3008218, 18273, 18273, 6016987,31,2093797623
140, 6053842, 3008353, 829, 523, 3007603, 18267, 18267, 6015953,33,306098437
135, 6054772, 797, 3009501, 3007758, 518, 18099, 18099, 45,6017250,2900275095
142, 6053564, 3008132, 952, 625, 3007127, 18364, 18364, 6015256,78,1357236560
134, 6047026, 3004771, 902, 594, 3003201, 18779, 18779, 6007969,53,3660371683
148, 6049868, 973, 3006261, 3004771, 643, 18610, 18610, 37,6011029,4193409895
136, 6053248, 984, 3008233, 3006847, 688, 18248, 18248, 90,6015080,1252517692
132, 6060143, 937, 3011050, 3010652, 630, 18437, 18437, 71,6021702,894270216
137, 6050880, 1036, 3006102, 3005710, 698, 18667, 18667, 53,6011812,2377243469
147, 6056054, 3009539, 997, 678, 3008150, 18345, 18345, 6017686,53,501672991
145, 6045647, 981, 3003233, 3002871, 650, 18956, 18956, 60,6006104,72732795
154, 6053900, 989, 3008337, 3006730, 672, 18586, 18586, 62,6015067,1097599345
153, 6049209, 1058, 3005273, 3004086, 714, 19039, 19039, 68,6009356,1956663870
149, 6054411, 876, 3008265, 3007827, 573, 18435, 18435, 43,6016092,2352573067
144, 6056002, 898, 3008746, 3008436, 598, 18662, 18662, 54,6017179,1041447614
143, 6057636, 3009670, 988, 659, 3009201, 18559, 18559, 6018868,67,3341029947
152, 6051279, 3006516, 1103, 735, 3006009, 18458, 18458, 6012520,39,423319745
159, 6054681, 1004, 3008436, 3007387, 670, 18592, 18592, 38,6015823,3880551711
161, 6050841, 979, 3006696, 3005566, 640, 18480, 18480, 39,6012262,4249355838
146, 6062073, 3012158, 995, 676, 3011534, 18355, 18355, 6023692,126,2483892798
158, 6053938, 3008496, 885, 588, 3007117, 18426, 18426, 6015610,36,2528510914
163, 6049802, 1063, 3006418, 3004801, 716, 18402, 18402, 108,6011213,3470242331
165, 6056926, 1058, 3009891, 3008580, 717, 18340, 18340, 47,6018471,2211362280
162, 6049092, 3005944, 804, 532, 3003772, 19020, 19020, 6009713,53,2266901336
156, 6047066, 3004050, 1101, 753, 3003666, 18748, 18748, 6007713,78,2566088208
160, 6053442, 944, 3008245, 3006635, 624, 18497, 18497, 50,6014877,4123020658
167, 6058473, 3010768, 928, 619, 3009332, 18413, 18413, 6020100,58,1418382077
157, 6045292, 3004853, 768, 483, 3002662, 18263, 18263, 6007515,34,1119456060
168, 6058468, 3011007, 848, 564, 3009179, 18435, 18435, 6020183,42,4066061351
150, 6047520, 3004840, 1041, 686, 3003813, 18570, 18570, 6008650,35,2303265967
166, 6048953, 3006079, 914, 603, 3005325, 18016, 18016, 6011398,37,1172448809
151, 6051970, 3006952, 938, 635, 3006341, 18552, 18552, 6013293,46,2229461168
170, 6049308, 777, 3005941, 3005469, 501, 18310, 18310, 43,6011410,3834127804
171, 6048918, 3005939, 978, 680, 3004399, 18461, 18461, 6010338,86,3918215777
169, 6049526, 3005851, 898, 596, 3005059, 18561, 18561, 6010907,48,1509862500
173, 6054262, 3008362, 872, 573, 3007115, 18670, 18670, 6015477,26,3479325893
155, 6061806, 3011937, 967, 649, 3011487, 18383, 18383, 6023418,67,1419621855
164, 6057877, 929, 3009792, 3009418, 600, 18569, 18569, 34,6019207,2683610581
172, 6058001, 929, 3011407, 3008758, 605, 18151, 18151, 28,6020165,3733952888
175, 6053766, 3007839, 884, 580, 3006837, 18813, 18813, 6014676,41,543785654
179, 6054483, 3008538, 1051, 708, 3007338, 18424, 18424, 6015876,70,2380876606
182, 6049870, 1027, 3005621, 3005269, 691, 18631, 18631, 86,6010890,640814567
187, 6053701, 3008921, 886, 556, 3006594, 18372, 18372, 6015512,37,3836318914
177, 6057779, 3009846, 986, 650, 3009419, 18439, 18439, 6019260,54,4128026082
188, 6056340, 3009839, 879, 570, 3008598, 18227, 18227, 6018433,41,2286290920
184, 6057332, 907, 3009373, 3008972, 602, 18739, 18739, 57,6018339,2993624199
174, 6056597, 3009340, 885, 574, 3009008, 18395, 18395, 6018344,35,2264129198
178, 6057159, 820, 3009860, 3008775, 530, 18587, 18587, 33,6018635,2459768120
176, 6044799, 827, 3002973, 3002531, 536, 18966, 18966, 27,6005504,1460677889
180, 6049861, 3006334, 931, 612, 3004938, 18523, 18523, 6011269,68,1384405872
191, 6051478, 3006726, 964, 636, 3006034, 18559, 18559, 6012750,53,229655609
193, 6055924, 943, 3009499, 3007884, 622, 18488, 18488, 33,6017383,1402601614
183, 6047731, 944, 3004655, 3003378, 644, 19055, 19055, 82,6008033,1912080107
186, 6053377, 3007998, 911, 604, 3006884, 18490, 18490, 6014882,56,1719389516
190, 6055636, 877, 3008690, 3008382, 571, 18558, 18558, 45,6017069,3146986432
181, 6053032, 3007785, 904, 593, 3007344, 18203, 18203, 6015129,45,2914738455
185, 6053968, 3009051, 783, 507, 3007485, 18071, 18071, 6016536,43,133708564
196, 6050937, 1030, 3006303, 3005782, 698, 18562, 18562, 88,6012082,1006923781
198, 6062389, 788, 3012512, 3011767, 500, 18411, 18411, 33,6024276,4057322230
201, 6052211, 926, 3007704, 3005663, 620, 18649, 18649, 52,6013361,1508284123
195, 6053386, 3007839, 973, 647, 3006907, 18510, 18510, 6014746,41,978459209
199, 6054526, 1033, 3008174, 3007081, 688, 18775, 18775, 39,6015252,4127230321
197, 6047616, 3005256, 956, 617, 3003733, 18527, 18527, 6008989,33,1530571051
189, 6049966, 3005946, 950, 630, 3005452, 18494, 18494, 6011395,38,4236714836
207, 6051387, 936, 3007389, 3005240, 614, 18604, 18604, 59,6012629,2517991831
194, 6052342, 3007769, 953, 620, 3006390, 18305, 18305, 6014159,57,3859719168
192, 6050901, 3006563, 865, 553, 3005508, 18706, 18706, 6012062,40,2761184819
204, 6050257, 3006503, 958, 671, 3005505, 18310, 18310, 6012008,57,3550564466
206, 6043211, 1014, 3003121, 3001794, 662, 18310, 18310, 83,6004915,698643615
203, 6048276, 3004505, 1006, 665, 3004048, 19026, 19026, 6008553,36,1018749940
210, 6048985, 3006239, 831, 549, 3003944, 18711, 18711, 6010180,41,2473676920
212, 6056296, 837, 3008837, 3008108, 564, 18975, 18975, 46,6016945,837884618
202, 6058126, 3010145, 912, 594, 3009681, 18397, 18397, 6019826,41,3525456338
209, 6054590, 3008140, 1027, 689, 3007734, 18500, 18500, 6015871,173,1185549818
200, 6053279, 970, 3007186, 3006831, 644, 18824, 18824, 43,6014017,3954229847
211, 6053363, 3008119, 999, 653, 3007062, 18265, 18265, 6015181,50,3989076259
208, 6058337, 1055, 3010868, 3008990, 724, 18350, 18350, 89,6019855,2937114643
205, 6047948, 1050, 3004655, 3003981, 710, 18776, 18776, 95,6008633,3347078020
215, 6052847, 3007745, 960, 633, 3006667, 18421, 18421, 6014409,59,3518352672
221, 6055876, 790, 3009776, 3008617, 499, 18097, 18097, 28,6018393,2210513615
214, 6045892, 959, 3003706, 3002690, 625, 18956, 18956, 87,6006393,2686085442
217, 6056858, 3009770, 972, 640, 3008250, 18613, 18613, 6018017,66,2953851844
218, 6048662, 955, 3005265, 3004696, 610, 18568, 18568, 33,6009961,717025858
219, 6055066, 3008720, 999, 667, 3007738, 18471, 18471, 6016455,75,877759181
216, 6049896, 3006239, 877, 572, 3005646, 18281, 18281, 6011885,40,2718821945
222, 6042819, 3003335, 883, 555, 3001206, 18420, 18420, 6004541,40,3389521670
220, 6056589, 3009224, 832, 531, 3008832, 18585, 18585, 6018053,38,1091357057
213, 6049514, 905, 3005539, 3005114, 602, 18677, 18677, 92,6010653,1552175941
224, 6051005, 1035, 3006257, 3005815, 700, 18599, 18599, 64,6012072,2088388819
228, 6053852, 962, 3008443, 3007539, 644, 18132, 18132, 64,6015982,982396611
225, 6051287, 3006958, 870, 552, 3005895, 18506, 18506, 6012850,65,3955665976
223, 6053975, 942, 3008714, 3007303, 612, 18202, 18202, 43,6016017,3368795314
226, 6060866, 3011980, 832, 534, 3011442, 18039, 18039, 6023416,29,463852580
235, 6062324, 913, 3012838, 3011724, 597, 18126, 18126, 43,6024559,2859386208
229, 6053372, 3007863, 918, 626, 3007277, 18344, 18344, 6015140,49,2692331753
233, 6053778, 3008356, 966, 659, 3007131, 18333, 18333, 6015484,88,3844483957
227, 6057486, 3009850, 857, 574, 3009363, 18421, 18421, 6019213,39,681003057
239, 6051772, 997, 3007008, 3006035, 666, 18533, 18533, 69,6013043,3132890270
232, 6058077, 3010099, 857, 549, 3009634, 18469, 18469, 6019727,26,1380509559
231, 6042554, 870, 3002777, 3000491, 560, 18928, 18928, 34,6003265,1590961354
237, 6052634, 1064, 3007135, 3006670, 719, 18523, 18523, 62,6013800,3122839070
230, 6055564, 3009761, 825, 536, 3008234, 18104, 18104, 6017995,29,2298881325
236, 6053361, 3007816, 1017, 678, 3006942, 18454, 18454, 6014755,44,1869456231
241, 6058222, 3010397, 894, 590, 3009421, 18460, 18460, 6019818,42,2663665472
245, 6056107, 832, 3010111, 3007837, 547, 18390, 18390, 43,6017945,4275850547
242, 6047034, 957, 3004726, 3004186, 633, 18266, 18266, 41,6008906,2973840904
238, 6056993, 3010157, 764, 490, 3009476, 18053, 18053, 6019633,50,4233238710
234, 6056831, 3010087, 787, 523, 3008594, 18420, 18420, 6018681,46,2663899204
247, 6058318, 943, 3010584, 3009600, 617, 18287, 18287, 47,6020184,2297484791
240, 6053565, 940, 3007609, 3007179, 613, 18612, 18612, 56,6014788,2994864708
246, 6046098, 1002, 3003862, 3003299, 645, 18645, 18645, 37,6007158,258009273
244, 6054507, 948, 3008431, 3007731, 627, 18385, 18385, 93,6016156,868725378
248, 6056350, 842, 3009581, 3008263, 538, 18563, 18563, 49,6017841,2516957859
249, 6052081, 931, 3007807, 3006135, 608, 18300, 18300, 35,6013942,2639813751
251, 6059700, 1005, 3012016, 3009834, 665, 18090, 18090, 55,6021850,2306580077
257, 6055166, 925, 3008841, 3007728, 604, 18534, 18534, 31,6016569,214367259
243, 6047807, 991, 3004881, 3004285, 670, 18490, 18490, 55,6009163,3383437819
255, 6050557, 952, 3006029, 3005352, 616, 18804, 18804, 37,6011381,1090678758
253, 6055128, 3008925, 1079, 733, 3007449, 18471, 18471, 6016361,45,4061111182
259, 6059433, 949, 3010752, 3010286, 642, 18402, 18402, 94,6021029,3487500223
250, 6049209, 3005768, 904, 602, 3005069, 18433, 18433, 6010837,57,2178851148
262, 6055655, 893, 3009128, 3008154, 588, 18446, 18446, 54,6017276,4188302241
256, 6047974, 3005199, 830, 534, 3004721, 18345, 18345, 6009920,43,2678802763
258, 6053902, 3008030, 1035, 685, 3006932, 18610, 18610, 6014953,45,934951669
254, 6047040, 3005106, 898, 585, 3003125, 18663, 18663, 6008231,40,3745158110
252, 6054975, 860, 3008818, 3008451, 564, 18141, 18141, 33,6017269,2374876
269, 6056701, 894, 3009910, 3008619, 566, 18356, 18356, 37,6018529,905069267
267, 6056258, 796, 3009729, 3009041, 514, 18089, 18089, 79,6018770,3791757458
265, 6049884, 1020, 3005785, 3005422, 669, 18494, 18494, 46,6011207,993391799
271, 6055795, 909, 3009936, 3008227, 597, 18063, 18063, 46,6018158,2972200745
266, 6059068, 898, 3010912, 3010537, 589, 18066, 18066, 47,6021446,1453207709
263, 6049446, 895, 3005808, 3004903, 574, 18633, 18633, 34,6010711,1503568181
278, 6054674, 894, 3009140, 3007254, 594, 18396, 18396, 47,6016391,414058107
264, 6055324, 3009403, 913, 571, 3007187, 18625, 18625, 6016590,26,4250520187
272, 6051129, 3006742, 1037, 715, 3006041, 18297, 18297, 6012783,111,1972346530
260, 6055011, 3008973, 789, 518, 3007727, 18502, 18502, 6016697,37,3981155463
261, 6057900, 939, 3010081, 3009353, 635, 18446, 18446, 41,6019434,1177670768
273, 6054397, 995, 3008170, 3007628, 664, 18470, 18470, 38,6015793,187337246
275, 6053931, 963, 3008096, 3007396, 644, 18416, 18416, 37,6015486,1243979448
274, 6050660, 3006305, 958, 626, 3005273, 18749, 18749, 6011578,33,549952324
279, 6052240, 914, 3007477, 3006643, 626, 18290, 18290, 60,6014120,1936325063
270, 6058222, 764, 3011184, 3009445, 503, 18163, 18163, 41,6020623,1188429814
268, 6052596, 3007288, 843, 540, 3006563, 18681, 18681, 6013851,29,3827812553
276, 6052196, 3007291, 917, 590, 3006730, 18334, 18334, 6014021,45,3592085413
284, 6059908, 924, 3011772, 3010320, 622, 18135, 18135, 45,6022092,3448118488
281, 6055493, 3009060, 840, 564, 3008357, 18336, 18336, 6017417,43,187783919
287, 6059064, 887, 3011173, 3009860, 574, 18285, 18285, 47,6021027,1310409984
283, 6053533, 963, 3007772, 3006995, 633, 18585, 18585, 35,6014767,4165373232
277, 6052810, 896, 3007594, 3006972, 586, 18381, 18381, 28,6014566,1247565892
280, 6057959, 815, 3010434, 3009655, 531, 18262, 18262, 35,6020089,1809115225
285, 6053116, 3007673, 1071, 717, 3007065, 18295, 18295, 6014735,47,3902777513
288, 6057857, 3009697, 1031, 694, 3008679, 18878, 18878, 6018373,47,1730024538
293, 6047826, 983, 3004709, 3004078, 652, 18702, 18702, 35,6008787,2354106404
289, 6052676, 3006934, 1096, 728, 3006434, 18742, 18742, 6013365,66,3956650620
294, 6056937, 861, 3009653, 3008809, 558, 18528, 18528, 40,6018459,2718678837
286, 6049812, 3005893, 968, 640, 3005149, 18581, 18581, 6011042,32,1700054015
291, 6049558, 3006551, 977, 643, 3004521, 18433, 18433, 6011060,71,594707308
282, 6056219, 1036, 3008629, 3008107, 699, 18874, 18874, 51,6016733,4107709594
297, 6054910, 815, 3009682, 3007717, 516, 18090, 18090, 25,6017396,1620079105
296, 6052689, 1006, 3007384, 3006568, 679, 18526, 18526, 49,6013945,3570988271
295, 6056075, 3009142, 1110, 737, 3008382, 18352, 18352, 6017521,50,1813983207
299, 6051935, 3007794, 955, 638, 3005902, 18323, 18323, 6013696,71,2441287899
290, 6048691, 3004907, 1081, 763, 3003752, 19094, 19094, 6008656,129,2886661768
307, 6058417, 865, 3010642, 3009695, 555, 18330, 18330, 33,6020337,2316933747
292, 6058821, 876, 3010759, 3010196, 576, 18207, 18207, 32,6020955,1204027003
305, 6049348, 3005347, 951, 614, 3003872, 19282, 19282, 6009219,47,3927301113
304, 6051376, 3006806, 1095, 742, 3005775, 18479, 18479, 6012578,69,4024584037
298, 6057418, 1028, 3010291, 3008876, 693, 18265, 18265, 59,6019164,1696311791
308, 6053921, 3007944, 1010, 668, 3007459, 18420, 18420, 6015400,47,402806377
309, 6051194, 3006499, 944, 620, 3005855, 18638, 18638, 6012351,52,2548500689
300, 6058459, 3010879, 943, 634, 3008807, 18598, 18598, 6019683,45,1502873242
302, 6053221, 857, 3007639, 3006680, 553, 18746, 18746, 42,6014319,409837947
314, 6056444, 849, 3009933, 3008856, 560, 18123, 18123, 38,6018789,274190184
301, 6044044, 868, 3002718, 3002049, 579, 18915, 18915, 81,6004767,2866635921
313, 6058023, 890, 3010354, 3009663, 584, 18266, 18266, 54,6020017,4138795269
312, 6060199, 810, 3011131, 3010811, 523, 18462, 18462, 53,6021939,1280207456
303, 6046353, 3004834, 966, 643, 3003252, 18329, 18329, 6008086,41,3779647832
318, 6052984, 3007524, 945, 630, 3006475, 18705, 18705, 6013996,53,3997793760
315, 6053089, 3007933, 962, 629, 3006963, 18301, 18301, 6014896,43,2738473308
311, 6055864, 3009951, 1054, 705, 3007980, 18087, 18087, 6017931,67,4025842437
320, 6055465, 959, 3008893, 3007693, 630, 18645, 18645, 35,6016586,2715125926
310, 6060710, 3012244, 800, 519, 3010619, 18264, 18264, 6022855,31,556166090
324, 6050275, 974, 3005914, 3004665, 644, 19039, 19039, 43,6010579,1539543088
319, 6059270, 3010793, 856, 566, 3010341, 18357, 18357, 6021129,71,3906101366
317, 6057364, 3009710, 918, 603, 3009009, 18562, 18562, 6018719,31,1358119128
316, 6045896, 3004425, 949, 625, 3002541, 18678, 18678, 6006957,37,2909719224
